Datum	Zeit	Log.Rho.1	Log.Rho.2	Log.Rho.3	Log.Rho.4	Log.Rho.5	Log.Rho.6	Rho.1	Rho.2	Rho.3	Rho.4	Rho.5	Rho.6	Rho.Phase.1	Rho.Phase.2	Rho.Phase.3	Rho.Phase.4	Rho.Phase.5	Rho.Phase.6	Gamma	GGA..East.or.West.	GGA.Longitude_2	GGA.Longitude_1	GGA..North.or.South.	GGA.Latitude_2	GGA.Latitude_1	GGA.UTC.sec	GGA.Latitude	GGA.Antenna.Altitude.above.below.mean.sea.level..geoid.	GGA.Longitude	VTG.Speed..km.h.	VTG.Bearing	GGA.UTC.min	GGA.UTC.h	GAMMA.C	GAMMA.F	Gamma.OK	PS.OK	GPS.OK	Achse.1.U.FFT.Frq	Achse.1.U.PP	Achse.4.U.FFT.Frq	Achse.4.U.PP	Achse.5.U.FFT.Frq	Achse.5.U.PP	Achse.6.U.FFT.Frq	Achse.6.U.PP	Achse.0.U.FFT.Frq	Achse.0.U.P	Achse.0.U.PP	Achse.2.U.FFT.Frq	Achse.2.U.PP	Achse.0.I.FFT.Frq	Achse.3.U.FFT.Frq	Achse.3.U.PP	Achse.0.I.P	Achse.0.I.PP	Strecke.absolut	V	N	E	H	Kurs	Strecke.gesammt	X
31.01.2024	15:27:47.000	2.931866935	2.718860772	2.629827764	2.555080792	1.184961197	2.591778554	854.804766134	523.432605167	426.410375712	358.98871141	15.309506684	390.641657943	854.741194634	522.01301609	426.407994387	336.896080494	15.189818698	233.102709718	0.833541071	2755.261	18.872400284	13	722209856	20.963399887	52	26	52.349389998	36.520999908	13.314540005	6.360000134	19.100000381	58	13	753619	827.002685547	0	1	1	190	2942.18974961	190	54.833296229	50	5.996227622	190	69.445375767	190	52.289429443	104.170209418	190	366.926215108	190	190	120.124228008	4.963279066	13.58717761	5032.453702347	6.360000134	52.349389998	13.314540005	36.520999908	19.100000381	1.415379096	NA
31.01.2024	15:27:48.000	2.916545453	2.691505384	2.613981471	2.500059258	1.264582701	2.50661637	825.173843404	491.479473039	411.13217999	316.270917187	18.390041148	321.082303562	823.045443418	474.322449771	398.024400676	316.189788459	18.04902784	179.200355272	0.827432361	2755.261	18.872900009	13	722209856	20.964300156	52	27	52.349405003	36.60100174	13.314548333	6.909999847	18.799999237	58	13	754461	691.098999023	0	1	1	190	4065.856579891	190	68.596009528	50	5.412102068	190	50.565603409	190	52.290681141	104.187017929	190	728.756232784	190	190	185.874115579	6.776750492	17.216504646	5032.455593189	6.909999847	52.349405003	13.314548333	36.60100174	18.799999237	1.417269938	NA
31.01.2024	15:27:49.000	2.815633523	2.595662933	2.504548247	2.410096421	1.454921171	2.555500576	654.083995367	394.151272215	319.556935234	257.09665185	28.505008224	359.335873195	653.807400189	384.772781134	317.204403689	234.406513814	27.812024744	189.806945912	0.850409973	2755.261	18.873500824	13	722209856	20.965200424	52	28	52.349420007	36.641998291	13.314558347	6.760000229	18.100000381	58	13	755320	880.440246582	0	1	1	190	2973.228870227	190	54.898861343	50	5.584955548	190	46.372416399	190	52.280309932	104.184395324	190	409.707451445	190	190	110.647088924	6.870031766	17.260314063	5032.457423418	6.760000229	52.349420007	13.314558347	36.641998291	18.100000381	1.419100167	NA
31.01.2024	15:27:50.000	2.813831263	2.565081857	2.411988879	2.40118326	1.146639163	2.676316169	651.375265066	367.351533286	258.219406469	251.873954068	14.016486511	474.587362454	650.468062086	367.351239895	247.317371201	215.736698965	13.903504442	177.564289559	0.86967131	2755.261	18.874000549	13	722209856	20.965999603	52	29	52.349433327	36.685001373	13.314566676	4.710000038	19.100000381	58	13	756200	858.479553223	0	1	1	190	2341.985842108	190	55.149200866	50	4.634261408	190	35.345556459	190	52.285018699	104.181891929	190	461.563495491	190	190	100.743776604	5.908310766	15.472472636	5032.459017749	4.710000038	52.349433327	13.314566676	36.685001373	19.100000381	1.420694499	NA
31.01.2024	15:27:51.000	2.654882422	2.551670998	2.393170868	2.285343711	0.405216345	2.359331864	451.733628807	356.181204024	247.269680522	192.905100639	2.542238814	228.734599832	451.570742684	354.843072949	246.379498939	186.276100694	-0.868418828	138.800930121	0.897178284	2755.261	18.874200821	13	722209856	20.966499329	52	30	52.349441655	36.689998627	13.314570014	2.859999895	17.899999619	58	13	757113	793.410949707	0	1	1	190	2029.776694165	190	45.296552497	50	4.35411956	190	45.964124558	190	52.285078304	104.19279958	190	502.645999351	190	190	104.984647333	7.317364652	18.284619944	5032.460078223	2.859999895	52.349441655	13.314570014	36.689998627	17.899999619	1.421754973	NA
31.01.2024	15:27:52.000	2.876390033	2.556960213	2.439461278	2.357738577	0.976424898	2.503851285	752.298217125	360.545611149	275.081433225	227.896983426	9.471633779	319.04451683	752.141192961	352.121797159	274.30493568	185.703588968	8.899922845	127.88706937	0.856289203	2755.261	18.874500275	13	722209856	20.966899872	52	31	52.349448331	36.708999634	13.314575005	3.089999914	20.399999619	58	13	757913	785.007202148	0	1	1	190	1802.235949173	190	48.092010504	50	5.406141603	190	38.635733046	190	52.276733653	104.182487976	190	341.415425623	190	190	81.047420564	4.7329071	13.071895425	5032.460899728	3.089999914	52.349448331	13.314575005	36.708999634	20.399999619	1.422576478	NA
31.01.2024	15:27:53.000	2.631567815	2.69732606	2.438143108	2.345082342	0.341862571	2.32593962	428.12226537	498.110916869	274.247771729	221.351435212	2.19716449	211.806663875	423.846154017	495.428283228	274.169947938	189.778792401	-1.581576268	135.953422931	0.84684213	2755.261	18.874799728	13	722209856	20.967500687	52	32	52.349458345	36.733001709	13.314579995	4.679999828	6.199999809	58	13	758807	807.787231445	0	1	1	190	1898.110026008	190	44.73328857	50	4.699826521	2.5	41.520598025	190	52.263859049	104.169374953	190	447.079565947	190	190	94.664102475	5.738139495	15.040040913	5032.461975596	4.679999828	52.349458345	13.314579995	36.733001709	6.199999809	1.423652345	NA
31.01.2024	15:27:54.000	2.623575577	2.417105996	2.321792046	2.395724673	1.363649558	2.639265116	420.315665526	261.279897011	209.793508574	248.727997081	23.101998876	435.777814039	420.27404028	85.664792547	186.149599515	190.215192582	22.370466322	78.426222386	0.876467703	2755.261	18.875	13	722209856	20.967899323	52	33	52.349464989	36.738998413	13.314583333	2.220000029	24.799999237	58	13	759665	835.968994141	0	1	1	190	1741.662725309	2.5	53.808096278	50	5.176663707	190	39.044024887	190	52.28656842	104.176050673	50	545.933875199	190	190	85.499887794	5.890131348	15.423000778	5032.462932989	2.220000029	52.349464989	13.314583333	36.738998413	24.799999237	1.424609739	NA
31.01.2024	15:27:55.000	2.686496023	2.503706918	2.472686006	2.286685797	1.039342563	2.530499705	485.843081672	318.938478468	296.951829772	193.502150943	10.948195972	339.234258735	485.471563731	295.624171098	293.505968385	178.064877568	9.848166369	144.767615782	0.864623407	2755.261	18.875200272	13	722209856	20.968299866	52	34	52.349471664	36.768001556	13.314586671	2.730000019	13.699999809	58	13	760537	846.603027344	0	1	1	190	1684.546571049	190	46.169760595	50	4.401803279	190	33.819677461	190	52.274885909	104.175454627	190	465.720919712	190	190	84.117059953	4.783273028	13.169647048	5032.463627707	2.730000019	52.349471664	13.314586671	36.768001556	13.699999809	1.425304457	NA
31.01.2024	15:27:56.000	2.622869892	2.55468557	2.558013475	2.391641746	0.853312262	2.543853537	419.633249035	358.662168615	361.421076527	246.400591436	7.133657635	349.827170459	419.51693166	342.16496041	361.356019126	219.525827479	5.435503756	168.029071065	0.885709299	2755.261	18.875400543	13	722209856	20.968599319	52	35	52.349476655	36.730998993	13.314590009	2.569999933	16.299999237	58	13	761436	1100.479492188	0	1	1	190	1420.185054552	190	42.331221243	50	5.424022998	2.5	45.400860632	190	52.292767304	104.200011742	190	479.370384179	190	190	74.619059242	3.962218998	11.508763522	5032.464376288	2.569999933	52.349476655	13.314590009	36.730998993	16.299999237	1.426053037	NA
31.01.2024	15:27:57.000	2.733803712	2.679683311	2.456432331	2.342977576	0.826632124	2.506166912	541.755977559	478.281200898	286.043663243	220.28127209	6.708603499	320.750182646	540.890918628	474.033636285	285.967007215	196.722103533	5.844965455	159.010364829	0.902608051	2755.261	18.875600815	13	722209856	20.968999863	52	36	52.349483331	36.675998688	13.314593347	3.970000029	7.300000191	58	13	762342	983.159729004	0	1	1	190	2379.983805417	190	78.693036955	50	5.048513713	190	49.710276706	190	52.222672237	104.128068932	190	584.676896612	190	190	115.212804986	5.814135421	15.236438229	5032.465259677	3.970000029	52.349483331	13.314593347	36.675998688	7.300000191	1.426936427	NA
31.01.2024	15:27:58.000	2.758437267	2.568573284	2.466773522	2.40027501	1.248672063	2.672676753	573.373038576	370.316687998	292.936522886	251.347754614	17.728502895	470.626907139	571.727247993	324.781795406	285.676901009	175.160249255	16.687478003	56.342163526	0.908614154	2755.261	18.875799179	13	722209856	20.969400406	52	37	52.349490007	36.702999115	13.314596653	1.809999943	24	58	13	763254	1051.4140625	0	1	1	190	2166.748176023	190	60.400370383	50	4.571676527	190	86.671119134	190	52.279475467	104.184752952	190	563.740763887	190	190	152.969369469	5.751848564	15.126169629	5032.466062796	1.809999943	52.349490007	13.314596653	36.702999115	24	1.427739545	NA
31.01.2024	15:27:59.000	2.736932901	2.731073968	2.618133541	2.473738535	0.744378392	2.230269264	545.673547245	538.361467236	415.081656591	297.672376494	5.551091578	169.929689615	545.673526573	529.36370044	413.851122247	263.120244344	2.306357333	44.963625072	0.904675278	2755.261	18.875999451	13	722209856	20.969600677	52	38	52.349493345	36.708000183	13.314599991	1.389999986	20.299999237	58	13	764151	885.087768555	0	1	1	190	2046.838524749	190	50.8129627	50	4.443526533	2.5	35.01475066	190	52.282992141	104.134029396	190	767.722771628	190	190	160.181531917	5.226135565	14.008582473	5032.466511492	1.389999986	52.349493345	13.314599991	36.708000183	20.299999237	1.428188242	NA
31.01.2024	15:28:30.000	2.693956088	2.588560656	2.380310929	2.35920915	0.574561652	2.187704444	494.260709692	387.757901006	240.055095464	228.669978078	3.754582501	154.065161648	493.835544562	383.290095439	239.644758742	202.41395183	-0.646313836	108.545548303	0.959044144	2755.261	18.885599136	13	722209856	20.986000061	52	9	52.349766668	37.120998383	13.314759986	3.119999886	19.600000381	59	13	792577	782.439697266	0	1	1	190	2564.177069913	190	36.939980801	50	4.45246723	5	45.302512962	190	52.577915941	104.09534598	190	643.685498457	190	190	91.10570497	7.287860351	18.208027971	5032.500159768	3.119999886	52.349766668	13.314759986	37.120998383	19.600000381	1.461836518	NA
31.01.2024	15:28:36.000	2.710163856	2.590782218	2.338732388	2.153276317	0.423983281	2.267130543	513.054919307	389.746494894	218.138533046	142.323402162	2.654503369	184.982456638	512.579521246	386.051222546	217.810358413	140.985171961	0.554741455	131.563471003	0.935591898	2755.261	18.885900497	13	722209856	20.986499786	52	15	52.349774996	37.115001678	13.314765008	3.890000105	18.399999619	59	13	798201	1001.023681641	0	1	1	190	3631.934740063	190	53.11966259	50	3.92198586	190	30.252339259	190	52.444461134	104.154652605	190	702.709001464	190	190	124.33231618	11.507273406	26.673974197	5032.501508063	3.890000105	52.349774996	13.314765008	37.115001678	18.399999619	1.463184812	NA
31.01.2024	15:28:37.000	1.235531272	2.215502424	2.392378494	3.368458659	2.380882953	3.286522863	17.200111892	164.248882815	246.818946188	2335.923730482	240.371488648	1934.295683857	16.521587459	54.118982389	-118.720610768	2301.552652346	-86.143083445	-1675.058939633	0.924803903	2755.261	18.886299133	13	722209856	20.987100601	52	16	52.34978501	37.14799881	13.314771652	4.650000095	19.299999237	59	13	799114	747.012573242	0	1	1	190	14.975667892	2.5	19.097329324	0	1.728534802	2.5	26.229025497	190	0.437855747	0.45764449	50	115.677721243	190	0	9.867549531	-1.882612817	0.047683719	5032.502712007	4.650000095	52.34978501	13.314771652	37.14799881	19.299999237	1.464388757	NA
31.01.2024	15:28:38.000	1.235531272	2.215502424	2.392378494	3.368458659	2.380882953	3.286522863	17.200111892	164.248882815	246.818946188	2335.923730482	240.371488648	1934.295683857	16.521587459	54.118982389	-118.720610768	2301.552652346	-86.143083445	-1675.058939633	0.932306097	2755.261	18.886699677	13	722209856	20.987800598	52	17	52.349796677	37.173999786	13.314778328	4.639999866	20.899999619	59	13	800063	974.901184082	0	1	1	190	1442.253675595	2.5	45.895579213	0	5.337596258	2.5	38.76388304	190	0.585198437	50.602737105	50	251.993551969	190	0	66.524747999	-1.685321431	7.350147209	5032.503983075	4.639999866	52.349796677	13.314778328	37.173999786	20.899999619	1.465659825	NA
31.01.2024	15:28:39.000	2.841583235	2.801496117	2.623620541	2.393510745	0.597894333	2.31874246	694.357665756	633.13470022	420.359184554	247.463268721	3.961816285	208.325513249	694.232439462	630.046802838	419.977707233	245.270866304	-1.216802945	158.506947177	0.953368515	2755.261	18.88710022	13	722209856	20.988500595	52	18	52.349808343	37.195999146	13.314785004	5.130000114	20.700000763	59	13	801021	860.998535156	0	1	1	190	3042.876901798	190	63.255433038	50	4.693866056	2.5	27.364494047	190	52.741113468	104.102260119	190	796.049880746	190	190	196.927797611	6.732047005	17.140806743	5032.505352835	5.130000114	52.349808343	13.314785004	37.195999146	20.700000763	1.467029584	NA
31.01.2024	15:28:40.000	2.800997976	2.812934615	2.737055057	2.528531087	0.674536021	2.439139098	632.408904157	650.031818042	545.827052465	337.700020484	4.726460375	274.877440347	632.40651756	647.293725354	544.05975214	334.381127165	-1.222825506	239.728455512	0.962580832	2755.261	18.887500763	13	722209856	20.989200592	52	19	52.34982001	37.261001587	13.314791679	5.360000134	20.5	59	13	801989	885.285827637	0	1	1	190	3036.603512562	190	148.847708037	50	4.607439316	2.5	38.182737719	190	52.501800805	104.068106655	190	771.686480742	190	190	223.51743123	7.30335756	18.207729948	5032.50681664	5.360000134	52.34982001	13.314791679	37.261001587	20.5	1.468493389	NA
31.01.2024	15:28:41.000	2.778983879	2.736099107	2.621376578	2.539486346	0.674435533	2.499747091	601.151422758	544.626923756	418.192825791	346.326996278	4.725366878	316.043665809	600.756540187	541.454618041	417.630528816	328.097744699	2.981617128	248.343966525	0.986457217	2755.261	18.888000488	13	722209856	20.989999771	52	20	52.34983333	37.286998749	13.314800008	5.710000038	20	59	13	802994	1057.246948242	0	1	1	190	2540.782245444	190	65.270070152	50	4.419684674	2.5	43.49947235	190	52.384856485	104.145533094	190	740.140720614	190	190	195.103895372	6.985068738	17.506183237	5032.508355665	5.710000038	52.34983333	13.314800008	37.286998749	20	1.470032415	NA
31.01.2024	15:28:42.000	2.77120696	2.685080182	2.558828901	2.455582262	0.638466638	2.403104228	590.4824029	484.26176696	362.10031348	285.484321578	4.349773453	252.990508534	590.202906689	478.10572655	361.979343468	281.007200952	2.491593229	208.74025602	0.972094867	2755.261	18.888500214	13	722209856	20.990800858	52	21	52.349846681	37.317001343	13.314808337	6.510000229	21.5	59	13	803933	978.994506836	0	1	1	190	2854.287794488	190	66.912178213	50	4.88460093	190	40.662291089	190	52.310887117	104.139751443	190	672.340433141	190	190	167.077789729	7.304549653	18.193126809	5032.510027629	6.510000229	52.349846681	13.314808337	37.317001343	21.5	1.471704379	NA
31.01.2024	15:28:43.000	2.788618983	2.737902004	2.593438273	2.395195723	0.462603942	2.377450001	614.637399809	546.892545325	392.137407522	248.425242745	2.90137552	238.478922626	614.180633036	543.306001853	392.000125022	246.191304793	1.304500183	192.573934	0.94670058	2755.261	18.889200211	13	722209856	20.991800308	52	22	52.349863338	37.35900116	13.314820004	7.210000038	21.399999619	59	13	804888	1018.340026855	0	1	1	190	3067.702237827	190	77.795986998	50	4.521012576	2.5	40.72487597	190	52.249136701	104.128903397	190	730.976505934	190	190	200.754416034	7.860362998	19.243956759	5032.511951936	7.210000038	52.349863338	13.314820004	37.35900116	21.399999619	1.473628685	NA
31.01.2024	15:28:44.000	2.775128028	2.674798906	2.554309197	2.419739559	0.719237687	2.427031913	595.837767465	472.932223502	358.351475114	262.869112344	5.238870782	267.320283762	595.694094739	467.963501139	357.778259183	257.333389984	4.020777244	223.864644666	0.976654904	2755.261	18.889799118	13	722209856	20.992799759	52	23	52.349879996	37.368000031	13.314829985	7.489999771	19.299999237	59	13	805887	1148.696533203	0	1	1	190	3087.386672937	190	69.248680428	50	4.56273583	190	39.803984154	190	52.25438191	104.083186631	190	733.211680246	190	190	177.201639247	7.813275326	19.219816877	5032.514006063	7.489999771	52.349879996	13.314829985	37.368000031	19.299999237	1.475682812	NA
31.01.2024	15:28:45.000	2.777730444	2.723000487	2.639557257	2.504550025	0.754696731	2.437375025	599.41891615	528.445844389	436.071051706	319.558243359	5.684558376	273.763172705	599.337408182	526.025976152	436.05459791	315.773883705	4.95152458	237.009244877	0.96009881	2755.261	18.890399933	13	722209856	20.993900299	52	24	52.349898338	37.375999451	13.314839999	7.730000019	19	59	13	806808	822.112792969	0	1	1	190	3575.757359013	190	78.95827764	50	4.640221872	190	40.861966661	190	52.236142888	104.133314141	190	700.89105969	190	190	201.004755557	8.706152958	21.09468109	5032.516143333	7.730000019	52.349898338	13.314839999	37.375999451	19	1.477820083	NA
31.01.2024	15:28:46.000	2.776833113	2.739060075	2.551873161	2.394315579	0.51211989	2.342041891	598.181686855	548.352811957	356.347044402	247.922292521	3.251770527	219.807188096	597.920354322	546.148893442	356.32987624	244.911227117	0.163019929	192.777348614	0.921340945	2755.261	18.891000748	13	722209856	20.995000839	52	25	52.349916681	37.387001038	13.314850012	8.079999924	20.299999237	59	13	807731	930.775878906	0	1	1	190	3061.235133483	190	81.050400797	50	4.523992808	2.5	62.099102861	190	52.248659864	104.090875631	190	616.356767199	190	190	188.9467352	8.170903216	19.954444167	5032.518278605	8.079999924	52.349916681	13.314850012	37.387001038	20.299999237	1.479955355	NA
31.01.2024	15:28:47.000	2.742365456	2.595905951	2.495731018	2.383500205	0.882144373	2.306827409	552.542204319	394.371889077	313.134571156	241.824447913	7.623323918	202.687706849	550.214508023	389.300959879	313.032873943	240.034914021	7.535760207	178.635346832	0.960047345	2755.261	18.891700745	13	722209856	20.996099472	52	26	52.349934991	37.400001526	13.314861679	7.71999979	19.299999237	59	13	808728	907.692138672	0	1	1	190	3707.766753898	190	91.880565398	50	4.929304417	2.5	44.310095567	190	52.188578378	104.095107561	190	862.985900818	190	190	190.642487445	9.568632219	22.818447519	5032.520494514	7.71999979	52.349934991	13.314861679	37.400001526	19.299999237	1.482171263	NA
31.01.2024	15:28:48.000	2.80280208	2.742173005	2.574954859	2.408451508	0.431113154	2.288043354	635.041460065	552.297407457	375.798341279	256.124726637	2.69844241	194.107963822	634.560364342	549.928103144	375.753164282	256.054803921	0.47130357	171.465412247	0.940493845	2755.261	18.892299652	13	722209856	20.997200012	52	27	52.349953334	37.408000946	13.314871661	7.679999828	22.5	59	13	809614	902.735473633	0	1	1	190	3174.290250199	190	63.794855106	50	4.339218398	2.5	42.313339848	190	52.215042842	104.121810444	190	894.740277215	190	190	157.633433201	7.746220097	19.011796654	5032.522633884	7.679999828	52.349953334	13.314871661	37.408000946	22.5	1.484310633	NA
31.01.2024	15:28:49.000	2.810693019	2.7666399	2.612335154	2.428007029	0.504761366	2.230673012	646.685344066	584.305400147	409.576616413	267.921168494	3.197137876	170.087740678	645.93030691	579.897883676	409.521940734	263.5172641	0.094913222	152.513779528	0.90355968	2755.261	18.892999649	13	722209856	20.998300552	52	28	52.349971676	37.412998199	13.314883327	7.670000076	19.5	59	13	810539	1006.299072266	0	1	1	190	3021.285117941	190	56.484344988	50	4.845857909	0	29.543043944	190	52.232805028	104.098981863	190	1053.705874306	190	190	173.574696396	7.402003253	18.388928079	5032.524744536	7.670000076	52.349971676	13.314883327	37.412998199	19.5	1.486421286	NA
31.01.2024	15:28:50.000	2.806820278	2.766664854	2.634119402	2.450951219	0.325122612	2.330874955	640.944283303	584.33897502	430.6449925	282.456269371	2.114085812	214.227369449	640.009064159	581.28788224	430.599362109	278.974277198	0.341945658	183.508312232	0.944138226	2755.261	18.893699646	13	722209856	20.999399185	52	29	52.349989986	37.423000336	13.314894994	7.940000057	21.700000763	59	13	811501	989.716552734	0	1	1	190	2030.834676673	190	71.009997786	50	4.234910264	2.5	31.176211308	190	52.239301934	104.070312027	190	601.112878389	190	190	107.574469303	5.053580108	13.671220164	5032.526910953	7.940000057	52.349989986	13.314894994	37.423000336	21.700000763	1.488587702	NA
31.01.2024	15:28:51.000	2.715494055	2.748007755	2.530531803	2.341932255	0.438086728	2.338453871	519.390563227	559.76759676	339.259332024	219.751705816	2.742121716	217.998683694	519.126582852	559.753166802	338.553685088	212.225834946	-2.389431719	166.008094807	0.963960962	2755.261	18.894300461	13	722209856	21.000499725	52	30	52.350008329	37.425998688	13.314905008	7.909999847	20.399999619	59	13	812464	916.29864502	0	1	1	190	1887.679212551	190	51.52821848	50	5.146861383	2.5	35.250189021	190	52.201393378	104.105836398	190	330.641885438	190	190	118.401653671	4.841089537	13.340116342	5032.529134664	7.909999847	52.350008329	13.314905008	37.425998688	20.399999619	1.490811413	NA
31.01.2024	15:28:52.000	2.734113469	2.4880054	2.424686564	2.345281233	1.208054664	2.45559932	542.142518083	307.613506219	265.880547028	221.452829377	16.14561766	285.495534468	541.510816155	287.04533852	265.417444828	187.520551731	15.03085116	143.735323909	0.945489746	2755.261	18.895000458	13	722209856	21.001600266	52	31	52.350026671	37.431999207	13.314916674	8.109999657	19.100000381	59	13	813391	993.03125	0	1	1	190	2764.687106889	5	75.65319989	50	4.529953273	190	42.572620068	190	52.24424912	104.07406712	190	566.452775386	190	190	126.177080046	7.119775243	17.772616015	5032.531356093	8.109999657	52.350026671	13.314916674	37.431999207	19.100000381	1.493032842	NA
31.01.2024	15:28:53.000	2.741711105	2.622873461	2.452747008	2.279250279	0.90538638	2.490742664	551.710316652	419.636697965	283.626632066	190.217416553	8.042413162	309.558450247	551.709858475	410.730605825	282.624397399	159.631058608	6.300440781	70.966315078	0.953127191	2755.261	18.895700455	13	722209856	21.002799988	52	32	52.350046666	37.430999756	13.314928341	8.140000343	19.899999619	59	13	814370	811.542358398	0	1	1	190	2079.025034846	2.5	49.170854638	50	6.023049714	190	54.99422878	190	52.243653074	104.136652001	190	401.407504166	190	190	110.992795884	6.218850983	16.028285982	5032.533595525	8.140000343	52.350046666	13.314928341	37.430999756	19.899999619	1.495272275	NA
31.01.2024	15:28:54.000	2.760456749	2.741664826	2.479315376	2.187604576	0.83487739	2.699236685	576.045447317	551.651528222	301.519480519	154.029737864	6.83718592	500.307121212	575.415606244	546.478427243	300.192501789	148.507546226	-2.892840826	286.420394471	0.955286853	2755.261	18.896499634	13	722209856	21.00399971	52	33	52.350066662	37.444999695	13.314941661	8.649999619	21	59	13	815302	916.720825195	0	1	1	190	2875.134520241	2.5	47.69265936	50	4.765391634	2.5	26.91149872	190	52.241209283	104.140347489	190	766.202853096	190	190	198.289763826	7.656813124	19.014776886	5032.535927038	8.649999619	52.350066662	13.314941661	37.444999695	21	1.497603788	NA
31.01.2024	15:28:55.000	2.719110731	2.7795021	2.52089641	2.34264979	0.495163593	2.312713604	523.733955094	601.869173139	331.815301758	220.11507657	3.127257143	205.453528433	523.694586061	587.380321907	330.000686536	207.249209336	-0.800095438	145.22337197	0.959621878	2755.261	18.897199631	13	722209856	21.005199432	52	34	52.350086657	37.442001343	13.314953327	8.260000229	19.5	59	13	816291	852.816589355	0	1	1	190	2750.888630801	2.5	89.690094572	50	4.509091646	2.5	66.444281724	190	52.241864934	104.137009629	190	827.968169926	190	190	147.113212771	8.162558565	19.991697072	5032.538298976	8.260000229	52.350086657	13.314953327	37.442001343	19.5	1.499975726	NA
31.01.2024	15:28:56.000	2.668737883	2.507974743	2.402040553	2.25357603	0.627061251	2.308302503	466.377814505	322.088147466	252.371641966	179.298241453	4.237027193	203.377312009	466.270912211	321.788061494	252.181474137	165.814132346	-1.548458368	156.224173756	0.982831308	2755.261	18.897899628	13	722209856	21.006299973	52	35	52.350105	37.426998138	13.314964994	8.170000076	19.700000763	59	13	817270	879.011108398	0	1	1	190	1991.436004128	2.5	42.52493635	50	4.544854435	2.5	52.407387042	190	52.249971166	104.07752419	190	807.896304601	190	190	119.248039678	6.874800138	17.406345451	5032.540619355	8.170000076	52.350105	13.314964994	37.426998138	19.700000763	1.502296105	NA
31.01.2024	15:28:57.000	2.647186311	2.540403276	2.452475712	2.326686838	1.371045348	2.632485784	443.798991805	347.058972176	283.449510623	212.171397989	23.498781745	429.028145142	430.146940672	331.930329683	223.737766018	148.241147076	22.551292605	240.026906813	0.94260614	2755.261	18.898500443	13	722209856	21.007499695	52	36	52.350124995	37.444999695	13.314975007	8.170000076	19.799999237	59	13	818178	789.262023926	0	1	1	190	1992.642998257	5	138.181456219	50	6.991625249	2.5	47.481062858	190	52.208843959	104.111558444	190	423.446322885	190	190	135.484345882	6.052255991	15.78539704	5032.540619355	8.170000076	52.350124995	13.314975007	37.444999695	19.799999237	1.502296105	NA
31.01.2024	15:28:58.000	2.655322393	2.792755368	2.335159636	2.258666077	1.127867473	2.373525283	452.191498324	620.51940588	216.351362972	181.412027447	13.42355274	236.333498151	451.813523291	619.8996113	215.792005134	163.42200154	-12.799231872	111.687313438	0.953046542	2755.261	18.899299622	13	722209856	21.008600235	52	37	52.350143337	37.451000214	13.314988327	8.329999924	21	59	13	819177	893.372497559	0	1	1	190	2567.038093033	2.5	50.923231299	50	4.500150949	190	39.687755089	190	52.249017492	104.087537771	190	645.339527448	190	190	100.058323148	8.442104366	20.482541351	5032.545139995	8.329999924	52.350143337	13.314988327	37.451000214	21	1.506816745	NA
31.01.2024	15:28:59.000	2.678507883	2.618033837	2.368740694	2.115250948	0.821925496	1.984985571	476.988471549	414.986373779	233.744119452	130.392000426	6.636292136	96.601878366	476.341381491	413.427177187	233.743275804	128.389860548	-5.939839064	73.364309426	0.997972931	2755.261	18.899900436	13	722209856	21.009799957	52	38	52.350163333	37.463001251	13.314998341	8.350000381	19.399999619	59	13	820174	831.692382812	0	1	1	190	2764.210269702	5	53.220990492	50	4.673004429	2.5	48.607590712	190	52.244129911	104.138916978	190	671.014229716	190	190	154.367098473	8.939505156	21.522344442	5032.547542191	8.350000381	52.350163333	13.314998341	37.463001251	19.399999619	1.509218941	NA
31.01.2024	15:29:00.000	2.698419521	2.655370275	2.480234141	2.247900447	0.610314428	2.104680423	499.366634174	452.241356113	302.158030797	176.970324324	4.076753265	127.256631449	499.270902822	451.280105135	300.515910413	175.33904765	-3.419954239	122.743914147	0.974364725	2755.261	18.900600433	13	722209856	21.01099968	52	39	52.350183328	37.472999573	13.315010007	8.31000042	19.799999237	59	13	821125	890.262512207	0	1	1	190	1881.256811694	190	53.298476535	50	4.991889297	190	53.608420706	190	52.209440005	104.112571723	190	701.025170149	190	190	103.667384605	6.389618301	16.383827709	5032.549836246	8.31000042	52.350183328	13.315010007	37.472999573	19.799999237	1.511512995	NA
31.01.2024	15:29:01.000	2.654417904	2.598054765	2.447483351	2.238363312	0.665437716	2.398315708	451.250715499	396.328008662	280.209819937	173.126405469	4.628472806	250.216363526	451.178807594	395.223254004	278.368837725	167.842016505	-2.943043967	179.833341092	0.953061142	2755.261	18.90130043	13	722209856	21.01210022	52	40	52.35020167	37.46900177	13.315021674	8.220000267	20.200000763	59	13	822078	1004.474609375	0	1	1	190	3273.323373397	190	64.593557393	50	4.512071878	190	34.877659969	190	52.209380401	104.100531584	190	608.757174537	190	190	150.09642542	10.222495212	24.245084777	5032.552132781	8.220000267	52.35020167	13.315021674	37.46900177	20.200000763	1.513809531	NA
