Datum	Zeit	Log.Rho.1	Log.Rho.2	Log.Rho.3	Log.Rho.4	Log.Rho.5	Log.Rho.6	Rho.1	Rho.2	Rho.3	Rho.4	Rho.5	Rho.6	Rho.Phase.1	Rho.Phase.2	Rho.Phase.3	Rho.Phase.4	Rho.Phase.5	Rho.Phase.6	Gamma	GGA..East.or.West.	GGA.Longitude_2	GGA.Longitude_1	GGA..North.or.South.	GGA.Latitude_2	GGA.Latitude_1	GGA.UTC.sec	GGA.Latitude	GGA.Antenna.Altitude.above.below.mean.sea.level..geoid.	GGA.Longitude	VTG.Speed..km.h.	VTG.Bearing	GGA.UTC.min	GGA.UTC.h	GAMMA.C	GAMMA.F	Gamma.OK	PS.OK	GPS.OK	Achse.1.U.FFT.Frq	Achse.1.U.PP	Achse.4.U.FFT.Frq	Achse.4.U.PP	Achse.5.U.FFT.Frq	Achse.5.U.PP	Achse.6.U.FFT.Frq	Achse.6.U.PP	Achse.0.U.FFT.Frq	Achse.0.U.P	Achse.0.U.PP	Achse.2.U.FFT.Frq	Achse.2.U.PP	Achse.0.I.FFT.Frq	Achse.3.U.FFT.Frq	Achse.3.U.PP	Achse.0.I.P	Achse.0.I.PP	Strecke.absolut	V	N	E	H	Kurs	Strecke.gesammt	X
31.01.2024	15:14:15.000	2.822141391	2.657070628	2.548835774	2.398117523	1.18712651	2.363329127	663.959197701	454.015445442	353.863504543	250.102206589	15.386027716	230.849600438	663.78556129	436.580693278	353.747385527	244.428911691	14.754347652	157.398287976	0.97396124	2755.261	18.915399551	13	722209856	20.993900299	52	54	52.349898338	36.965999603	13.315256659	6.75	200.800003052	44	13	20851	995.284729004	0	1	1	190	3652.557948384	2.5	67.368153773	50	4.890561395	2.5	55.423382248	190	52.217665447	104.117101676	190	694.543164643	190	190	172.245512739	9.215176655	22.168458829	5031.060072604	6.75	52.349898338	13.315256659	36.965999603	200.800003052	0.021749353	NA
31.01.2024	15:14:16.000	2.796953696	2.556151155	2.423292833	2.274116574	1.151184636	2.342677639	626.547059569	359.874566508	265.028655042	187.982133401	14.163958193	220.129191562	626.203214717	354.690666845	265.011541952	177.931904659	13.345587021	136.996750677	0.966650735	2755.261	18.914899826	13	722209856	20.993000031	52	55	52.349883334	36.955001831	13.31524833	6.769999981	199.399993896	44	13	21831	1061.699829102	0	1	1	190	3360.212049497	190	66.05685151	50	5.584955548	190	59.682134371	190	52.264753119	104.14535428	190	555.2471015	190	190	131.315000732	8.630455055	20.990372955	5031.061958899	6.769999981	52.349883334	13.31524833	36.955001831	199.399993896	0.023635649	NA
31.01.2024	15:14:17.000	2.780498925	2.495517726	2.385371801	2.192978289	1.184257708	2.320430508	603.252215172	312.980821641	242.8688415	155.947453955	15.284727749	209.136823986	602.858224519	302.012691139	241.914512056	139.747904689	14.735657024	97.093921063	0.98461785	2755.261	18.914300919	13	722209856	20.99200058	52	56	52.349866676	36.948001862	13.315238349	6.960000038	199.600006104	44	13	22820	1091.610107422	0	1	1	190	3532.707901758	2.5	47.808888424	50	4.997849762	5	41.139128276	190	52.244368329	104.098624235	190	670.820514609	190	190	146.549948844	8.626580753	21.031202139	5031.063883845	6.960000038	52.349866676	13.315238349	36.948001862	199.600006104	0.025560595	NA
31.01.2024	15:14:18.000	2.789034992	2.607362033	2.434938586	2.235616101	1.070321658	2.297922751	615.226441248	404.913291664	272.23163172	172.03471837	11.757680582	198.574167542	615.05278553	398.965818973	272.151335676	156.494641266	10.958627024	96.202514436	0.996063409	2755.261	18.913700104	13	722209856	20.990999222	52	57	52.349849987	36.923999786	13.315228335	6.989999771	200	44	13	23823	865.073852539	0	1	1	190	3657.758453951	190	56.162479887	50	5.292892772	2.5	46.679380338	190	52.248719469	104.149168977	190	670.284072774	190	190	180.616985596	9.246171072	22.207201851	5031.065813401	6.989999771	52.349849987	13.315228335	36.923999786	200	0.027490151	NA
31.01.2024	15:14:19.000	2.792180603	2.58404161	2.455931283	2.306502408	1.085242508	2.235123209	619.698725852	383.744010083	285.713843391	202.536083793	12.168653031	171.839582624	619.491040341	377.527696134	285.682316436	193.553806143	11.301842404	113.388461972	0.996016943	2755.261	18.913200378	13	722209856	20.989999771	52	58	52.34983333	36.89099884	13.315220006	6.989999771	200.199996948	44	13	24811	1042.630249023	0	1	1	190	3274.217443122	190	54.484609037	50	5.111098594	190	37.533047052	190	52.246514097	104.08253098	190	551.044973793	190	190	162.073979501	8.330643674	20.415188099	5031.065813401	6.989999771	52.34983333	13.315220006	36.89099884	200.199996948	0.027490151	NA
31.01.2024	15:14:20.000	2.762360092	2.534083558	2.411818428	2.270663076	1.050450903	2.29175248	578.575570162	342.045245223	258.118081181	186.493232032	11.231839862	195.772857729	578.557696251	338.943485701	257.737076392	173.79241636	10.780831279	105.940453203	0.990876303	2755.261	18.912599564	13	722209856	20.989099503	52	59	52.349818325	36.85900116	13.315209993	7.110000134	198.699996948	44	13	25805	983.838745117	0	1	1	190	3103.658741931	190	53.691867214	50	5.462766019	2.5	47.916176791	190	52.26719691	104.140883931	190	570.654903093	190	190	163.73694919	7.897019857	19.625724532	5031.069765318	7.110000134	52.349818325	13.315209993	36.85900116	198.699996948	0.031442067	NA
31.01.2024	15:14:21.000	2.807288564	2.570651101	2.417144841	2.295277892	1.059345004	2.343084568	641.635764928	372.09265803	261.303267724	197.368523588	11.46423301	220.33554685	641.256604077	364.390378679	259.952488523	183.705899574	10.68115167	115.14795078	0.97089325	2755.261	18.912000656	13	722209856	20.988100052	52	0	52.349801668	36.86000061	13.315200011	7.199999809	200.5	45	13	26753	1308.080444336	0	1	1	190	3650.6655008	2.5	62.108043558	50	4.99486953	2.5	86.966162143	190	52.267614142	104.133314141	190	666.916410143	190	190	194.957863984	8.797944116	21.380485379	5031.071696856	7.199999809	52.349801668	13.315200011	36.86000061	200.5	0.033373605	NA
31.01.2024	15:14:22.000	2.794191353	2.686568726	2.537166944	2.402934354	0.674077724	2.315487179	622.574534594	485.924421182	344.482324997	252.891570749	4.721475322	206.769833729	621.890404254	479.055819302	344.476292363	249.6432021	3.771238666	167.448109873	0.939582758	2755.261	18.911399841	13	722209856	20.986999512	52	1	52.349783325	36.85900116	13.315189997	7.409999847	200.600006104	45	13	27683	1013.715087891	0	1	1	190	3937.170144151	190	69.007281602	50	5.277991609	2.5	43.773653732	190	52.255514399	104.116148002	190	722.199721467	190	190	218.01592219	9.700954539	23.240746453	5031.073724379	7.409999847	52.349783325	13.315189997	36.85900116	200.600006104	0.035401128	NA
31.01.2024	15:14:23.000	2.769878137	2.655719565	2.562279289	2.386986033	0.480939841	2.36743058	588.678448593	452.605227178	364.988590987	243.773242073	3.026494163	233.040058313	588.384264961	449.172243881	364.425024595	238.985321724	0.959298755	184.951547551	0.957075851	2755.261	18.910699844	13	722209856	20.986000061	52	2	52.349766668	36.85100174	13.315178331	7.409999847	199.300003052	45	13	28667	845.203491211	0	1	1	190	3493.979781507	190	64.185265552	50	5.24222882	190	49.579146479	190	52.25360705	104.140347489	190	662.31195106	190	190	192.427646662	8.842945626	21.534563394	5031.073724379	7.409999847	52.349766668	13.315178331	36.85100174	199.300003052	0.035401128	NA
31.01.2024	15:14:24.000	2.859684202	2.680158045	2.5687352	2.461253988	1.000428816	2.426940092	723.909376029	478.804303629	370.454777721	289.237093099	10.009878734	267.263771078	723.852141472	471.576663705	370.454012792	283.465568817	8.802939429	194.54684325	0.984646338	2755.261	18.910100937	13	722209856	20.984899521	52	3	52.349748325	36.825000763	13.315168349	7.440000057	200.100006104	45	13	29652	973.822265625	0	1	1	190	3664.717296643	190	72.017316342	50	4.881620698	2.5	47.498944253	190	52.241924539	104.085272794	190	684.42527559	190	190	182.253133193	7.73459719	19.204319668	5031.077850959	7.440000057	52.349748325	13.315168349	36.825000763	200.100006104	0.039527708	NA
31.01.2024	15:14:25.000	2.842231604	2.631514457	2.585892733	2.48322259	1.13896594	2.515781601	695.395064682	428.069669206	385.383159886	304.244397664	13.771014644	327.930340937	695.31857037	424.255429834	382.774871459	276.583822497	13.446945003	193.829002207	0.978330057	2755.261	18.909500122	13	722209856	20.98390007	52	4	52.349731668	36.796001434	13.315158335	7.190000057	200.800003052	45	13	30622	912.325622559	0	1	1	190	3681.361894689	190	78.442697432	50	5.134940453	190	58.406594897	190	52.236083283	104.115551955	190	602.901017839	190	190	178.912292654	7.599890685	18.955470261	5031.079883966	7.190000057	52.349731668	13.315158335	36.796001434	200.800003052	0.041560715	NA
31.01.2024	15:14:26.000	2.852592907	2.638083018	2.567146324	2.417088893	0.999424561	2.427348365	712.185138113	434.593291718	369.101937062	261.26960788	9.98675879	267.515139327	711.668031015	426.011929286	365.648297747	253.297012044	9.397136958	223.932143703	0.950994312	2755.261	18.908899307	13	722209856	20.98290062	52	5	52.34971501	36.76599884	13.315148322	7.090000153	199.699996948	45	13	31553	737.116943359	0	1	1	190	3922.716016931	190	65.535310837	50	4.681945126	190	45.779350148	190	52.226606144	104.121929653	190	731.140418717	190	190	192.138564118	8.522868664	20.808578778	5031.081866159	7.090000153	52.34971501	13.315148322	36.76599884	199.699996948	0.043542908	NA
31.01.2024	15:14:27.000	2.843830357	2.670964128	2.581603084	2.421936334	0.936412527	2.414925595	697.959715303	468.774660957	381.595359208	264.202142082	8.637986613	259.971413142	696.170278228	456.877322157	379.905200121	257.384193433	7.62474259	190.965568515	0.937902121	2755.261	18.9083004	13	722209856	20.981899261	52	6	52.349698321	36.763999939	13.31513834	6.989999771	200.600006104	45	13	32498	748.852172852	0	1	1	190	3644.302704591	2.5	63.341859778	50	5.191564869	2.5	41.249396875	190	52.246454492	104.128426559	190	716.77569847	190	190	172.793875503	7.797182071	19.433797564	5031.083823498	6.989999771	52.349698321	13.31513834	36.763999939	200.600006104	0.045500247	NA
31.01.2024	15:14:28.000	2.860887705	2.644544179	2.536018751	2.411673372	0.993374835	2.481452478	725.918233722	441.107232442	343.572781863	258.031883209	9.848607617	303.006871969	725.597942136	428.031298522	343.297721631	248.222716484	9.087506736	222.733207623	0.951451324	2755.261	18.907699585	13	722209856	20.980899811	52	7	52.349681664	36.736000061	13.315128326	7.239999771	200.5	45	13	33455	916.634399414	0	1	1	190	4529.059203211	2.5	72.771315144	50	6.172061334	2.5	56.824091484	190	52.192273867	104.096836096	190	783.145474383	190	190	196.129095324	9.639263728	23.093522971	5031.085796762	7.239999771	52.349681664	13.315128326	36.736000061	200.5	0.047473512	NA
31.01.2024	15:14:29.000	2.851564807	2.632781836	2.522573321	2.389126663	1.078612347	2.397084485	710.501185205	429.320707135	333.098994248	244.977762007	11.984291034	249.508005651	710.49308472	420.68396443	332.692566036	235.298114846	10.988301495	174.295208751	0.926327866	2755.261	18.907100677	13	722209856	20.97990036	52	8	52.349665006	36.723999023	13.315118345	7.170000076	199.5	45	13	34352	901.746520996	0	1	1	190	2961.591062641	190	62.674287717	50	5.400181139	190	72.27361633	190	52.26040198	104.159420977	190	528.320701618	190	190	148.555645261	6.993711412	17.695726019	5031.087802126	7.170000076	52.349665006	13.315118345	36.723999023	199.5	0.049478875	NA
31.01.2024	15:14:30.000	2.769193465	2.620033645	2.537742768	2.374977034	0.687304113	2.378053802	587.751119049	416.901679637	344.939371853	237.124830661	4.867479298	238.810710973	587.329628293	412.75057151	344.932509764	228.778277061	3.352206907	188.861965914	0.939118829	2755.261	18.906499863	13	722209856	20.978900909	52	9	52.349648348	36.717998505	13.315108331	7.289999962	201.100006104	45	13	35335	971.33782959	0	1	1	190	3191.963028429	190	58.963898359	50	4.345178863	5	32.624604262	190	52.180829774	104.088610654	190	706.97073382	190	190	148.338088294	8.539259943	20.992757141	5031.089807872	7.289999962	52.349648348	13.315108331	36.717998505	201.100006104	0.051484622	NA
