"X";"Y";"H";"Rho1";"Rho2";"Rho3";"Rho4";"Rho5";"Rho6";"Gamma"
14.4574;52.36614;101.3;17;11;12;13;12;17;1.6
14.45743;52.36615;101.3;17;11;12;13;16;19;1.59
14.45747;52.36615;101.2;17;13;12;13;15;21;1.6
14.4575;52.36616;101;17;15;12;13;18;21;1.62
14.45754;52.36617;100.9;17;15;12;13;15;19;1.63
14.45758;52.36618;100.8;17;14;12;13;14;17;1.64
14.45761;52.36619;100.8;17;13;12;12;16;15;1.65
14.45765;52.36619;100.7;17;15;11;12;12;12;1.66
14.45768;52.3662;100.5;17;13;11;12;13;11;1.65
14.45772;52.36621;100.3;16;14;10;11;11;10;1.64
14.45776;52.36622;100.2;16;12;10;11;12;10;1.65
14.45779;52.36622;100;16;13;9;10;10;10;1.66
14.45783;52.36623;99.8;15;11;9;9;10;9;1.65
14.45787;52.36624;99.6;14;13;9;8;8;9;1.67
14.45791;52.36625;99.4;14;12;9;8;7;10;1.69
14.45795;52.36626;99.2;13;10;9;8;8;12;1.71
14.45798;52.36626;98.9;13;12;11;12;11;15;1.7
14.45802;52.36627;98.7;13;14;14;17;17;20;1.7
14.45806;52.36628;98.4;15;14;19;23;22;24;1.69
14.4581;52.36629;98.2;19;19;25;29;30;26;1.66
14.45813;52.3663;97.9;23;23;29;32;34;27;1.62
14.45817;52.36631;97.7;27;29;32;32;30;27;1.58
14.45821;52.36632;97.4;31;32;32;31;28;25;1.54
14.45825;52.36633;97.2;33;30;30;29;26;24;1.5
14.45829;52.36634;97;34;33;29;27;27;24;1.46
14.45833;52.36635;96.8;34;34;28;26;22;24;1.44
14.45837;52.36636;96.6;33;27;27;25;26;24;1.43
14.4584;52.36636;96.4;33;33;27;24;22;22;1.43
14.45844;52.36637;96.3;32;35;26;23;23;21;1.44
14.45848;52.36638;96.1;32;32;23;21;22;20;1.46
14.45852;52.36639;96.1;31;30;20;20;17;18;1.48
14.45856;52.3664;96.1;30;25;18;19;22;17;1.5
14.45859;52.36641;96;29;25;16;18;19;15;1.5
14.45864;52.36642;96;28;24;16;17;15;14;1.51
14.45867;52.36643;96;26;18;16;15;13;13;1.52
14.45871;52.36644;96;25;17;15;14;11;12;1.53
14.45876;52.36645;96.1;23;20;14;13;14;11;1.56
14.4588;52.36646;96.2;21;17;14;12;12;11;1.58
14.45884;52.36647;96.3;19;16;14;12;13;11;1.61
14.45889;52.36648;96.5;17;14;14;12;12;12;1.63
14.45892;52.36649;96.6;17;16;14;12;11;12;1.65
14.45897;52.3665;96.8;16;15;15;13;13;12;1.67
14.459;52.3665;96.9;16;15;14;13;12;12;1.71
14.45904;52.36651;96.9;16;16;14;13;14;11;1.72
14.45907;52.36652;96.9;16;14;14;13;14;12;1.72
14.45911;52.36652;96.9;16;16;14;13;13;14;1.74
14.45914;52.36653;96.8;16;13;13;13;12;15;1.74
14.45917;52.36653;96.8;16;15;13;12;14;16;1.72
14.45921;52.36654;96.7;16;15;13;12;15;18;1.71
14.45924;52.36655;96.7;16;13;11;12;14;17;1.71
14.45927;52.36655;96.6;16;12;10;13;14;16;1.7
14.45931;52.36656;96.5;16;14;9;13;15;15;1.69
14.45934;52.36657;96.5;16;12;8;13;14;14;1.68
14.45937;52.36657;96.4;16;13;7;13;13;12;1.66
14.4594;52.36658;96.3;17;14;8;12;11;12;1.63
14.45943;52.36659;96.2;17;14;11;12;11;11;1.62
14.45946;52.36659;96.2;17;14;12;11;10;11;1.62
14.45949;52.3666;96.2;17;15;14;10;10;10;1.63
14.45952;52.36659;96.2;16;17;16;10;11;10;1.66
14.45955;52.36659;96.2;15;16;17;10;10;10;1.69
14.45957;52.36657;96.3;14;14;15;9;10;10;1.7
14.4596;52.36656;96.3;13;13;14;9;9;10;1.71
14.45961;52.36654;96.4;13;13;13;9;11;10;1.71
14.45962;52.36652;96.5;12;12;11;9;9;9;1.7
14.45961;52.3665;96.7;12;11;10;10;8;9;1.69
14.4596;52.36648;96.8;13;11;10;10;11;10;1.68
14.45959;52.36646;96.8;13;12;11;10;10;10;1.68
14.45957;52.36645;96.9;13;12;10;11;10;13;1.67
14.45955;52.36644;97;14;12;10;12;11;16;1.66
14.45952;52.36643;97;15;13;12;13;15;19;1.65
14.45949;52.36642;97;16;16;15;16;16;21;1.63
14.45946;52.36641;96.9;18;19;19;19;20;23;1.61
14.45942;52.36641;96.9;20;22;26;21;21;23;1.59
14.45939;52.3664;96.7;24;24;33;22;26;21;1.57
14.45935;52.3664;96.6;27;31;34;22;21;19;1.54
14.45932;52.36639;96.7;28;30;31;19;19;20;1.52
14.45928;52.36639;96.7;29;27;28;16;17;22;1.5
14.45925;52.36639;96.6;27;25;21;13;20;24;1.49
14.45921;52.36638;96.7;24;20;15;12;19;27;1.49
14.45918;52.36638;96.7;21;17;14;11;21;30;1.51
14.45915;52.36638;96.9;19;16;17;11;24;28;1.53
14.45911;52.36638;96.9;18;19;22;13;22;26;1.54
14.45908;52.36637;96.9;18;21;28;15;17;24;1.54
14.45904;52.36637;96.8;19;28;36;18;24;23;1.54
14.45901;52.36636;96.7;21;34;39;21;22;23;1.53
14.45897;52.36635;96.7;24;33;39;25;21;26;1.52
14.45893;52.36634;96.7;27;40;37;28;25;28;1.51
14.4589;52.36633;96.6;31;34;35;31;28;29;1.49
14.45886;52.36632;96.6;34;38;32;32;32;28;1.49
14.45882;52.36631;96.5;36;38;31;31;29;26;1.51
14.45879;52.3663;96.4;36;30;30;28;25;24;1.52
14.45875;52.36629;96.5;35;30;28;25;25;22;1.54
14.45871;52.36629;96.4;31;27;24;22;21;20;1.57
14.45868;52.36627;96.5;27;23;20;19;18;19;1.61
14.45864;52.36627;96.5;23;19;17;17;20;19;1.64
14.4586;52.36626;96.6;20;17;15;16;17;19;1.68
14.45856;52.36625;96.6;17;16;15;15;18;18;1.69
14.45852;52.36624;96.7;17;17;15;14;17;16;1.69
14.45849;52.36623;96.8;18;18;17;14;14;15;1.67
14.45845;52.36622;96.9;19;22;20;13;15;14;1.63
14.45841;52.36621;97;20;19;21;13;12;12;1.61
14.45838;52.3662;97.1;22;25;21;12;13;11;1.63
14.45834;52.3662;97.1;23;20;21;12;12;10;1.63
14.4583;52.36619;97.3;23;24;18;11;11;10;1.64
14.45826;52.36618;97.4;22;20;16;11;11;9;1.64
14.45823;52.36617;97.5;21;20;13;11;10;10;1.64
14.45819;52.36617;97.7;20;15;12;12;11;11;1.64
14.45811;52.36615;98.1;18;15;12;14;11;13;1.64
14.45808;52.36615;98.3;17;16;12;17;14;14;1.64
14.45804;52.36614;98.5;16;15;13;19;16;15;1.64
14.45801;52.36613;98.7;15;13;14;21;20;15;1.64
14.45797;52.36613;98.9;15;16;16;20;19;14;1.63
14.45794;52.36612;99;15;14;16;18;16;14;1.63
14.4579;52.36611;99.3;15;16;15;16;14;13;1.63
14.45786;52.3661;99.5;15;15;15;14;13;13;1.64
14.45782;52.3661;99.7;15;17;14;12;11;13;1.66
14.45779;52.36609;99.8;15;15;13;12;15;14;1.66
14.45775;52.36608;100;16;14;13;12;14;16;1.67
14.45771;52.36608;100.1;16;12;12;12;14;17;1.68
14.45768;52.36607;100.3;16;13;12;12;15;19;1.69
14.45764;52.36606;100.4;16;14;11;12;15;20;1.68
14.4576;52.36606;100.6;16;14;11;12;15;21;1.68
14.45756;52.36605;100.7;16;13;11;12;19;18;1.68
14.45753;52.36604;100.8;16;14;11;12;13;17;1.67
14.4575;52.36604;100.9;16;14;11;13;14;15;1.66
14.45746;52.36603;101.1;16;15;11;12;16;13;1.65
14.45742;52.36602;101.1;17;13;12;12;12;12;1.63
14.45739;52.36601;101.2;17;16;12;12;12;12;1.61
14.45735;52.36601;101.2;17;13;12;13;12;12;1.59
14.45732;52.366;101.4;17;16;12;13;12;12;1.58
14.45729;52.36599;101.4;17;16;13;13;12;13;1.57
14.45726;52.36599;101.4;17;15;13;13;13;13;1.58
14.45722;52.36598;101.5;17;13;13;13;14;13;1.59
14.45719;52.36597;101.5;17;15;13;13;15;13;1.58
14.45715;52.36597;101.5;18;17;13;13;11;13;1.57
14.45712;52.36596;101.5;18;17;13;13;13;13;1.56
14.45708;52.36595;101.6;18;15;13;13;12;12;1.55
14.45705;52.36594;101.7;18;17;12;13;14;12;1.54
14.45702;52.36594;101.7;19;18;12;13;12;12;1.54
14.45699;52.36594;101.8;19;16;12;12;14;12;1.54
14.45696;52.36594;101.9;19;17;12;12;11;12;1.55
14.45693;52.36595;101.9;20;17;12;12;12;12;1.56
14.45691;52.36596;101.9;20;18;12;12;11;12;1.56
14.45689;52.36597;101.8;19;13;12;12;13;11;1.57
14.45688;52.36599;101.8;19;17;12;12;10;11;1.57
14.45688;52.36601;101.8;18;16;12;11;11;10;1.57
14.45688;52.36603;101.7;18;15;11;11;11;10;1.56
14.45689;52.36604;101.6;17;14;11;11;12;10;1.56
14.4569;52.36606;101.6;17;14;11;11;10;10;1.57
14.45692;52.36607;101.5;16;15;12;11;10;11;1.59
14.45695;52.36608;101.5;16;16;13;11;11;11;1.59
14.45697;52.36608;101.6;16;13;14;11;10;11;1.59
14.457;52.36609;101.6;16;12;14;11;13;12;1.59
14.45702;52.3661;101.6;16;13;16;11;12;12;1.6
14.45706;52.3661;101.6;16;15;16;11;12;12;1.61
14.45709;52.36611;101.4;16;18;16;11;12;12;1.62
14.45712;52.36612;101.4;16;14;15;11;12;11;1.63
14.45716;52.36613;101.3;16;16;15;11;12;11;1.61
14.45719;52.36614;101.2;16;17;13;12;11;11;1.59
14.45723;52.36615;101.1;16;16;12;12;10;11;1.58
14.45726;52.36616;101.1;17;14;12;12;11;11;1.57
14.45729;52.36617;101.1;17;15;11;12;13;11;1.57
14.45733;52.36618;101;17;15;10;13;10;12;1.58
14.45736;52.36619;101;17;15;9;13;13;13;1.59
14.4574;52.3662;101;17;14;9;13;12;13;1.6
14.45743;52.36621;100.9;17;13;8;13;12;12;1.61
14.45747;52.36622;100.9;17;13;9;12;12;12;1.61
14.4575;52.36624;100.8;17;14;9;11;11;11;1.61
14.45754;52.36624;100.7;17;13;10;11;12;10;1.61
14.45757;52.36625;100.6;16;12;10;10;11;9;1.61
14.45761;52.36626;100.5;16;13;10;9;9;9;1.62
14.45764;52.36627;100.4;15;11;9;9;10;9;1.63
14.45768;52.36628;100.2;14;13;9;10;8;10;1.65
14.45772;52.36629;100.1;13;11;10;12;12;13;1.68
14.45775;52.36629;100;13;12;13;15;13;17;1.71
14.45779;52.3663;99.8;14;14;17;21;19;22;1.7
14.45783;52.36631;99.7;16;17;22;26;22;27;1.68
14.45786;52.36632;99.3;20;22;28;30;28;30;1.66
14.4579;52.36632;99;24;27;32;34;28;32;1.62
14.45794;52.36633;98.7;29;34;33;35;28;32;1.57
14.45798;52.36634;98.5;32;31;32;34;31;31;1.54
14.45802;52.36635;98.2;34;34;29;33;33;30;1.5
14.45805;52.36636;98;34;27;25;32;28;32;1.48
14.4581;52.36636;97.7;34;31;23;30;30;34;1.46
14.45813;52.36637;97.6;33;27;21;29;30;37;1.44
14.45817;52.36638;97.4;33;27;22;28;38;40;1.42
14.45821;52.36639;97.2;32;26;23;28;35;44;1.4
14.45825;52.3664;97;32;24;24;29;39;42;1.38
14.45829;52.36641;96.8;31;25;26;30;33;41;1.37
14.45832;52.36642;96.8;31;27;27;31;38;38;1.37
14.45836;52.36642;96.6;30;26;26;32;34;34;1.38
14.45839;52.36643;96.5;30;27;25;31;34;29;1.4
14.45843;52.36644;96.3;30;29;24;29;31;26;1.42
14.45846;52.36644;96.1;30;26;21;26;26;23;1.45
14.4585;52.36646;96;29;28;20;22;26;20;1.48
14.45853;52.36646;95.9;28;23;19;20;20;18;1.5
14.45857;52.36647;95.8;27;22;18;18;15;16;1.51
14.45861;52.36648;95.8;26;22;17;16;17;15;1.54
14.45864;52.36649;95.8;26;18;16;15;15;14;1.57
14.45868;52.3665;95.8;25;21;15;14;15;13;1.57
14.45871;52.36651;95.8;24;20;14;12;11;12;1.59
14.45875;52.36652;95.8;23;20;13;11;12;12;1.61
14.45878;52.36653;95.9;21;16;12;11;14;12;1.63
14.45882;52.36654;96;19;16;12;11;12;12;1.66
14.45885;52.36655;96.1;17;15;12;11;11;12;1.69
14.45889;52.36655;96.3;16;14;12;11;11;11;1.71
14.45892;52.36656;96.4;15;13;12;11;11;10;1.72
14.45895;52.36657;96.5;15;13;12;10;12;10;1.72
14.45899;52.36658;96.7;15;13;11;10;10;9;1.71
14.45903;52.36659;96.7;14;14;11;10;8;9;1.71
14.45906;52.36659;96.7;14;12;10;10;10;9;1.71
14.4591;52.3666;96.7;14;12;9;11;11;9;1.71
14.45913;52.3666;96.6;13;12;9;12;11;10;1.72
14.45917;52.36661;96.5;13;10;8;13;11;11;1.73
14.4592;52.36662;96.4;12;9;8;15;12;12;1.74
14.45923;52.36662;96.3;12;11;10;14;11;12;1.75
14.45926;52.36663;96.2;11;10;11;13;12;12;1.76
14.45929;52.36664;96.2;11;10;12;12;13;12;1.77
14.45932;52.36665;96.1;11;13;13;11;11;12;1.76
14.45935;52.36667;96;11;12;14;10;11;11;1.75
14.45937;52.36668;95.8;11;12;13;11;12;11;1.74
14.45939;52.36669;95.7;11;13;12;11;10;12;1.72
14.45941;52.3667;95.6;12;12;11;12;10;12;1.71
14.45942;52.36671;95.4;13;13;10;12;12;12;1.71
14.45944;52.36673;95.2;14;13;10;12;13;12;1.71
14.45945;52.36675;95.1;15;14;11;12;10;11;1.71
14.45945;52.36676;95;15;14;11;11;11;11;1.72
14.45945;52.36678;94.6;15;14;10;10;12;10;1.72
14.45945;52.3668;94.5;15;12;10;10;11;10;1.73
14.45944;52.36682;94.3;14;10;9;9;10;9;1.73
14.45942;52.36683;94.3;13;12;8;9;10;9;1.72
14.45941;52.36685;94.3;13;12;9;9;9;9;1.72
14.4594;52.36687;94.2;13;11;9;9;9;9;1.72
14.45938;52.36688;94;13;10;10;9;9;8;1.71
14.45936;52.3669;93.9;13;11;11;9;10;8;1.7
14.45933;52.36692;93.8;13;12;12;9;9;8;1.7
14.45931;52.36693;93.8;13;14;12;9;8;8;1.7
14.45927;52.36695;93.8;14;12;11;9;9;10;1.71
14.45924;52.36696;93.5;14;12;10;9;9;11;1.72
14.45921;52.36696;93.5;14;12;9;9;10;13;1.72
14.45917;52.36697;93.4;15;11;9;10;12;15;1.71
14.45912;52.36697;93.7;15;14;10;10;13;16;1.69
14.45908;52.36696;93.9;15;11;11;11;11;16;1.68
14.45904;52.36695;94;15;13;12;11;13;16;1.68
14.459;52.36694;94.1;15;12;13;12;15;15;1.7
14.45897;52.36692;94.2;15;14;12;12;13;14;1.73
14.45894;52.3669;94.5;15;14;12;12;13;14;1.76
14.45891;52.36689;94.3;15;12;11;12;13;15;1.77
14.45889;52.36686;94.5;15;13;12;11;12;14;1.78
14.45887;52.36684;94.9;15;13;12;11;13;13;1.78
14.45885;52.36682;95;15;11;13;11;13;14;1.77
14.45884;52.3668;95.2;15;14;14;11;12;13;1.76
14.45883;52.36677;95.5;15;14;14;11;12;12;1.77
14.45882;52.36675;95.7;14;15;13;11;12;11;1.78
14.45881;52.36673;95.8;14;14;12;11;12;11;1.77
14.4588;52.36671;95.8;14;14;11;11;11;11;1.76
14.45877;52.36669;95.7;14;12;9;11;11;11;1.75
14.45874;52.36667;95.6;14;12;9;11;12;11;1.74
14.45871;52.36666;95.5;15;12;10;12;10;12;1.71
14.45867;52.36665;95.4;15;11;11;13;12;16;1.69
14.45863;52.36664;95.3;16;13;14;15;14;21;1.67
14.45859;52.36664;95.3;18;17;17;17;18;26;1.65
14.45855;52.36663;95.5;20;17;19;19;22;30;1.63
14.45851;52.36663;95.6;22;21;21;21;26;35;1.62
14.45847;52.36663;95.8;23;18;21;21;25;32;1.62
14.45842;52.36662;96.1;23;20;20;20;26;30;1.64
14.45838;52.36662;96.3;23;18;17;18;26;27;1.66
14.45834;52.36662;96.6;21;18;15;16;19;24;1.68
14.45829;52.36662;96.8;19;16;13;14;19;20;1.69
14.45825;52.36662;97;18;14;13;13;16;19;1.7
14.45821;52.36661;97.3;16;14;13;12;15;17;1.7
14.45817;52.36661;97.6;16;14;13;12;14;15;1.69
14.45813;52.36661;97.7;15;14;13;12;14;13;1.67
14.45809;52.3666;97.9;15;14;13;12;11;11;1.66
14.45805;52.3666;98.2;15;16;12;11;12;10;1.66
14.45801;52.36659;98.3;15;12;11;11;12;10;1.67
14.45798;52.36657;98.5;14;12;10;10;11;10;1.67
14.45794;52.36656;98.7;14;13;10;10;10;11;1.66
14.45791;52.36655;98.8;14;10;10;12;11;15;1.65
14.45787;52.36654;98.8;14;13;11;15;14;21;1.6
14.45784;52.36653;98.9;16;14;15;21;24;28;1.54
14.4578;52.36653;99;19;18;21;32;28;38;1.48
14.45777;52.36652;99;24;28;31;44;45;49;1.43
14.45773;52.36651;99.1;31;34;41;56;53;57;1.38
14.45769;52.3665;99.1;40;49;52;68;62;64;1.35
14.45765;52.3665;99.3;49;49;59;77;57;68;1.33
14.45762;52.36649;99.4;58;66;62;80;67;66;1.31
14.45758;52.36648;99.4;68;61;63;80;79;60;1.29
14.45758;52.36648;99.4;75;79;62;74;70;52;1.29
14.45751;52.36646;99.7;80;67;55;63;59;41;1.3
14.45747;52.36646;99.8;82;73;51;50;45;31;1.31
14.45744;52.36645;99.9;78;64;44;36;35;22;1.34
14.4574;52.36644;100;69;54;35;23;25;16;1.38
14.45737;52.36643;100.1;57;40;26;16;16;12;1.43
14.45734;52.36642;100.2;45;33;19;11;11;9;1.48
14.4573;52.36641;100.3;33;20;13;9;9;8;1.51
14.45727;52.36641;100.3;25;16;10;8;8;8;1.53
14.45724;52.3664;100.4;21;15;9;8;8;8;1.54
14.4572;52.36639;100.4;19;15;9;8;8;8;1.53
14.45717;52.36638;100.4;18;15;9;9;8;9;1.52
14.45714;52.36637;100.4;18;13;10;9;8;9;1.52
14.4571;52.36637;100.5;19;15;11;10;10;10;1.52
14.45707;52.36636;100.6;20;16;11;11;10;10;1.53
14.45703;52.36635;100.7;21;17;11;11;11;11;1.54
14.45699;52.36634;100.8;21;19;11;11;10;11;1.54
14.45695;52.36634;100.9;21;15;11;12;10;11;1.53
14.45691;52.36633;101;21;17;10;12;12;11;1.52
14.45687;52.36632;101.1;21;13;11;12;13;11;1.51
14.45683;52.36631;101.1;21;16;11;12;14;12;1.51
14.45679;52.3663;101.2;21;14;12;12;12;13;1.51
14.45676;52.3663;101.3;20;14;12;12;12;13;1.51
14.45672;52.36629;101.4;20;14;11;12;13;14;1.52
14.45668;52.36628;101.4;20;15;11;12;12;15;1.52
14.45665;52.36627;101.5;20;15;9;12;14;14;1.53
14.4566;52.36627;101.5;19;14;8;12;12;14;1.53
14.45657;52.36626;101.5;19;15;8;12;14;13;1.55
14.45653;52.36625;101.5;19;14;8;12;14;12;1.57
14.45649;52.36624;101.6;19;15;9;12;14;12;1.58
14.45645;52.36624;101.6;19;12;10;12;11;12;1.58
14.45641;52.36623;101.6;19;16;11;12;13;12;1.58
14.45637;52.36622;101.6;19;12;12;12;10;11;1.57
14.45633;52.36621;101.6;19;17;12;11;12;11;1.56
14.4563;52.36621;101.6;19;16;12;11;12;11;1.55
14.45626;52.3662;101.5;19;15;12;11;13;11;1.54
14.45622;52.36619;101.6;19;16;12;11;10;10;1.54
14.45618;52.36618;101.6;19;15;11;11;12;10;1.54
14.45614;52.36618;101.6;19;15;11;11;10;10;1.55
14.4561;52.36617;101.6;19;17;11;11;11;10;1.56
14.45606;52.36616;101.6;19;16;11;11;10;10;1.56
14.45603;52.36615;101.6;18;15;11;11;9;10;1.56
14.45599;52.36614;101.6;18;16;11;11;9;10;1.56
14.45595;52.36613;101.7;18;13;11;11;12;10;1.56
14.45591;52.36612;101.7;18;16;11;11;9;10;1.56
14.45588;52.36611;101.8;17;15;11;11;11;10;1.56
14.45584;52.3661;101.8;17;16;11;11;9;11;1.57
14.4558;52.36609;101.9;17;14;11;12;11;11;1.59
14.45576;52.36608;101.9;17;16;12;12;10;11;1.6
14.45572;52.36607;101.9;17;15;12;11;11;11;1.6
14.45568;52.36606;102;17;14;12;11;12;11;1.59
14.45564;52.36605;102;17;14;13;11;12;12;1.59
14.45561;52.36604;102.1;17;15;13;11;11;12;1.58
14.45557;52.36603;102.1;17;17;12;11;12;12;1.58
14.45553;52.36602;102.1;17;15;11;11;11;12;1.58
14.45549;52.36601;102.1;17;14;10;11;11;11;1.58
14.45545;52.36601;102.1;18;13;10;12;11;11;1.58
14.45542;52.366;102;18;14;9;12;11;11;1.58
14.45538;52.36599;102;19;15;10;12;12;11;1.56
14.45534;52.36598;102;20;18;11;12;11;11;1.54
14.4553;52.36598;102;21;17;12;12;11;11;1.53
14.45526;52.36597;101.9;23;17;13;12;10;11;1.51
14.45522;52.36596;101.9;24;21;13;12;11;10;1.5
14.45518;52.36595;101.9;26;19;13;12;10;10;1.51
14.45514;52.36594;101.9;26;20;12;11;11;9;1.52
14.4551;52.36593;101.8;26;20;12;10;10;9;1.54
14.45506;52.36592;101.7;25;18;12;10;8;9;1.55
14.45503;52.36592;101.6;25;16;12;9;10;8;1.55
14.45499;52.36591;101.6;24;19;13;9;10;8;1.55
14.45495;52.3659;101.5;24;16;15;9;8;9;1.55
14.45492;52.36589;101.4;24;24;15;11;8;11;1.54
14.45488;52.36588;101.3;26;22;17;14;11;15;1.52
14.45484;52.36587;101.2;29;26;20;19;17;26;1.52
14.4548;52.36587;101.1;35;31;23;26;23;43;1.5
14.45477;52.36586;101.2;41;42;29;37;43;63;1.48
14.45472;52.36585;101.3;50;41;38;45;53;77;1.47
14.45468;52.36585;101.3;57;42;43;51;66;86;1.48
14.45464;52.36584;101.4;64;60;45;53;57;82;1.49
14.45459;52.36583;101.5;64;53;44;50;70;70;1.5
14.45455;52.36582;101.6;61;48;39;41;56;52;1.51
14.45451;52.36581;101.7;54;43;31;32;43;38;1.54
14.45447;52.3658;101.9;44;36;24;25;28;26;1.57
14.45444;52.36579;102;34;28;19;19;24;19;1.59
14.4544;52.36579;102.2;27;20;15;14;15;15;1.63
14.45436;52.36578;102.2;21;18;12;12;13;12;1.63
14.45432;52.36577;102.4;19;16;11;10;12;10;1.62
14.45429;52.36576;102.5;17;14;10;10;10;9;1.62
14.45425;52.36575;102.6;17;13;10;9;10;8;1.62
14.45422;52.36574;102.7;17;13;9;9;9;8;1.62
14.45419;52.36573;102.8;17;12;9;9;9;8;1.63
14.45415;52.36572;102.9;17;12;9;9;8;9;1.64
14.45412;52.36572;103;17;11;9;9;9;8;1.64
14.45408;52.36571;103.1;17;12;9;9;8;8;1.64
14.45405;52.3657;103.3;17;13;9;9;10;8;1.64
14.45401;52.3657;103.4;18;13;10;9;10;8;1.63
14.45397;52.36569;103.6;19;13;11;10;10;8;1.63
14.45393;52.36568;103.7;19;15;11;10;10;8;1.63
14.4539;52.36568;103.8;20;17;13;10;10;8;1.63
14.45386;52.36567;103.9;20;17;14;10;10;8;1.64
14.45382;52.36566;104;19;14;14;10;8;8;1.65
14.45379;52.36566;104.1;18;15;14;10;9;8;1.66
14.45375;52.36565;104.2;17;13;13;10;9;9;1.66
14.45372;52.36564;104.4;16;14;12;10;10;9;1.67
14.45368;52.36563;104.4;15;11;11;10;9;10;1.67
14.45365;52.36562;104.6;15;11;10;10;10;10;1.67
14.45361;52.36561;104.7;15;12;10;10;11;10;1.68
14.45358;52.36561;104.8;15;12;10;10;11;10;1.7
14.45354;52.36559;104.9;15;12;10;10;11;10;1.7
14.4535;52.36559;105;15;13;10;10;12;10;1.71
14.45346;52.36558;105.1;14;11;9;10;10;9;1.71
14.45343;52.36557;105.2;14;12;9;10;8;9;1.7
14.45339;52.36556;105.2;14;12;8;10;9;9;1.69
14.45336;52.36556;105.3;14;10;8;10;8;9;1.69
14.45333;52.36556;105.4;13;10;8;9;10;9;1.69
14.4533;52.36555;105.4;13;10;8;9;10;9;1.69
14.45327;52.36555;105.5;13;12;8;9;9;9;1.68
14.45325;52.36554;105.5;13;12;8;9;10;9;1.68
14.45322;52.36555;105.5;12;10;8;9;10;9;1.67
14.45319;52.36556;105.5;12;9;8;9;8;9;1.65
14.45318;52.36557;105.4;12;10;8;9;8;9;1.66
14.45317;52.36558;105.2;12;10;8;9;8;9;1.68
14.45316;52.3656;105.1;12;10;8;9;9;9;1.7
14.45316;52.36561;104.9;12;9;9;9;9;9;1.71
14.45316;52.36563;104.8;12;10;9;9;9;9;1.74
14.45317;52.36565;104.5;12;11;9;9;9;9;1.75
14.45318;52.36566;104.4;12;10;9;9;8;9;1.75
14.4532;52.36567;104.3;11;10;10;9;9;9;1.75
14.45322;52.36568;104.2;11;10;12;9;8;10;1.76
14.45324;52.36569;104;12;13;13;10;9;10;1.76
14.45327;52.3657;104;12;12;14;10;9;10;1.76
14.4533;52.36571;103.9;12;13;13;10;10;10;1.77
14.45333;52.36572;104;12;12;12;10;10;10;1.76
14.45336;52.36572;104.1;13;13;10;10;9;10;1.76
14.45339;52.36573;104.1;13;9;10;10;8;10;1.77
14.45343;52.36573;104.1;13;10;9;10;10;11;1.76
14.45346;52.36573;104;13;12;10;9;10;12;1.75
14.4535;52.36574;104;12;12;14;9;9;12;1.74
14.45353;52.36574;104;12;13;19;8;11;14;1.74
14.45357;52.36575;103.9;13;18;21;8;11;17;1.74
14.4536;52.36575;103.8;13;17;22;7;13;18;1.74
14.45363;52.36576;103.7;13;14;22;7;14;18;1.75
14.45367;52.36576;103.6;13;18;20;7;13;18;1.76
14.4537;52.36577;103.4;13;14;16;8;14;16;1.75
14.45373;52.36578;103.3;13;14;13;8;14;13;1.76
14.45377;52.36578;103.1;13;13;11;9;11;11;1.76
14.4538;52.36579;102.9;13;14;9;9;9;10;1.75
14.45384;52.3658;102.8;13;10;8;9;11;9;1.75
14.45387;52.36581;102.6;13;10;9;9;9;9;1.76
14.4539;52.36582;102.4;13;11;10;9;9;9;1.75
14.45393;52.36582;102.3;13;12;11;9;11;10;1.75
14.45397;52.36583;102.1;14;12;13;10;9;11;1.77
14.454;52.36584;102;14;13;14;11;11;14;1.77
14.45404;52.36585;102;14;14;15;12;13;17;1.76
14.45407;52.36586;102;15;13;15;15;17;23;1.76
14.45411;52.36587;101.8;15;15;17;21;24;31;1.76
14.45414;52.36587;101.8;16;18;21;30;28;42;1.78
14.45418;52.36588;101.7;17;23;25;41;36;55;1.8
14.45421;52.36589;101.6;18;21;31;54;61;68;1.82
14.45425;52.36589;101.5;21;28;37;69;69;90;1.82
14.45428;52.3659;101.4;25;32;44;79;96;110;1.79
14.45432;52.36591;101.3;31;43;47;88;85;122;1.76
14.45436;52.36592;101.3;37;43;56;91;123;124;1.71
14.4544;52.36592;101.2;45;59;61;87;109;117;1.66
14.45443;52.36593;101.1;55;66;66;75;84;93;1.63
14.45447;52.36594;101;63;71;63;62;86;65;1.6
14.4545;52.36594;101;70;75;58;47;52;41;1.56
14.45454;52.36595;101;75;65;47;32;31;24;1.54
14.45458;52.36596;100.9;74;51;35;22;23;14;1.52
14.45462;52.36596;101;69;45;23;16;14;11;1.5
14.45466;52.36597;101;60;31;18;14;14;10;1.48
14.45469;52.36597;101;51;36;15;15;13;11;1.47
14.45473;52.36598;101.1;42;23;16;16;15;12;1.46
14.45477;52.36599;101.1;36;22;18;18;14;13;1.45
14.4548;52.366;101.2;33;23;21;18;14;13;1.46
14.45483;52.36601;101.3;32;27;21;17;16;14;1.46
14.45487;52.36602;101.4;32;31;20;16;15;13;1.46
14.45491;52.36603;101.2;32;23;19;14;12;12;1.47
14.45494;52.36603;101.3;31;23;16;13;13;12;1.49
14.45498;52.36604;101.3;29;20;12;12;13;12;1.51
14.45501;52.36605;101.4;26;15;11;12;12;11;1.53
