"X";"Y";"H";"Rho1";"Rho2";"Rho3";"Rho4";"Rho5";"Rho6";"Gamma"
14.46218999;52.36461166;85.5;70;93;107;125;126;143;1.32
14.46222;52.36460667;85.4;83;98;123;141;124;158;1.3
14.46225335;52.36461;86;99;135;138;156;153;178;1.27
14.46228167;52.36460168;85.8;118;145;153;164;190;173;1.26
14.46230501;52.36459665;85.7;138;163;155;154;169;153;1.23
14.46236668;52.36457001;85.1;154;149;144;132;159;124;1.22
14.462415;52.36454668;84.6;148;149;121;103;117;93;1.22
14.46243165;52.36454001;84.6;133;103;93;71;97;50;1.24
14.46244501;52.36453333;84.6;110;97;61;40;45;28;1.3
14.462605;52.36447334;86.8;81;49;36;23;23;17;1.33
14.46277666;52.36431001;85.8;49;39;21;15;17;12;1.35
14.46278165;52.36430168;86.1;35;22;14;11;12;10;1.37
14.46278334;52.36429332;86.1;28;20;11;10;10;10;1.37
14.46278499;52.36428334;86.1;23;16;11;10;11;11;1.34
14.46278165;52.36426999;85.1;22;18;11;10;10;11;1.36
14.46278165;52.36425832;85.2;23;16;11;10;10;11;1.37
14.46277835;52.36424666;85.1;22;16;12;9;12;12;1.39
14.46277501;52.36423833;85.1;21;15;12;9;9;11;1.4
14.46277167;52.36422834;85.2;21;16;12;9;10;10;1.41
14.46276668;52.36422666;85.8;20;17;11;9;10;10;1.43
14.46276;52.36421668;85.9;19;15;10;8;8;9;1.44
14.46275333;52.36420835;85.9;18;13;10;8;9;8;1.45
14.46274335;52.36419999;85.8;17;13;9;8;8;8;1.47
14.46272999;52.36418832;85.3;16;13;9;8;9;8;1.48
14.46271668;52.36417999;85.3;16;14;9;8;9;8;1.49
14.46269833;52.364175;85.4;16;13;9;8;9;8;1.5
14.46268168;52.36416833;85.5;15;13;9;8;9;8;1.51
14.46266333;52.36416334;85.6;15;13;9;9;8;8;1.51
14.46264499;52.36415834;85.7;15;13;9;9;8;8;1.51
14.46262833;52.36416;86.2;15;11;9;9;9;8;1.51
14.46261168;52.36415501;86.3;15;14;9;9;9;8;1.51
14.46259499;52.36415167;86.3;16;15;9;9;8;8;1.5
14.46257668;52.36414668;86.2;16;14;9;9;8;8;1.5
14.46255999;52.36414334;86.3;16;14;9;9;8;8;1.5
14.46254168;52.36414166;86.4;17;14;9;9;8;8;1.5
14.46252499;52.36413835;86.5;17;12;10;9;9;8;1.49
14.46250499;52.36412999;86.3;17;15;10;9;7;8;1.48
14.46248001;52.36412001;86.3;17;14;10;9;10;9;1.46
14.46239834;52.36410834;87.7;18;14;10;9;10;9;1.45
14.46237001;52.36410335;87.8;18;13;10;9;9;9;1.45
14.462345;52.36410001;88.7;17;13;10;9;9;9;1.45
14.46231667;52.36409334;88.8;17;14;10;9;9;9;1.45
14.46229;52.36408835;88.9;18;12;10;10;9;9;1.45
14.46226333;52.36408167;88.9;18;15;10;10;10;9;1.44
14.46223666;52.36407668;89;19;16;10;10;11;10;1.43
14.46220999;52.36407166;89.2;20;15;11;10;11;10;1.41
14.46218001;52.36406333;89.3;20;17;11;10;10;10;1.39
14.46215166;52.36405665;89.4;21;18;11;11;9;10;1.36
14.46212168;52.36405166;89.5;22;18;11;11;11;10;1.34
14.46209002;52.36404333;89.4;24;17;12;13;10;11;1.31
14.46205667;52.36403666;89.5;25;21;12;15;13;14;1.27
14.46202167;52.36402833;88.9;27;25;14;18;18;19;1.25
14.46198667;52.36402165;89;30;27;18;26;24;33;1.23
14.46195332;52.36401332;89.1;35;33;26;43;37;61;1.2
14.46192001;52.36400833;89.1;43;40;42;71;70;104;1.17
14.46188501;52.364;89.1;54;58;68;111;121;159;1.14
14.461855;52.36400166;90.4;72;77;105;157;188;213;1.1
14.46181835;52.36399501;90.5;94;134;146;199;198;254;1.07
14.46178335;52.36398834;90.6;120;143;184;231;220;274;1.04
14.46175;52.36398001;90.9;146;159;212;245;279;271;1.02
14.46171665;52.36397168;91;170;172;227;245;275;255;1.01
14.46168334;52.363965;91.1;188;184;227;240;245;236;1.01
14.46164665;52.36394835;89.7;200;227;226;233;238;209;1.01
14.46161334;52.36393999;89.8;209;221;221;212;224;187;1.01
14.46158168;52.36393334;89.9;220;213;206;191;174;169;1
14.46154833;52.36392501;90.1;228;234;192;171;179;150;0.99
14.46151501;52.36391834;90.1;231;229;178;147;131;136;0.98
14.46148167;52.36391001;90.2;234;200;161;126;137;143;0.97
14.46144832;52.36390333;90.2;236;195;149;135;140;159;0.97
14.46141834;52.36390667;91.4;235;175;160;156;165;175;0.98
14.461385;52.36389999;91.5;239;205;174;176;166;190;0.98
14.46134666;52.36388334;90.6;253;207;185;192;179;198;0.99
14.46131166;52.36387666;90.6;265;232;194;205;219;198;0.99
14.46127666;52.36386833;90.7;271;250;219;201;233;189;0.99
14.461245;52.36387501;92.2;273;252;226;185;162;178;0.98
14.46121;52.36386668;92.3;269;246;228;169;183;167;0.98
14.461175;52.36386;92.4;257;262;222;152;184;157;0.98
14.46113501;52.36384335;91.4;244;239;211;134;149;140;0.98
14.46110001;52.36383667;91.5;233;237;169;117;137;124;1
14.46106501;52.36382999;91.5;219;191;132;104;129;110;1.01
14.46102832;52.36382001;90.9;204;167;99;92;84;94;1.02
14.46099332;52.36381334;90.9;191;150;80;85;98;83;1.04
14.46096001;52.36380501;90.9;178;120;68;79;81;78;1.04
14.46092501;52.36379668;90.6;167;108;72;76;80;74;1.04
14.46089001;52.36378832;90.6;162;133;77;73;74;72;1.05
14.46085666;52.36378168;90.7;161;106;83;71;72;73;1.05
14.46082166;52.363775;90.7;159;131;85;68;61;72;1.05
14.46078835;52.36376832;90.8;158;102;85;65;75;73;1.05
14.46075335;52.36376;90.8;156;131;78;63;70;75;1.07
14.46072;52.36375332;90.8;153;123;72;64;69;77;1.08
14.460685;52.36374668;90.8;149;116;70;64;81;87;1.08
14.46065;52.36373835;90.8;148;115;75;67;75;93;1.09
14.460615;52.36373167;90.8;149;100;85;70;80;98;1.11
14.46058;52.363725;90.8;151;126;102;72;100;103;1.11
14.46054335;52.36371667;90.8;152;128;117;72;91;108;1.1
14.46050835;52.36370999;90.7;155;143;129;74;78;99;1.09
14.460475;52.36370166;90.8;155;138;128;76;95;95;1.1
14.46044165;52.36369499;90.8;154;157;122;78;92;90;1.1
14.46040999;52.36368666;90.8;154;137;113;80;79;85;1.09
14.46037833;52.36368001;90.8;156;142;106;84;89;79;1.09
14.46034667;52.36367334;90.8;156;132;101;86;92;82;1.09
14.46031501;52.36366501;90.8;159;153;104;89;96;84;1.08
14.46028334;52.36365833;90.8;163;119;111;94;90;88;1.07
14.46025168;52.363655;90.9;167;118;119;98;79;92;1.06
14.46022167;52.36364832;91;172;143;127;101;84;95;1.06
14.46019001;52.36363999;91;179;177;134;103;105;95;1.05
14.46016;52.36363335;91.1;183;141;137;103;89;95;1.03
14.46012999;52.36362499;91.1;186;179;134;103;87;94;1.02
14.46009833;52.363615;91.1;185;186;132;107;107;93;1.02
14.46006832;52.36360833;91.2;182;173;127;112;102;93;1.03
14.46003834;52.36360165;91.2;177;143;123;117;94;94;1.04
14.46000999;52.36360334;91.7;174;157;121;121;117;97;1.04
14.45998001;52.36359835;91.7;172;158;117;126;107;102;1.04
14.45995;52.36359167;91.8;175;156;115;126;113;110;1.04
14.45991834;52.363585;91.8;180;143;118;131;116;121;1.03
14.45988668;52.36357832;91.9;190;183;124;140;125;139;1.02
14.45985498;52.36357168;91.9;207;207;135;154;155;157;1.01
14.45982332;52.363565;92;229;203;158;170;169;173;1
14.45979166;52.36355667;92.1;251;193;180;186;151;190;0.98
14.45976;52.36355;92.1;277;245;197;197;188;204;0.96
14.45972665;52.36354332;92.2;299;279;210;205;221;214;0.96
14.45969334;52.36353668;92.2;310;276;221;210;231;224;0.95
14.45966167;52.36352835;92.3;316;282;224;213;194;234;0.95
14.45962833;52.36352167;92.4;322;240;226;216;270;239;0.95
14.45959667;52.363515;92.5;323;296;229;219;224;243;0.95
14.459565;52.36350832;92.6;322;236;232;221;231;246;0.95
14.45953334;52.36350168;92.7;325;230;233;220;234;244;0.94
14.45950168;52.36349335;92.8;329;250;231;218;219;238;0.93
14.45946999;52.36348667;92.9;327;258;227;215;226;232;0.93
14.45943832;52.36347834;92.9;323;308;218;209;200;224;0.94
14.45940666;52.36347001;93;320;290;208;204;208;217;0.93
14.45937665;52.36346165;93;315;265;199;198;213;212;0.94
14.45934499;52.36345666;93.1;306;248;193;195;227;213;0.95
14.45931333;52.36344999;93.2;303;243;189;192;204;213;0.95
14.45928167;52.363445;93.3;303;254;193;191;175;210;0.94
14.45925001;52.36343832;93.4;301;243;199;190;216;201;0.93
14.45921666;52.36343168;93.4;302;282;205;188;208;189;0.92
14.459185;52.36342665;93.6;305;205;208;187;192;168;0.91
14.45915333;52.36342001;93.7;308;278;214;187;179;153;0.9
14.45912167;52.36341333;93.8;310;263;218;191;199;145;0.9
14.45908833;52.36339668;93.5;316;245;227;202;181;148;0.9
14.45905666;52.36339165;93.6;323;240;240;221;163;163;0.89
14.45902666;52.36338666;93.7;332;247;262;247;235;191;0.87
14.45899499;52.36338167;93.8;341;304;287;280;232;225;0.86
14.45896168;52.363375;93.9;353;323;317;316;267;262;0.86
14.45893002;52.36336667;93.9;365;380;348;352;301;305;0.85
14.45889832;52.36336168;94;377;410;380;386;336;348;0.85
14.45886666;52.363355;94.1;389;386;409;418;409;387;0.85
14.45883335;52.36335001;94.1;400;408;435;442;340;417;0.85
14.45880165;52.36334168;94.2;408;428;452;455;435;432;0.86
14.45876999;52.36333501;94.2;413;466;456;453;412;420;0.87
14.45873667;52.36332668;94.2;414;400;449;432;429;396;0.87
14.45870501;52.36331835;94.2;409;477;421;391;335;352;0.88
14.45867167;52.36330999;94.2;397;461;378;338;383;302;0.88
14.45863832;52.36330334;94.2;376;364;326;279;294;255;0.88
14.458605;52.36329667;94.2;344;297;271;221;262;211;0.89
14.45857334;52.36328999;94.2;305;285;215;168;187;160;0.91
14.45854;52.36328166;94.2;260;232;168;124;138;120;0.93
14.45850833;52.36327833;94.3;215;194;128;89;106;84;0.97
14.45847499;52.36327168;94.3;174;119;94;62;76;52;1
14.45844167;52.36326332;93.7;139;106;67;42;42;31;1.04
14.45841001;52.36325668;93.8;110;77;47;28;32;22;1.08
14.45837835;52.36325165;93.8;90;62;33;21;21;17;1.11
14.45834665;52.36324501;93.9;73;40;24;16;18;14;1.14
14.45832001;52.36324835;94.7;60;37;19;14;13;14;1.17
14.45829166;52.36324333;94.7;51;32;16;13;16;13;1.19
14.45826333;52.36323834;94.7;43;26;14;13;13;13;1.21
14.45823501;52.36323166;94.7;36;23;14;12;15;13;1.23
14.45820335;52.36321834;94;31;19;13;12;11;13;1.27
14.45817334;52.36321166;94.1;27;16;13;11;12;14;1.3
14.45814333;52.36320667;94.5;24;18;12;11;12;16;1.34
14.45811167;52.3632;94.6;21;16;12;11;12;16;1.4
14.45808001;52.36319332;94.6;19;15;11;10;13;17;1.46
14.45804834;52.36318668;94.5;18;15;11;10;16;17;1.51
14.458015;52.36318;94.6;16;13;11;10;12;15;1.56
14.45798334;52.36317333;94.6;16;12;10;10;13;13;1.59
14.45795167;52.36316834;94.6;15;15;10;9;11;11;1.61
14.45792166;52.36316166;94.6;15;12;9;8;10;9;1.62
14.45789166;52.36315502;94.6;15;13;9;8;7;7;1.62
14.45786168;52.36314999;94.5;15;11;8;8;8;7;1.63
14.45783332;52.36314335;94.5;15;13;8;8;8;7;1.63
14.457805;52.36314166;94.5;15;11;8;8;6;7;1.64
14.45777667;52.36313499;94.5;14;11;8;8;8;7;1.65
14.45775;52.36312834;94.5;14;9;8;8;7;8;1.66
14.45772168;52.36312167;94.5;14;10;8;8;7;8;1.65
14.45769332;52.36311334;94.4;14;10;9;9;9;8;1.64
14.45766665;52.36310835;94.3;14;12;9;9;10;9;1.63
14.45763833;52.36310167;94.3;16;15;10;10;9;9;1.58
14.45730168;52.36304;94.3;17;16;11;10;9;9;1.54
14.45728;52.36303167;94.1;20;15;11;10;10;9;1.51
14.45725832;52.36302668;94.1;22;16;11;10;10;9;1.48
14.45724001;52.36302335;94.1;24;16;11;10;9;9;1.45
14.45722001;52.36301832;94.1;25;17;11;10;7;9;1.44
14.45719668;52.36301333;94.1;26;20;11;10;9;9;1.42
14.45717335;52.36300834;94;25;20;11;10;9;9;1.42
14.45715001;52.36300332;94.1;25;15;11;10;10;9;1.42
14.45712334;52.36299833;94;25;19;11;10;9;9;1.43
14.45709833;52.36299165;94;25;16;12;10;8;9;1.43
14.45706835;52.36298332;93.9;26;17;12;10;9;9;1.43
14.45703999;52.36297833;93.8;26;17;12;12;10;9;1.44
14.45701332;52.36297334;93.7;26;17;12;15;12;9;1.44
14.45698668;52.36296832;93.7;26;21;13;17;13;10;1.45
14.45696166;52.36296333;93.7;26;18;14;21;17;10;1.46
14.45693499;52.36295834;93.6;26;21;15;26;16;16;1.47
14.45690667;52.36295166;93.6;28;23;18;27;24;23;1.47
14.45687666;52.36294498;93.6;32;29;22;29;27;33;1.45
14.45684668;52.36293834;93.6;38;29;26;31;30;42;1.43
14.45681499;52.36293332;93.6;45;42;30;33;39;52;1.42
14.45678333;52.36292667;93.6;53;45;34;32;37;50;1.41
14.45675166;52.36291835;93.5;60;55;36;33;44;45;1.4
14.45671832;52.36291167;93.5;66;47;38;33;34;37;1.4
14.45668666;52.36290334;93.4;69;52;39;32;34;29;1.38
14.45665668;52.36289832;93.4;70;59;38;30;29;20;1.36
14.45662832;52.36289333;93.4;70;52;37;28;23;19;1.34
14.4566;52.36288665;93.5;69;56;36;26;22;18;1.32
14.45657333;52.36288335;93.5;69;50;33;24;19;18;1.3
14.45654666;52.36288001;93.5;69;54;31;23;20;18;1.29
14.45651833;52.36287499;93.5;68;45;29;22;20;18;1.28
14.45649001;52.36286999;93.5;67;50;28;21;20;17;1.27
14.45646165;52.362865;93.6;65;39;27;20;19;16;1.27
14.45643333;52.36286001;93.7;63;45;26;19;16;15;1.26
14.456405;52.36285499;93.7;60;49;24;17;15;14;1.24
14.45637668;52.36285;93.7;58;36;21;16;15;14;1.23
14.45635001;52.36284501;93.8;55;39;19;15;15;13;1.24
14.45632334;52.36283833;93.9;52;33;17;15;14;13;1.24
14.45628335;52.36282832;94;50;35;16;15;14;15;1.23
14.45625668;52.36282333;94.1;47;34;17;18;16;19;1.24
14.45623166;52.36281834;94.1;46;36;20;22;20;25;1.24
14.45620499;52.36281335;94.1;45;29;24;27;28;32;1.23
14.45617835;52.36280667;94.1;45;36;30;33;35;39;1.22
14.45615333;52.36280168;94.2;46;39;35;39;42;45;1.21
14.45613;52.362795;94.1;49;40;41;45;45;50;1.21
14.45610666;52.36279001;94.1;52;52;46;49;53;54;1.2
14.45608168;52.36278667;94.1;55;47;50;52;55;57;1.18
14.45605332;52.36278165;94.1;58;56;54;57;56;61;1.16
14.45602334;52.36277501;94.2;60;56;58;61;64;66;1.16
14.45599168;52.36276833;94.2;61;59;63;66;74;70;1.15
14.45597;52.36276334;94.3;63;68;67;71;65;74;1.14
14.455935;52.36275501;94.3;64;62;72;76;68;79;1.15
14.45590166;52.36274834;94.4;65;70;76;81;65;82;1.16
14.45586666;52.36274001;94.4;67;74;79;85;90;85;1.18
14.45582167;52.36272999;94.4;68;76;83;89;90;88;1.2
14.45578833;52.36272332;94.4;69;81;85;93;91;91;1.24
14.45575333;52.36271668;94.5;70;77;87;98;84;94;1.27
14.45572001;52.36271;94.5;73;81;89;103;91;98;1.3
14.45568501;52.36270167;94.5;77;86;91;107;105;101;1.3
14.45565001;52.362695;94.6;81;101;92;112;109;105;1.3
14.45561501;52.36268832;94.6;87;104;94;114;103;106;1.28
14.45558167;52.36268168;94.6;91;103;98;115;123;106;1.26
14.45555334;52.362675;94.8;95;106;99;114;102;104;1.24
14.45551834;52.36266667;94.8;98;103;98;111;109;100;1.22
14.45548166;52.36266;94.8;98;107;96;105;86;95;1.22
14.45544666;52.36265167;94.8;98;81;91;100;106;90;1.21
14.45540832;52.36264334;95.1;96;86;82;95;86;87;1.2
14.45537332;52.36263501;95.1;93;83;77;91;75;84;1.2
14.45534;52.36262833;95;90;77;74;88;80;81;1.21
14.45530666;52.36262166;95;88;83;73;86;77;79;1.2
14.45527334;52.36261501;95;86;75;71;83;80;75;1.2
14.45524168;52.36260834;94.9;86;73;73;79;84;72;1.21
14.45520668;52.36260166;94.9;86;86;73;76;79;69;1.22
14.45517333;52.36259499;94.9;86;82;72;72;68;66;1.23
14.45514501;52.36259168;94.4;84;73;71;69;62;64;1.23
14.45511166;52.362585;94.4;83;63;72;68;69;63;1.24
14.45507666;52.36257668;94.5;81;75;72;67;65;61;1.24
14.45504166;52.36256835;94.6;80;78;71;68;65;60;1.23
14.45500835;52.36256167;94.7;80;75;71;68;56;59;1.24
14.45497335;52.362555;94.7;80;88;72;69;55;58;1.25
14.45493666;52.36254501;95;81;84;72;69;74;57;1.25
14.45490166;52.36253834;95.1;83;77;72;69;68;57;1.26
14.45486666;52.36253166;95.1;84;87;73;69;65;56;1.27
14.45483166;52.36252499;95.1;85;70;74;68;67;55;1.27
14.45479333;52.362515;95.2;85;81;73;68;52;56;1.28
14.45475833;52.36250833;95.2;86;74;73;66;64;57;1.27
14.45472333;52.36250165;95.3;85;85;72;65;61;58;1.28
14.45468833;52.36249332;95.3;85;89;71;64;67;59;1.29
14.45466166;52.36249666;95.1;84;75;70;62;60;59;1.29
14.45462666;52.36248999;95.1;83;65;68;59;59;54;1.29
14.45459166;52.36248334;95.1;82;78;65;56;59;50;1.29
14.45455666;52.36247667;95.1;79;79;61;53;49;46;1.3
14.45452499;52.36246999;94.9;75;60;57;50;54;42;1.3
14.45448999;52.36246166;95;71;58;53;47;44;45;1.3
14.45445668;52.36245499;95;67;54;49;46;46;50;1.31
14.45442333;52.36244666;95;62;58;46;44;53;55;1.33
14.45438833;52.36244001;95;59;58;43;43;53;62;1.34
14.45435499;52.36243165;95;57;55;41;42;43;70;1.33
14.45431999;52.36242501;95.1;56;47;39;41;59;64;1.34
14.45428333;52.36241668;95.2;56;41;38;41;57;60;1.34
14.45424833;52.36240832;95.2;55;42;39;41;47;57;1.34
14.454205;52.36239335;95.4;55;38;40;40;54;52;1.35
14.45416832;52.36238499;95.5;54;53;43;41;42;45;1.35
14.45413167;52.36237834;95.5;54;51;47;41;49;45;1.36
14.45409501;52.36237001;95.3;55;53;48;40;40;43;1.36
14.45405833;52.36236165;95.4;55;57;48;39;38;37;1.38
14.45402168;52.36235333;95.4;56;56;46;37;34;31;1.39
14.45398;52.36234334;95.8;56;46;42;33;28;26;1.4
14.45394335;52.36233501;95.9;55;56;36;28;27;22;1.41
14.45390501;52.36232665;96;52;46;31;24;20;19;1.42
14.45387001;52.36232001;96.1;48;38;25;19;21;16;1.44
14.45383501;52.36231168;96.1;43;31;20;15;16;14;1.45
14.45380335;52.36230332;96.1;37;28;15;13;12;13;1.46
14.45377166;52.36229668;96.2;31;22;13;11;12;11;1.47
14.45373834;52.36229;96.3;26;15;11;10;11;10;1.49
14.45370499;52.36228333;96.4;23;15;10;9;10;9;1.49
14.45367168;52.36227668;96.4;21;15;10;9;10;9;1.51
14.45363668;52.36226832;96.5;19;14;10;9;9;9;1.51
14.45360168;52.36226168;96.5;18;14;10;9;9;9;1.52
14.45356998;52.36225665;96.4;17;15;10;10;9;9;1.53
14.45353667;52.36224833;96.4;16;13;10;10;10;9;1.54
14.45350332;52.36224168;96.5;16;13;10;10;10;9;1.55
14.453475;52.36223666;96.2;16;13;10;10;10;9;1.56
14.45344334;52.36223002;96.3;16;12;10;10;9;9;1.57
14.45340999;52.36222334;96.4;15;11;10;9;10;9;1.57
14.45337668;52.36221501;96.4;15;12;10;9;9;9;1.58
14.45333834;52.36220334;96.9;16;14;10;9;10;9;1.57
14.45330668;52.36219502;97;16;11;10;9;9;9;1.55
14.45327168;52.36218665;97.1;16;14;10;9;9;9;1.54
14.45323833;52.36217833;97.2;16;13;10;9;9;9;1.53
14.45320501;52.36217168;97.5;16;13;10;10;8;9;1.52
14.45317001;52.36216501;97.6;17;15;9;10;8;9;1.52
14.45313501;52.36215833;97.7;17;14;9;10;11;9;1.53
14.45309833;52.36215166;97.7;18;12;9;10;11;9;1.53
14.45306667;52.36214501;97.5;18;12;9;10;10;9;1.52
14.45302833;52.36213834;97.6;18;12;9;10;10;9;1.51
14.45299168;52.36213001;97.7;19;14;9;10;11;9;1.5
14.45295833;52.36212502;97.3;19;13;9;10;9;9;1.48
14.45291999;52.36211834;97.4;19;13;10;10;10;10;1.47
14.45288165;52.36211001;97.4;19;14;10;10;9;10;1.46
14.45284166;52.36210168;97.4;19;15;10;10;10;10;1.46
14.45280333;52.36209332;97.4;19;14;10;11;10;10;1.46
14.45276334;52.36208499;97.5;19;15;10;11;11;10;1.46
14.45272668;52.36207835;97.6;19;15;10;11;9;10;1.46
14.45269;52.36207333;97.7;19;16;11;11;12;10;1.46
14.45265334;52.362065;97.8;19;14;12;11;11;10;1.45
14.45261835;52.36205667;97.9;20;18;12;11;12;11;1.45
14.45258335;52.36204999;97.9;20;18;13;11;12;11;1.44
14.45254835;52.36204166;97.9;21;16;14;11;12;12;1.43
14.45251166;52.36203334;97.9;21;18;15;13;12;14;1.42
14.45247501;52.36202666;98;22;21;16;15;13;16;1.42
14.45243667;52.36202002;98;23;19;18;18;19;21;1.42
14.45239999;52.36201166;98;26;23;22;24;18;26;1.41
14.45236168;52.36200333;98.1;30;33;28;31;29;31;1.39
14.45232166;52.361995;98.1;36;34;35;38;34;38;1.38
14.45228332;52.36198667;98.1;44;44;43;46;35;45;1.35
14.45224501;52.36197834;98.1;51;52;50;53;45;51;1.32
14.45220499;52.36197001;98.1;59;48;57;59;50;57;1.3
14.45216335;52.36196165;98.3;65;66;62;63;57;63;1.28
14.45212501;52.36195332;98.4;69;69;66;68;61;68;1.25
14.45208499;52.36194499;98.4;71;69;69;72;70;69;1.23
14.45203832;52.36193501;98.8;71;65;72;73;78;67;1.22
14.45200001;52.36192834;98.9;69;65;71;69;67;59;1.21
14.45196168;52.36192001;99.1;67;66;67;61;60;49;1.21
14.45193501;52.36191667;98.9;63;58;58;50;42;38;1.23
14.45189667;52.36190999;99.1;57;53;48;38;32;29;1.25
14.45186002;52.36190167;99.3;50;45;36;29;34;25;1.28
14.45182168;52.36189499;99.5;42;36;27;24;22;23;1.31
14.45178499;52.36188835;99.7;34;24;23;23;24;24;1.34
14.45174834;52.36188332;100;29;22;21;25;24;28;1.37
14.45171;52.36187499;100.2;25;25;22;29;30;31;1.38
14.45167166;52.36186667;100.4;24;25;25;32;34;31;1.38
14.45163167;52.36185834;100.5;25;25;28;33;32;31;1.39
14.45159334;52.36185001;100.7;27;30;28;32;35;29;1.41
14.451555;52.36184333;100.8;29;32;28;29;25;24;1.42
14.45151666;52.361835;100.9;30;30;26;24;21;18;1.43
14.45148001;52.36182833;101;30;28;22;19;19;14;1.45
14.45144332;52.36182;101.1;29;26;17;15;13;11;1.48
14.45140832;52.36181332;101.2;26;18;14;12;11;10;1.5
14.45136833;52.36180166;101.7;22;17;12;10;10;9;1.5
14.45133667;52.36179667;101.8;19;15;10;10;10;10;1.51
14.45130332;52.36178999;102;17;14;10;10;10;11;1.51
14.45127001;52.36178166;102;16;13;11;12;11;13;1.49
14.45123501;52.36177333;102;16;17;12;14;11;16;1.47
14.45120166;52.36176666;102.1;19;18;15;18;16;19;1.44
14.45116332;52.36176001;102.1;23;25;20;25;26;24;1.4
14.45112832;52.36175833;102.1;29;32;27;33;33;29;1.36
14.45109501;52.36176001;102;39;39;35;41;39;32;1.32
14.451065;52.36176999;102;51;47;43;46;43;33;1.26
14.45104167;52.361785;102;62;57;49;47;41;33;1.22
14.45102835;52.36180499;102;72;59;50;43;37;29;1.19
14.45102501;52.36182667;102;75;60;46;36;35;24;1.18
14.45103334;52.36184499;101.8;71;58;39;28;31;20;1.18
14.45105;52.36185999;101.7;62;50;29;21;20;16;1.21
14.45107333;52.36186832;101.3;51;34;21;16;15;13;1.26
14.4511;52.36187833;101.1;38;22;15;12;13;11;1.31
14.45112667;52.36188666;101.1;28;18;11;11;12;9;1.35
14.45115668;52.36189334;100.9;22;13;9;10;10;9;1.38
14.45118332;52.36190001;100.9;18;11;9;10;9;10;1.41
14.45120834;52.36190666;100.8;16;11;9;11;10;12;1.43
14.45123666;52.36191168;100.7;15;12;10;13;10;14;1.46
14.45126667;52.36191832;100.7;15;14;12;15;13;17;1.49
14.45129668;52.361925;100.6;16;13;14;17;18;20;1.51
14.45132999;52.36193333;100.5;17;17;17;21;19;24;1.53
14.45136668;52.36194334;100.7;19;18;20;24;21;27;1.53
14.45140499;52.36195167;100.6;20;20;23;28;27;31;1.51
14.45144501;52.36196;100.5;22;23;26;32;32;37;1.49
14.45148335;52.36196833;100.4;24;29;30;38;39;45;1.47
14.45152;52.36197834;100.4;26;31;37;45;47;52;1.45
14.45155335;52.36198667;100.3;28;36;43;51;54;59;1.43
14.45158666;52.36199335;100.2;32;33;49;57;59;64;1.41
14.45161832;52.36199999;100;35;39;55;62;61;67;1.38
14.45165332;52.36200666;99.6;38;44;59;65;59;68;1.36
14.45167666;52.36201166;99.5;42;43;62;66;63;69;1.35
14.45169166;52.36202332;100.7;44;48;63;67;71;69;1.34
14.45169166;52.36202332;100.7;45;60;65;68;73;69;1.35
14.45169166;52.36202332;100.7;46;49;65;68;67;69;1.36
14.45169166;52.36202332;100.7;46;58;66;68;77;69;1.36
14.45169166;52.36202332;100.7;46;52;66;68;67;69;1.36
14.45169166;52.36202332;100.7;46;57;66;68;76;69;1.36
14.45169166;52.36202332;100.7;46;61;66;68;66;69;1.35
14.45169166;52.36202332;100.7;46;62;66;68;59;69;1.35
14.45169166;52.36202332;100.7;46;48;66;68;74;69;1.36
14.45169166;52.36202332;100.7;46;59;66;68;78;69;1.36
14.45169166;52.36202332;100.7;46;49;66;68;69;69;1.37
14.45169166;52.36202332;100.7;46;61;66;68;66;69;1.39
14.45169166;52.36202332;100.7;46;51;66;68;70;69;1.39
14.45169166;52.36202332;100.7;46;48;66;68;66;69;1.38
14.45169166;52.36202332;100.7;46;57;66;68;78;69;1.37
14.45169166;52.36202332;100.7;46;65;66;68;68;69;1.37
14.45169166;52.36202332;100.7;46;56;66;68;61;69;1.37
14.45169166;52.36202332;100.7;46;57;66;68;67;68;1.36
14.45169166;52.36202332;100.7;46;59;66;67;72;66;1.37
14.45169166;52.36202332;100.7;46;55;65;65;68;63;1.38
14.45169166;52.36202332;100.7;46;58;62;61;68;58;1.37
14.45169166;52.36202332;100.7;46;56;59;59;53;52;1.37
14.45169166;52.36202332;100.7;45;42;56;55;61;47;1.37
14.45169166;52.36202332;100.7;44;45;52;53;53;43;1.36
14.45175168;52.36203499;98.9;43;45;51;54;43;42;1.35
14.45177167;52.36203833;98.9;42;51;52;58;50;43;1.34
14.45179501;52.36204335;98.9;42;51;55;59;57;44;1.33
14.45182333;52.36204999;98.8;43;47;56;58;54;43;1.33
14.45185165;52.36205502;98.7;45;50;55;54;50;40;1.33
14.45188001;52.36206166;98.6;47;54;52;47;46;34;1.33
14.45190833;52.36206834;98.5;48;54;45;38;39;27;1.32
14.45193501;52.36207333;98.4;47;46;36;30;27;21;1.31
14.45195834;52.36207835;98.4;45;43;28;24;20;17;1.31
14.45198167;52.36208334;98.3;42;34;23;20;16;16;1.31
14.45200332;52.36209002;98.3;39;32;20;19;17;17;1.32
14.452025;52.36209332;98.2;37;26;19;20;17;18;1.34
14.452045;52.36209834;98.2;37;31;21;21;20;19;1.34
14.45206334;52.36209501;100.3;37;33;22;22;18;20;1.33
14.45208168;52.36209834;100.2;38;29;23;22;23;19;1.34
14.45218668;52.36211335;100.2;38;29;23;20;20;17;1.36
