E;N;H;Rho1;Rho2;Rho3;Rho4;Rho5;Rho6;Gamma;BFI;lfd. Nr.;Datum;Zeit
13.29672667;52.17938;35.25699997;78.60995126;68.54205506;66.87308914;58.20795993;;63.81820432;0.836669226;1.064329913;4;44889;11:42:22.000
13.29675001;52.17935667;35.27399826;73.32149433;64.94141261;65.08888657;60.24452464;;65.17036479;0.843052849;1.149803147;5;44889;11:42:23.000
13.29677334;52.17933334;35.24700165;69.55351186;62.63134095;64.48326844;60.06264544;;64.16506316;0.834503324;1.199800415;6;44889;11:42:24.000
13.29679499;52.17931;35.23099899;67.68993686;61.80666779;65.0551808;60.67611594;;62.36388338;0.830741168;1.227274254;7;44889;11:42:25.000
13.29681667;52.179285;35.25899887;67.34554437;62.80819098;66.34335733;61.2782635;;60.82959262;0.836428922;1.241995932;8;44889;11:42:26.000
13.29683501;52.17926167;35.26699829;69.24527014;65.36854932;68.8778799;62.23952222;;59.71057456;0.82973766;1.198258969;9;44889;11:42:27.000
13.29685501;52.17923834;35.27299881;72.11506248;69.15932409;71.42201496;65.08605632;;58.66085853;0.825523412;1.144730911;10;44889;11:42:28.000
13.29687665;52.179215;35.31299973;75.76609863;72.94031734;72.97615419;65.09019077;;58.66766906;0.833017051;1.099458816;11;44889;11:42:29.000
13.29689668;52.17919;35.29199982;78.23718087;75.21795908;73.50335527;65.19000453;;58.73256818;0.836380228;1.069031653;12;44889;11:42:30.000
13.29691668;52.17916834;35.17699814;78.82241072;75.17793903;73.38199797;62.75702146;;57.85930265;0.837378281;1.062360658;13;44889;11:42:31.000
13.29693667;52.17914667;35.16500092;76.63109994;74.13593924;72.32075286;63.86686653;;57.19953901;0.844027758;1.101416734;14;44889;11:42:32.000
13.29695667;52.17912501;35.15100098;73.90334027;72.15778917;70.92882725;59.9670414;;56.98551845;0.84929994;1.149203726;15;44889;11:42:33.000
13.29697666;52.17910167;35.14799881;70.4468261;70.03127996;70.3252247;61.26928473;;56.94697301;0.8425233;1.195970559;16;44889;11:42:34.000
13.29699666;52.17907999;35.15000153;67.894373;69.2845006;70.6701086;60.25981907;;57.01794402;0.836243377;1.231682893;17;44889;11:42:35.000
13.29701665;52.17905666;35.15299988;67.67069443;70.2401494;71.00243227;57.94904123;;58.54958635;0.832818625;1.230693186;18;44889;11:42:36.000
13.29703668;52.17903333;35.13999939;69.52618411;70.92512715;71.43376631;64.94611005;;60.00649018;0.829185018;1.192622648;19;44889;11:42:37.000
13.29705668;52.17900999;35.14699936;71.58588134;71.66523103;71.87952886;61.73665669;;61.03775134;0.832789777;1.163343612;20;44889;11:42:38.000
13.29707499;52.17898666;35.14699936;73.93933944;72.18937139;71.45323195;62.32897833;;62.05461592;0.842448294;1.13937763;21;44889;11:42:39.000
13.29709501;52.178965;35.10699844;75.65889225;71.2032889;69.92414935;62.15923918;;64.00414828;0.847841472;1.120610476;22;44889;11:42:40.000
13.29711332;52.17894333;35.0890007;75.25409797;68.76830537;67.83164038;59.03796027;;64.20254038;0.853195576;1.133752977;23;44889;11:42:41.000
13.29713167;52.17892167;35.07500076;72.8344442;65.93280492;65.02385707;60.08495594;;64.49469654;0.856562223;1.176040035;24;44889;11:42:42.000
13.29714832;52.1789;35.04100037;69.26780058;62.14281547;61.76992627;58.68591651;;64.56683726;0.8499442;1.227040838;25;44889;11:42:43.000
13.29716667;52.17887999;35.03099823;64.45123331;57.97276915;58.74615387;57.35590813;;63.62152613;0.84906524;1.317376249;26;44889;11:42:44.000
13.29718501;52.17885833;35;59.46626463;54.34148913;55.97791646;54.90854639;;60.83940898;0.85685251;1.440905219;27;44889;11:42:45.000
13.29720332;52.17883666;34.99700165;55.21773114;51.26484582;53.66698283;51.86958395;;58.97266292;0.857840307;1.553559499;28;44889;11:42:46.000
13.29722335;52.17881333;34.95199966;51.96569036;48.86683434;52.21828423;50.10439551;;56.57061887;0.856985852;1.649137818;29;44889;11:42:47.000
13.29724166;52.17879167;35.03300095;49.57871627;47.60919653;51.29016452;53.72860984;;55.37712321;0.862849697;1.740363127;30;44889;11:42:48.000
13.29725835;52.17876833;35.01599884;48.38978971;46.91400737;50.46540639;50.6366773;;55.56211484;0.864086018;1.785678391;31;44889;11:42:49.000
13.29727666;52.178745;35.02500153;47.62282302;46.36432525;49.94078895;49.14259335;;55.99243634;0.856209157;1.797896687;32;44889;11:42:50.000
13.29729335;52.17872334;34.98400116;47.01102204;46.03257395;49.26457485;51.48514887;;55.52295066;0.853529691;1.815594842;33;44889;11:42:51.000
13.29731166;52.1787;35.0909996;46.79417134;45.36198639;48.56394212;47.74509521;;54.96583838;0.856075429;1.829448849;34;44889;11:42:52.000
13.29732835;52.17867667;35.08300018;46.47482707;44.75543822;47.91529981;46.03480696;;52.34144312;0.849899347;1.82873052;35;44889;11:42:53.000
13.297345;52.17865667;35.07099915;46.17732834;44.14851643;47.40262045;48.69070279;;49.03205044;0.840401742;1.819944488;36;44889;11:42:54.000
13.29735667;52.17864;35.05899811;45.82492386;43.79823801;46.9828198;42.6915178;;45.96260157;0.841247358;1.835785609;37;44889;11:42:55.000
13.29736665;52.17862833;35.02600098;45.69414727;43.57281392;47.173627;44.65111347;;44.01902464;0.841725365;1.842085728;38;44889;11:42:56.000
13.29738166;52.178615;34.99599838;45.04314603;43.8138933;47.1085587;43.67441201;;41.62893232;0.834725964;1.853169767;39;44889;11:42:57.000
13.29740334;52.17860333;35.01100159;44.39163747;43.48725943;46.96798736;40.84164688;;40.25526873;0.82759009;1.864292775;40;44889;11:42:58.000
13.29743166;52.17859333;34.98799896;43.21195384;43.05067048;46.64105774;40.93662624;;38.99193881;0.825392296;1.910101772;41;44889;11:42:59.000
13.29746167;52.17858501;34.95100021;41.92397885;42.4524524;46.07281332;40.54019747;;38.05566178;0.822451064;1.961767672;42;44889;11:43:00.000
13.29749667;52.17858;34.95999908;40.26936073;41.6182358;45.03428306;37.42538102;;37.72042162;0.819042662;2.033910266;43;44889;11:43:01.000
13.29753167;52.17857501;34.93600082;38.85576406;40.69724492;44.32801353;39.71824594;;39.40907247;0.820082096;2.110580286;44;44889;11:43:02.000
13.29756832;52.17857334;34.90299988;37.7259947;40.32260105;44.09862747;38.17740494;;42.47970359;0.824403234;2.185239223;45;44889;11:43:03.000
13.29760666;52.17857167;34.82699966;37.19709149;40.41660641;44.34551217;42.67889682;;45.81892647;0.827341801;2.224211;46;44889;11:43:04.000
13.297645;52.17856666;34.80599976;37.28947124;40.69948361;45.17990102;43.46256161;;49.99978912;0.826647831;2.216839776;47;44889;11:43:05.000
13.29768499;52.17856334;34.80799866;37.92434058;41.26995655;46.3591661;46.78236651;;53.06564566;0.819178645;2.160033985;48;44889;11:43:06.000
13.29772666;52.17856;34.81900024;38.76516748;41.72486926;47.51407096;50.22009196;;54.83270267;0.808578288;2.08583721;49;44889;11:43:07.000
13.29776999;52.17855667;34.81200028;39.40282101;42.09161457;48.35879689;49.08603903;;54.42537475;0.80184061;2.03498275;50;44889;11:43:08.000
13.29781167;52.178555;34.81200028;39.87836863;42.23619989;49.3158037;47.49815854;;54.80929863;0.802990179;2.013598367;51;44889;11:43:09.000
13.297855;52.17855167;34.81600189;40.12480876;42.58381093;49.98206835;47.78139122;;53.39726717;0.806170162;2.009156397;52;44889;11:43:10.000
13.29789832;52.17855001;34.81900024;40.28048064;43.01168047;50.73003344;50.96735554;;52.01710418;0.815751486;2.025178134;53;44889;11:43:11.000
13.29794;52.17854667;34.78300095;40.43415346;43.72089544;51.54402327;51.91752874;;51.39602824;0.826208589;2.043343359;54;44889;11:43:12.000
13.29798333;52.178545;34.76900101;40.98055766;44.64262353;52.4671716;46.82659419;;53.27738456;0.839301871;2.048048926;55;44889;11:43:13.000
13.29802834;52.17854166;34.76300049;41.85947167;45.8385117;53.45116586;53.35965877;;53.60353979;0.84523404;2.019218127;56;44889;11:43:14.000
13.29807501;52.17853834;34.75600052;42.85469996;47.23716468;54.92492658;54.68737976;;56.16439183;0.843481609;1.968235946;57;44889;11:43:15.000
13.29811999;52.178535;34.77199936;44.23469244;49.1143346;56.62210854;55.5319845;;59.16827927;0.844554921;1.909259169;58;44889;11:43:16.000
13.298165;52.17853166;34.78499985;46.22965738;51.41712413;58.57436234;54.95298045;;60.71377536;0.845294803;1.828468673;59;44889;11:43:17.000
13.29820999;52.17852999;34.79999924;48.43712104;53.95897483;60.83725965;59.63667038;;61.95720074;0.841491138;1.737285618;60;44889;11:43:18.000
13.298255;52.17852667;34.82099915;50.86880399;56.94457232;62.99167099;59.85653921;;64.50163029;0.837988182;1.647351846;61;44889;11:43:19.000
13.29830001;52.178525;34.85300064;54.28803788;60.225257;64.88436959;65.19138892;;65.56705166;0.844534402;1.55565468;62;44889;11:43:20.000
13.29834499;52.17852167;34.8730011;58.41844782;63.82527857;66.12260686;65.68701402;;70.04951843;0.857147935;1.467255579;63;44889;11:43:21.000
13.29839166;52.17851833;34.90000153;63.3796926;67.14423027;67.31083431;63.73305379;;75.87123792;0.872266841;1.376256029;64;44889;11:43:22.000
13.29843833;52.17851501;34.93199921;69.48563252;71.03562406;68.25633264;68.52624072;;77.37979634;0.883105525;1.270918165;65;44889;11:43:23.000
13.29848668;52.17851334;34.93000031;77.60023554;75.02158926;68.74974219;68.6592568;;78.624103;0.897363031;1.156392149;66;44889;11:43:24.000
13.298535;52.17851;34.93199921;86.81746767;78.35863664;69.02645813;67.55793191;;81.56963052;0.902608626;1.039662467;67;44889;11:43:25.000
13.29858335;52.17850666;34.93799973;95.72779689;80.48411162;69.95891187;73.44842802;;79.06055944;0.892001801;0.931810644;68;44889;11:43:26.000
13.29863332;52.17850334;34.94599915;103.7157648;82.52759455;70.68410975;70.71464598;;76.9889971;0.881656645;0.850070041;69;44889;11:43:27.000
13.29868501;52.1785;34.93799973;109.6318392;82.92523872;71.69249858;70.80853055;;78.83814982;0.864778431;0.788802265;70;44889;11:43:28.000
13.29873832;52.17849499;34.90299988;110.6834852;81.67680278;72.94673199;70.90383192;;79.27039824;0.842631548;0.761298351;71;44889;11:43:29.000
13.29879001;52.17849167;34.87599945;106.8268293;79.53679697;73.63783244;71.81279135;;76.20372566;0.824777484;0.77206961;72;44889;11:43:30.000
13.29884167;52.17848833;34.87400055;100.0033139;76.52097082;73.06450367;65.15001235;;73.6445125;0.811242329;0.811215446;73;44889;11:43:31.000
13.29889333;52.178485;34.90999985;90.26888392;71.91180638;71.52420035;69.13459103;;70.39281169;0.800173925;0.88643383;74;44889;11:43:32.000
13.29894501;52.17848167;34.89400101;78.97847745;66.93387913;68.60535881;62.95696362;;66.67207863;0.796910465;1.009022319;75;44889;11:43:33.000
13.29899667;52.17847834;34.88800049;68.84819747;61.79050239;65.20566608;60.47525536;;64.23723798;0.795705361;1.155738843;76;44889;11:43:34.000
13.29904833;52.178475;34.87599945;60.33563343;56.98056588;62.06339635;62.55575455;;63.72378147;0.795535083;1.31851617;77;44889;11:43:35.000
13.29909999;52.17847166;34.89099884;53.41267133;53.00234025;59.65344305;59.94243262;;64.02573716;0.79869919;1.495336537;78;44889;11:43:36.000
13.29915168;52.17846667;34.86899948;48.40440561;50.30749705;57.92805024;59.20447315;;63.63303498;0.803027859;1.658997459;79;44889;11:43:37.000
13.29920333;52.17846333;34.85300064;45.47834686;48.41066239;56.76923988;57.82716134;;62.00133466;0.799240403;1.757408653;80;44889;11:43:38.000
13.29925499;52.17845999;34.8370018;43.54883524;47.3869799;56.08192387;58.56592469;;59.39383688;0.793331534;1.821705517;81;44889;11:43:39.000
13.29930833;52.17845667;34.72700119;42.56483421;46.90048236;55.75294108;56.90005215;;57.39454723;0.790390731;1.85691016;82;44889;11:43:40.000
13.29935834;52.17845333;34.73899841;42.14448593;46.85326252;55.43568855;55.30685286;;55.81959087;0.783360461;1.858749594;83;44889;11:43:41.000
13.29940999;52.17844833;34.71900177;42.33035195;47.0193552;55.10150769;54.86956558;;54.32646325;0.780337116;1.843445849;84;44889;11:43:42.000
13.29946;52.17844501;34.72900009;42.51785264;47.3017125;55.13936735;50.91370252;;53.76524972;0.79049332;1.859203302;85;44889;11:43:43.000
13.29951;52.17844167;34.70800018;42.98064269;47.8212647;55.13915428;51.83848924;;54.56829984;0.797481462;1.855443317;86;44889;11:43:44.000
13.29956166;52.17843833;34.70999908;43.66325957;48.45158757;55.14203184;51.64956393;;54.79510753;0.807153246;1.848586784;87;44889;11:43:45.000
13.29961166;52.17843501;34.71799851;44.41848519;49.32829436;55.42232147;52.89097599;;54.82613192;0.820543637;1.847302161;88;44889;11:43:46.000
13.29966332;52.17843167;34.72600174;45.16937239;50.14727166;56.17910448;51.34446568;;55.51530754;0.823587734;1.823332251;89;44889;11:43:47.000
13.29971501;52.17843;34.72700119;46.00421654;51.36039108;57.11012311;54.05668376;;55.29104427;0.827759732;1.799312747;90;44889;11:43:48.000
13.29976502;52.17842666;34.72700119;47.04892129;52.68082224;57.98908457;52.61865869;;53.96109588;0.83020062;1.764547619;91;44889;11:43:49.000
13.29981667;52.17842334;34.75099945;48.23542191;53.77482185;58.46109393;53.90628649;;52.12536508;0.822284889;1.704732449;92;44889;11:43:50.000
13.29986668;52.17842;34.75500107;49.34594587;54.18944632;58.57663648;53.69090106;;51.20218341;0.810760334;1.643013057;93;44889;11:43:51.000
13.29991833;52.17841833;34.79199982;49.97193506;54.41910645;58.37392303;49.32223105;;49.87795217;0.803917096;1.608737174;94;44889;11:43:52.000
13.29996999;52.178415;34.80400085;50.24643668;54.24879267;57.87848471;51.13477469;;49.37156767;0.80547305;1.603045117;95;44889;11:43:53.000
13.30002168;52.17841167;34.79499817;49.97499929;53.58153865;57.43217143;51.61960391;;50.6609322;0.81674854;1.63431426;96;44889;11:43:54.000
13.30007334;52.17840834;34.78300095;49.18647521;53.02548599;57.27412309;52.03493312;;52.97284962;0.829275853;1.685983494;97;44889;11:43:55.000
13.30012668;52.178405;34.74000168;48.2851929;52.83271557;57.46323393;51.53670805;;55.06190786;0.84689182;1.753936909;98;44889;11:43:56.000
13.30017834;52.17840166;34.72999954;47.89796652;52.96880604;58.02966076;52.63505023;;58.44405464;0.856662604;1.7885156;99;44889;11:43:57.000
13.30023168;52.17840001;34.72200012;47.87393398;53.53128145;59.48104338;53.70179892;;63.50472749;0.848166369;1.77166633;100;44889;11:43:58.000
13.30028334;52.17839667;34.71500015;48.6204666;55.32617051;61.65949745;58.7996065;;66.7553383;0.843456604;1.734776861;101;44889;11:43:59.000
13.30033499;52.17839333;34.74000168;50.50890304;57.98535089;64.74956866;63.53435238;;70.87293037;0.854355374;1.691494613;102;44889;11:44:00.000
13.30038665;52.17838999;34.75999832;53.57752229;61.57269814;68.52844186;67.34938476;;74.45583761;0.863489081;1.611662958;103;44889;11:44:01.000
13.30043834;52.17838667;34.78499985;57.68135756;65.804425;71.95969126;72.57442127;;76.678534;0.873507543;1.514367172;104;44889;11:44:02.000
13.30049;52.17838333;34.80400085;62.71804636;69.86950852;74.18976861;70.81014268;;76.44952908;0.89579201;1.428284302;105;44889;11:44:03.000
13.30054166;52.17838;34.79100037;67.38813781;72.52319826;75.18480815;72.28859194;;76.5286112;0.907096221;1.346076996;106;44889;11:44:04.000
13.30059334;52.17837666;34.81000137;70.74864283;73.42305261;74.84302404;72.562588;;73.7606278;0.896776142;1.267552431;107;44889;11:44:05.000
13.30064666;52.17837334;34.8219986;72.1445079;72.65525614;73.31675569;67.10839009;;71.34635784;0.888936298;1.232160734;108;44889;11:44:06.000
13.3007;52.17837;34.81499863;71.24735513;70.55622835;71.76151951;64.59212782;;69.7106047;0.888244661;1.246705453;109;44889;11:44:07.000
13.30075334;52.17836666;34.86000061;68.54733343;67.91536867;70.88505524;67.4088726;;69.40487791;0.878011345;1.280883297;110;44889;11:44:08.000
13.300805;52.17836167;34.86700058;65.22565068;65.85682921;71.16023783;67.33601405;;70.67613256;0.874846525;1.341261475;111;44889;11:44:09.000
13.30085834;52.17835833;34.88000107;62.32789102;65.34338338;72.72044051;66.21247639;;76.36254335;0.885769064;1.421143969;112;44889;11:44:10.000
13.30091168;52.17835666;34.86700058;60.98618163;66.58532452;75.11660448;75.98583048;;82.33981875;0.894346761;1.466474432;113;44889;11:44:11.000
13.30096334;52.17835333;34.93399811;61.79336426;69.26006949;77.57038686;77.86320335;;86.71867808;0.890377914;1.440895677;114;44889;11:44:12.000
13.30101668;52.17835;34.92100143;64.84636664;72.94211322;79.09787258;76.03333623;;91.51067531;0.882627626;1.361105752;115;44889;11:44:13.000
13.30106999;52.17834667;34.92599869;69.81855473;76.12921405;79.48313891;76.33955773;;93.29264745;0.874182752;1.252077983;116;44889;11:44:14.000
13.30112333;52.17834166;34.92699814;74.57760096;77.97424764;78.31265105;78.4151527;;89.13147751;0.855882946;1.14764076;117;44889;11:44:15.000
13.30117668;52.17833834;34.87400055;77.80024497;77.72551248;75.90304448;78.54673513;;81.78417051;0.832109144;1.06954566;118;44889;11:44:16.000
13.30122833;52.178335;34.89400101;78.71061875;75.3436499;73.00842217;73.77697383;;76.47330964;0.816877673;1.037823976;119;44889;11:44:17.000
13.30128168;52.17833166;34.89899826;76.40985878;71.47283589;70.36512537;70.43356873;;69.35356354;0.814638609;1.066143325;120;44889;11:44:18.000
13.30133499;52.17832834;34.88800049;71.3423817;67.44329279;67.96335734;61.74759441;;63.14937333;0.81417949;1.141228357;121;44889;11:44:19.000
13.30138833;52.178325;34.88199997;66.03664432;64.01355957;66.2226145;60.40243055;;60.98902462;0.818370721;1.239267576;122;44889;11:44:20.000
13.30144332;52.17832166;34.86199951;61.70788676;61.67112829;65.03053544;61.47626733;;63.58044924;0.831470018;1.347429092;123;44889;11:44:21.000
13.30149832;52.17831833;34.8370018;58.8493946;60.48580024;64.20982311;58.08013113;;63.58547069;0.844782095;1.435498362;124;44889;11:44:22.000
13.30155166;52.178315;34.82500076;57.63487683;60.07833584;63.91734684;61.52635717;;64.10780199;0.850196426;1.475142263;125;44889;11:44:23.000
13.30160834;52.17831334;34.80799866;57.60518252;60.10056853;63.53671376;57.24297948;;65.32415939;0.852794845;1.480413406;126;44889;11:44:24.000
13.30166334;52.17831;34.81200028;57.77104035;59.69516919;62.86895537;58.46387394;;63.74999671;0.8552001;1.48032664;127;44889;11:44:25.000
13.30171668;52.17830666;34.8199997;57.03172703;58.82452767;61.69251677;59.09827807;;59.17525383;0.846335795;1.483973639;128;44889;11:44:26.000
13.30177167;52.17830334;34.83000183;55.39222122;57.05988892;59.697282;57.72707274;;56.04582728;0.838911733;1.514493758;129;44889;11:44:27.000
13.30182667;52.1783;34.85100174;52.97574006;54.50451165;57.13202099;51.50756425;;53.12876541;0.834913791;1.576030443;130;44889;11:44:28.000
13.30188001;52.17829666;34.83200073;49.85950809;51.69015919;54.76446243;47.54673722;;50.30899668;0.823218692;1.651076642;131;44889;11:44:29.000
13.30193332;52.17829334;34.81900024;46.55287567;49.19719554;52.7340602;48.67094599;;49.52255842;0.815972478;1.75278641;132;44889;11:44:30.000
13.30198835;52.17829;34.7859993;43.77835434;47.11144527;51.87488555;51.48283369;;51.46731935;0.825573512;1.885802983;133;44889;11:44:31.000
13.30204334;52.17828666;34.77299881;41.63295314;46.44294825;52.07583799;49.59472298;;55.14047862;0.832015634;1.998454519;134;44889;11:44:32.000
13.30209834;52.17828333;34.75500107;40.66598829;46.7965177;52.74046107;53.3243471;;60.00961768;0.835790834;2.055257648;135;44889;11:44:33.000
13.30215168;52.17827834;34.73699951;40.80225823;47.45117578;53.91599079;53.63899212;;65.55269136;0.844954133;2.070851394;136;44889;11:44:34.000
13.30220499;52.178275;34.7480011;41.5908906;48.61832561;55.47362359;58.98973535;;73.85117045;0.845307393;2.03243398;137;44889;11:44:35.000
13.30225999;52.17827166;34.73699951;43.2162534;50.09648512;57.15691046;61.53087434;;79.37125934;0.844937303;1.955137793;138;44889;11:44:36.000
13.30231333;52.17826834;34.75899887;45.4016165;51.79825895;60.04737157;70.55160476;;85.38267802;0.849717711;1.871558276;139;44889;11:44:37.000
13.30236667;52.178265;34.77399826;48.35386708;54.66209952;65.38302811;75.79199845;;91.16326916;0.853530912;1.765176114;140;44889;11:44:38.000
13.30242167;52.17825999;34.7879982;53.19661611;60.85241305;72.72276925;82.32703027;;100.1363398;0.853509888;1.604443949;141;44889;11:44:39.000
13.30247501;52.17825667;34.84999847;62.47099015;69.99801101;81.80367741;92.46361075;;107.6112917;0.856415849;1.370901673;142;44889;11:44:40.000
13.30253;52.17825333;34.88299942;76.8092476;82.8141262;91.14832644;98.48280388;;119.252159;0.855882801;1.114296556;143;44889;11:44:41.000
13.30258335;52.17825;34.91199875;98.03481344;97.75461095;100.2873022;106.2480691;;123.9889621;0.848794421;0.865809187;144;44889;11:44:42.000
13.30263834;52.17824667;34.93899918;124.5063627;114.1799389;106.2203322;108.0888364;;129.9769555;0.838393675;0.673374161;145;44889;11:44:43.000
13.30269168;52.17824334;34.93500137;153.230242;125.8858348;107.7830273;106.6762969;;127.8502444;0.826405818;0.539322921;146;44889;11:44:44.000
13.30274668;52.17824;34.95500183;174.0714488;130.9940522;105.1396964;113.9953301;;121.0882599;0.815286985;0.468363417;147;44889;11:44:45.000
13.30279999;52.17823666;34.96799851;181.9043674;128.0661759;99.87702362;102.7485923;;107.2833952;0.806980278;0.443628864;148;44889;11:44:46.000
13.30285502;52.17823334;34.99100113;174.6401253;118.5816891;91.81529055;95.04518813;;97.05967589;0.799130442;0.457586961;149;44889;11:44:47.000
13.30291001;52.17823;34.98199844;154.6460246;103.4183721;82.64425395;82.2681815;;82.39607482;0.796403711;0.514984923;150;44889;11:44:48.000
13.30296501;52.17822833;34.98899841;125.6699431;87.27707349;74.16642495;70.58145277;;70.76560174;0.805563575;0.64101531;151;44889;11:44:49.000
13.30302;52.17822499;34.96099854;96.86281431;72.94559519;67.14663486;62.94453543;;61.63445745;0.820194511;0.84675891;152;44889;11:44:50.000
13.30307334;52.17822167;34.92300034;73.67195148;61.97057815;61.4745596;57.58890316;;56.69621055;0.833651386;1.131572287;153;44889;11:44:51.000
13.30312999;52.17821833;34.87099838;57.4090957;54.38351791;56.89065474;53.99503446;;53.6723054;0.849612014;1.479925791;154;44889;11:44:52.000
13.30318499;52.178215;34.81200028;47.15672638;49.26122933;54.19066468;50.90660571;;53.00211788;0.873732077;1.852825978;155;44889;11:44:53.000
13.30324167;52.17821167;34.76399994;41.24387334;46.67211591;53.16774935;47.18890589;;53.34258778;0.888512757;2.154290285;156;44889;11:44:54.000
13.30329666;52.17820834;34.71300125;38.62110763;45.80292669;52.70002132;48.56813076;;54.34871832;0.887375373;2.297643511;157;44889;11:44:55.000
13.30335166;52.178205;34.68399811;37.96323115;45.53851108;52.48851556;50.49149883;;55.08107413;0.886014748;2.333876018;158;44889;11:44:56.000
13.303405;52.17820166;34.68600082;37.94674817;45.4270153;52.55828963;52.93976247;;55.10143641;0.889674519;2.344534281;159;44889;11:44:57.000
13.30345834;52.17819667;34.65999985;38.18945154;45.34078202;52.65172505;49.13775395;;55.13949203;0.885056105;2.31754076;160;44889;11:44:58.000
13.30351334;52.17819333;34.64599991;38.36300231;45.139382;52.29056946;51.15658002;;55.21465707;0.888910395;2.317103306;161;44889;11:44:59.000
13.30356668;52.17818999;34.62400055;38.24390857;44.65958732;52.11662919;52.09603629;;55.43061546;0.899011114;2.350730216;162;44889;11:45:00.000
13.30362167;52.17818667;34.61999893;37.98981391;44.46066093;51.94661882;49.19918841;;55.44562011;0.896724379;2.360433724;163;44889;11:45:01.000
13.30367667;52.17818333;34.61299896;38.07550683;44.36860261;52.16217517;50.80969668;;55.43461339;0.893930223;2.34778286;164;44889;11:45:02.000
13.30373166;52.17818166;34.61100006;38.2033594;44.8482196;52.12825786;50.49585802;;54.92827607;0.888749164;2.326363906;165;44889;11:45:03.000
13.30378501;52.17817833;34.63100052;38.70137641;45.16856488;52.14343264;48.66318679;;54.5049619;0.871226959;2.251152388;166;44889;11:45:04.000
13.30384;52.17817334;34.64300156;39.07000241;45.40867476;51.89495103;50.43222999;;53.84485508;0.857727449;2.195360624;167;44889;11:45:05.000
13.303895;52.17817;34.63600159;39.11632158;45.40824964;51.83782789;50.86747366;;53.35296997;0.855286437;2.18652062;168;44889;11:45:06.000
13.30394834;52.17816501;34.62900162;38.79887359;45.48727004;51.7874954;47.67730472;;52.54748977;0.850867019;2.1930199;169;44889;11:45:07.000
13.30400333;52.17816167;34.60200119;38.45936095;45.359733;51.73283019;48.81660043;;52.21718957;0.847255641;2.202989389;170;44889;11:45:08.000
13.30405668;52.17815666;34.60699844;38.1035356;45.18802032;51.75924229;50.40348579;;52.77541704;0.846508249;2.221600268;171;44889;11:45:09.000
13.30410999;52.17815334;34.62400055;37.99913326;45.39150009;52.03242115;49.73989065;;53.69025878;0.845044501;2.223852041;172;44889;11:45:10.000
13.30416333;52.17815;34.65399933;38.39288471;45.8103269;52.67310213;52.46321332;;54.06123202;0.844541283;2.199733856;173;44889;11:45:11.000
13.30421667;52.17814666;34.70700073;39.16380188;46.65856034;53.54908421;52.15796949;;55.0060012;0.847194713;2.163208556;174;44889;11:45:12.000
13.30427001;52.17814333;34.72800064;40.57161272;48.05466808;54.93908711;54.81782027;;55.87025037;0.851716186;2.099290931;175;44889;11:45:13.000
13.30432332;52.17813834;34.76100159;42.4599806;50.16345991;56.19648548;51.84789514;;55.23378195;0.86163874;2.029296123;176;44889;11:45:14.000
13.30438;52.178135;34.79399872;44.62006605;51.88107859;57.50746537;56.50135741;;53.93684496;0.877739985;1.967141832;177;44889;11:45:15.000
13.30443335;52.17813166;34.77000046;46.54823845;53.53608272;58.3028292;52.02980541;;52.87146375;0.8889374;1.909712224;178;44889;11:45:16.000
13.30448834;52.17812834;34.81299973;48.30211072;54.51442308;58.33529371;49.73035173;;51.85321403;0.887708187;1.837824836;179;44889;11:45:17.000
13.30454334;52.178125;34.81700134;49.19306096;54.33237747;57.6120475;49.45377724;;51.32071716;0.886561733;1.80220892;180;44889;11:45:18.000
13.30459998;52.17812166;34.81800079;49.04166347;53.05293962;56.84693384;52.31998691;;51.03012204;0.888921025;1.812583346;181;44889;11:45:19.000
13.30465667;52.17811834;34.7879982;48.09526812;51.58543627;55.40356214;50.18751649;;51.24328589;0.88180733;1.83345964;182;44889;11:45:20.000
13.30471166;52.178115;34.79399872;46.83333943;49.46914613;53.53233835;47.21341955;;52.41149579;0.872190704;1.862328663;183;44889;11:45:21.000
13.30476666;52.17811166;34.79000092;44.92038682;47.07851087;51.94395891;47.2134901;;53.7437714;0.879437812;1.957769901;184;44889;11:45:22.000
13.30482334;52.17810833;34.80099869;42.82387105;45.24887464;51.06925074;51.19086579;;55.23004246;0.893879852;2.087340145;185;44889;11:45:23.000
13.30487833;52.17810334;34.79199982;41.05267897;44.20576544;50.95503521;51.52127194;;58.47096005;0.896161;2.182953761;186;44889;11:45:24.000
13.30493333;52.1781;34.7840004;39.86054563;44.03072352;52.16902578;53.65067137;;62.26104485;0.898955593;2.255251601;187;44889;11:45:25.000
13.30498832;52.17809666;34.7820015;39.24152607;45.08782958;54.6774787;57.59160583;;65.55282105;0.911646118;2.323166832;188;44889;11:45:26.000
13.30504335;52.17809334;34.77600098;39.58799483;47.24214722;58.04770009;61.94877523;;67.84069668;0.920307332;2.324713176;189;44889;11:45:27.000
13.30509834;52.17809;34.77000046;40.93468836;50.0659869;61.26928918;60.30033208;;69.18951585;0.917996078;2.242587192;190;44889;11:45:28.000
13.30515334;52.17808666;34.78300095;42.95641354;52.71922987;63.20743476;62.50078014;;68.13015304;0.927536181;2.159249584;191;44889;11:45:29.000
13.30520833;52.17808167;34.76599884;44.9404802;54.34991427;64.02916534;63.48802689;;66.02282613;0.940526413;2.092826798;192;44889;11:45:30.000
