E,N,H,Rho.1,Rho.2,Rho.3,Rho.4,Rho.6,Gamma
14.05709667,52.40299168,60.81000137,54.4835087,44.90073426,79.97887412,84.85826636,159.2348428,1.474382227
14.05706,52.40297168,60.77799988,49.50339742,50.32866035,98.19306517,87.69123311,114.6057728,1.43573056
14.057025,52.40295165,60.70100021,42.61020411,29.50529211,108.1981762,77.36942147,135.5545244,1.416343317
14.05699,52.40293334,60.61999893,56.11551987,56.11710692,105.6291906,109.5469835,221.9187008,1.412741449
14.05695667,52.402915,60.53099823,49.36273228,51.848102,97.60615663,90.35712088,179.4827491,1.415558868
14.05692333,52.40289666,60.42300034,58.22138388,62.72357992,139.6982391,32.23153606,187.697882,1.411874512
14.05689,52.40288,60.29000092,60.98068274,57.50563943,115.6523182,119.6236772,262.2443487,1.389946362
14.05685667,52.40286166,60.14099884,49.13290347,48.99202787,169.8881524,129.998677,308.1993957,1.353586115
14.05682333,52.40284335,60,65.37970775,67.73639443,178.9690646,95.14294947,255.0641273,1.328285602
14.05679,52.40282501,59.84299851,118.6797821,114.1448185,206.9638638,212.6595497,364.7535536,1.31853392
14.056755,52.40280666,59.67499924,89.1047241,106.5588155,256.4567212,204.4010781,726.3588988,1.316616379
14.05672,52.40278832,59.50099945,77.20423292,61.95466575,236.6696423,143.7815829,450.0906332,1.319655927
14.056685,52.40277001,59.3370018,56.18636042,42.58208463,59.69056159,96.77052542,288.9162013,1.303267987
14.05665,52.40275167,59.16400147,81.2371757,60.63638885,271.6653777,317.096201,356.4973046,1.2801664
14.056615,52.40273333,58.98899841,87.94375452,95.52056035,133.9585935,171.352403,228.5559685,1.308117371
14.05658167,52.40271502,58.81399918,72.55510332,83.86705655,194.5273905,27.04358285,194.1540784,1.362819916
14.05654667,52.40269667,58.6570015,71.63305763,63.26862156,120.7593511,50.04522551,193.4957292,1.334375586
14.05651333,52.40267833,58.48199844,87.78532187,83.48940591,143.5119575,157.7555334,452.0008283,1.257167053
14.05647833,52.40265999,58.31200028,128.4892805,83.94396789,246.4640676,109.7807866,507.2977293,1.257361554
14.056445,52.40264168,58.1590004,110.2084625,86.988413,184.0624347,132.1587994,483.1246433,1.23282301
14.05641167,52.40262334,57.98400116,108.2533695,69.56240801,155.3666976,107.2367287,545.1065314,1.191964655
14.05637833,52.40260668,57.81399918,90.76773089,60.20383072,53.18764285,123.8885102,262.6176421,1.225638586
14.05634667,52.40258834,57.64400101,91.59050437,66.14893531,112.9270319,53.13889757,274.6537315,1.268442444
14.05631333,52.40257168,57.44900131,88.66127472,62.78495128,152.461342,83.53213092,287.0209722,1.274783398
14.05628,52.40255334,57.25699997,66.76025792,62.91366425,59.65862593,77.24213667,124.4205312,1.257789539
14.056245,52.40253668,57.04899979,69.41571996,61.84358096,80.01342164,39.90062086,128.8438202,1.271369269
14.05621167,52.40251834,56.85100174,65.34618461,48.78014075,19.19789489,19.46108883,88.66500261,1.289542676
14.05617833,52.40249999,56.66199875,75.72894879,48.54948053,67.6272854,29.32463675,180.2019513,1.295741656
14.05614333,52.40248165,56.45299912,86.8341258,50.36921566,92.6922624,147.404998,395.0033817,1.290030841
14.05610833,52.40246334,56.24700165,90.63263556,49.66992986,86.92361917,52.9225817,361.8271549,1.247886475
14.056075,52.402445,56.06100082,83.50096693,61.17520622,102.3641102,25.47824234,322.5293299,1.235503619
14.05604167,52.40242666,55.89400101,106.0646826,70.62022938,211.0618867,41.8582935,386.4766621,1.247250952
14.05600834,52.40241,55.73600006,113.7889913,81.30913245,113.7288255,72.42864862,309.5987629,1.196663715
14.05597667,52.40239166,55.61100006,235.8926571,307.6104119,239.2532727,217.3467036,295.757042,1.156462381
14.05594333,52.402375,55.48199844,267.7525589,340.7089263,371.7799931,304.9202433,658.5365386,1.173461856
14.05591,52.40235666,55.34999847,297.0714799,334.2499644,548.5631111,414.8948207,1174.343759,1.142313321
14.05587667,52.40234,55.24499893,307.9870803,433.2121683,545.5032885,504.6431863,1493.042465,1.118565182
14.05584333,52.40232166,55.14899826,294.3814932,382.9747145,604.5510655,672.5254573,1571.858823,1.151467981
14.05581,52.402305,55.07699966,288.9036494,345.9279563,622.6746481,609.9683499,1557.920274,1.147779291
14.05577833,52.40228666,55.00699997,275.6954655,349.9301286,551.350452,510.60312,1467.743511,1.135976889
14.05574667,52.40227,54.94900131,231.7662925,356.5213575,532.5742574,545.6812415,1379.117554,1.132727921
14.05571333,52.40225166,54.92100143,241.717661,341.4338966,417.9549661,380.2963544,1269.839862,1.150902539
14.05567833,52.40223335,54.9109993,266.0698798,368.4851883,606.3219386,755.7647654,1869.916194,1.189670563
14.055645,52.40221666,54.91799927,261.7463124,398.9291276,541.3744766,704.9043179,1464.166451,1.204040051
14.05561167,52.40219835,54.95899963,281.5882647,415.8420389,674.3852661,601.4393073,1295.415921,1.200743579
14.05557834,52.40218,55.00500107,258.9434161,360.9424557,599.2391098,602.4960911,1220.102393,1.179035681
14.055545,52.40216166,55.06499863,216.2716712,284.871118,536.527562,600.1978579,1761.942063,1.153261017
14.05551333,52.402145,55.15499878,243.8322734,275.0946592,369.6684837,427.6027857,1274.354072,1.153710675
14.05548,52.40212666,55.27199936,258.6171253,344.9067131,493.5910367,344.2361813,1095.102921,1.150809387
14.055445,52.40210832,55.39300156,319.9906792,419.4038561,582.2372193,594.9040758,1499.559723,1.157742038
14.05541167,52.40209001,55.55199814,306.8214824,384.0707726,559.9173115,787.6318005,1750.811761,1.163129431
14.05537667,52.40207167,55.72399902,304.5223805,360.149427,680.6177026,655.6671041,2317.057173,1.141670767
14.05534333,52.40205332,55.89300156,100.7084647,96.70931695,237.0401018,306.9761887,1091.612794,1.213261908
14.05530833,52.40203501,56.06299973,106.6293479,82.39446689,213.2207338,248.3659445,1159.44438,1.254760706
14.055275,52.40201667,56.23199844,102.7512655,67.3301189,134.059832,103.4145712,848.9366888,1.213026617
14.05524167,52.40199833,56.41400147,84.44553192,69.96811895,108.8532536,42.05104606,309.0819841,1.18512428
14.05520667,52.40197999,56.59299851,130.5206673,105.6469773,251.3560645,123.6616214,617.3721828,1.222456946
14.05517333,52.40196168,56.76499939,87.3202105,63.02533089,192.908256,18.7037545,498.0136951,1.262170111
14.05513833,52.40194333,56.93500137,88.56681202,73.83303354,146.6076506,68.76743607,516.6109829,1.241806842
14.05510333,52.40192334,57.09400177,72.6530447,38.35680124,114.2791552,62.65748296,435.6558004,1.28436875
14.05506833,52.401905,57.24200058,72.00252831,58.72403596,285.3059647,263.1407654,577.9463479,1.268353864
14.05503333,52.401885,57.38899994,90.98806696,72.47050715,221.7949792,143.289916,1184.005756,1.247908612
14.055,52.40186666,57.54199982,102.7912993,77.64264448,318.7006883,64.07889778,814.6807584,1.238558582
14.05496667,52.40184835,57.66199875,128.5885058,152.2304768,408.2996384,271.7477894,1105.248698,1.228737018
14.054935,52.40183001,57.76599884,128.9110041,110.7158158,385.9675215,420.3497,1443.481027,1.24431142
14.05490333,52.40181335,57.84899902,107.4934738,81.57726068,332.4187516,392.3184545,1203.166237,1.20823559
14.05487,52.40179501,57.92100143,133.9787296,107.64868,216.0158499,195.8544691,837.2069039,1.169745987
14.05483667,52.40177666,57.99599838,116.1097948,89.84714155,258.1724353,244.381507,897.3179197,1.165752246
14.05480333,52.40175832,58.06000137,111.4811889,90.6500961,290.1263566,186.0277227,728.8039364,1.216287741
14.05477,52.40174001,58.09199905,146.8067785,108.8523375,333.5612821,231.2501416,943.9333932,1.235468622
14.05473667,52.40172332,58.10499954,85.37098951,79.98358933,235.8835291,197.5567077,795.158752,1.245507813
14.05470334,52.40170501,58.09000015,103.3834331,94.86090729,322.6809444,181.96784,1189.809613,1.252723596
14.05467,52.40168667,58.07600021,88.95443493,63.00694799,237.6842194,223.8225969,1029.342701,1.231382172
14.05463667,52.40166833,58.02799988,106.4561474,69.16170326,314.5406339,430.4343951,1089.054129,1.218755878
14.05460333,52.40165002,57.98699951,113.6203504,76.73352463,259.0530328,336.7164214,1189.93084,1.179131638
14.05457,52.40163167,57.93199921,125.1864921,108.6349868,416.4005707,137.2960098,1165.566331,1.167875958
14.05453667,52.40161333,57.89099884,170.1523466,128.2169218,423.9503753,287.8739069,1674.926287,1.191440244
14.054505,52.40159499,57.84000015,149.973714,131.4993181,458.3424209,256.4211016,1373.818877,1.225132693
14.05447333,52.40157668,57.80099869,172.592045,123.8605564,287.0707697,113.6553738,1491.767744,1.252630334
14.05444167,52.40155834,57.77500153,139.2473658,134.8231188,272.1550811,380.8229068,1403.658925,1.215348523
14.05441,52.40153999,57.73799896,133.013307,52.13028571,219.605938,109.7216243,2232.125347,1.164361969
14.05438,52.40152334,57.70100021,124.9250072,98.83666759,259.7238918,300.4338533,1450.540538,1.179948914
14.05435,52.40150668,57.67499924,93.21631982,78.76422646,196.8272683,93.91676793,858.8837112,1.228790735
14.05431833,52.40148834,57.64799881,134.2756398,111.0564448,255.3441219,199.1591253,1304.133556,1.226349683
14.05428833,52.40147168,57.68099976,78.6645647,52.04673159,120.5066969,121.1516625,279.4962248,1.240684149
14.05425667,52.40145499,57.67300034,73.79003586,48.02036145,146.145554,97.35578521,310.3438279,1.257571857
14.05422833,52.40143833,57.66999817,75.125818,48.42465868,116.5728963,10.76737837,274.0960234,1.267848456
14.0542,52.40142501,57.6780014,59.72205153,51.79616662,56.71008914,22.24362041,80.41374961,1.324606903
14.05417167,52.40141001,57.68999863,90.10297389,81.20796166,69.16804081,57.76337125,175.09178,1.3521492
14.054145,52.401395,57.67900085,124.6592753,127.9957434,136.6314923,47.07698267,174.2892638,1.386938312
14.05411667,52.40138,57.64500046,73.75707602,59.2774978,112.1970921,75.30009052,288.1483976,1.372332819
14.05408833,52.40136668,57.6230011,70.58643313,64.25941531,200.4075459,184.1138269,247.7437378,1.339457654
14.05406167,52.40135167,57.56200028,71.69818628,61.35445508,129.5617049,246.7049827,414.0230187,1.356447156
14.054035,52.40133832,57.48500061,53.77712857,49.32602857,121.2507445,130.667562,205.941763,1.376177631
14.05400667,52.401325,57.40299988,54.93919842,52.78153735,92.17625271,91.95032354,270.6812845,1.374158521
14.05397833,52.40131165,57.3390007,57.45814946,61.77846226,100.5971992,57.28425257,193.7551692,1.390241357
14.05395,52.40129999,57.28300095,55.11748079,64.51551535,111.8867272,123.9678953,249.3507669,1.415544153
14.05392167,52.40128667,57.18899918,51.5770689,48.9858318,69.17878981,100.2648616,121.627338,1.434740741
14.05389333,52.401275,57.10699844,44.00318809,46.70382404,57.02472719,41.98924342,114.1626472,1.410084937
14.05386334,52.40126333,57.01599884,39.04259446,52.85548215,56.26918062,37.18402739,63.85400805,1.447766089
14.05383333,52.40125167,56.93199921,43.63126204,47.02213862,62.0856835,17.28360452,132.925044,1.467378455
14.05380333,52.40124,56.84600067,54.82776278,72.35901163,165.8904118,164.4841306,167.8985977,1.411312408
14.05377333,52.40122833,56.75500107,43.46725088,63.85005009,98.55771374,106.1191251,119.1450309,1.35000213
14.05374334,52.40121667,56.68700028,65.23125376,76.90534324,34.13097958,213.8452041,1546.643679,1.327860767
14.05371333,52.401205,56.63999939,65.34446607,49.71766313,61.35833359,56.3883511,73.65265728,1.313097015
14.05368333,52.40119333,56.61299896,93.79167732,83.55937814,130.9507173,102.5083614,144.9245802,1.250449829
14.053655,52.40118167,56.55899811,152.3075363,171.4926558,204.6912161,80.39330299,200.4504656,1.264778046
14.05362833,52.40116835,56.55699921,99.87492405,98.09551912,158.227672,230.7739288,371.9992224,1.251957037
14.05360167,52.40115833,56.54600143,70.39976383,55.9826973,69.83336312,63.23353637,74.31928684,1.24635658
14.053575,52.40115,56.51499939,67.81042361,53.98986225,44.02008986,51.77814029,31.68191834,1.266622174
14.053545,52.40114501,56.44400024,52.71511083,49.27296795,47.49264666,17.9617804,112.012018,1.244153839
14.05351333,52.40114333,56.36700058,59.22270515,60.60795787,109.8142654,7.774619723,197.0789738,1.259703021
14.05348,52.40114832,56.22499847,61.2760286,68.71163714,87.04136954,152.2709355,262.1466418,1.301154523
14.05345167,52.40115999,56.06200028,99.648795,100.8690637,93.23744327,147.6718999,179.5487988,1.269035791
14.05343,52.40117499,55.91400147,119.5165975,138.2915079,141.2222362,87.49134009,292.9601721,1.217856439
14.05341667,52.40119333,55.75999832,126.5571236,152.8382638,174.6797601,207.3123525,194.4224005,1.223883655
14.053415,52.40121501,55.63000107,144.6620545,165.1956016,171.3428592,237.7744837,298.0147286,1.205511725
14.05342333,52.40123501,55.50400162,178.7821124,230.507818,266.7104125,241.5037944,434.153651,1.164912756
14.05344167,52.40125332,55.4469986,206.9295193,289.4761958,383.1935167,505.5254915,648.3668418,1.136603464
14.05347,52.40126832,55.47499847,205.7632652,303.4225038,353.4693516,671.289543,942.582798,1.134486707
14.05350167,52.40128168,55.45299912,168.9597347,218.8909408,228.1440516,405.245167,549.7610586,1.122789783
14.053535,52.40129833,55.4449997,178.8328026,176.7605824,222.7425308,288.1562904,627.8931898,1.139012289
14.05357,52.40131499,55.45700073,211.3265511,262.1639463,389.2134603,338.5078876,637.024073,1.164264627
14.053605,52.40133168,55.45399857,275.2315701,319.0350146,414.1894581,330.3071953,781.8437993,1.162254019
14.05364,52.40134999,55.45000076,146.2951541,210.0041234,261.2232791,272.7714804,554.6237203,1.163507483
14.05367334,52.40136833,55.4620018,99.4003367,154.6930783,196.4218917,205.6978311,286.6666419,1.193406671
14.05370667,52.40138667,55.45299912,192.5900853,238.8903035,329.8636796,389.3844386,509.6968368,1.191858344
14.05374167,52.40140667,55.44599915,269.3672289,355.9753759,458.4697658,433.8181696,936.8772631,1.186288086
14.05377667,52.40142501,55.47800064,239.1239648,295.9223198,342.0645253,330.1958715,697.7723957,1.202056909
14.05381167,52.40144501,55.50799942,205.5928089,253.1401853,320.0767829,279.493505,622.5142886,1.237164087
14.053845,52.40146332,55.52600098,185.1504522,215.4546411,284.0326092,240.8570111,640.9081125,1.231735669
14.05388,52.40148166,55.54499817,177.3541895,204.2407623,269.0512506,173.0623429,385.534365,1.219356665
14.053915,52.4015,55.57400131,202.2908756,202.2725538,178.0971867,177.6504832,556.9620716,1.24948548
14.05394834,52.40151835,55.60800171,178.1046344,185.8529592,214.4786308,133.284525,385.7231401,1.21591687
14.05398334,52.40153666,55.66899872,201.6729135,203.6026279,268.0576528,228.8927839,755.146465,1.16158519
14.05401834,52.401555,55.72800064,202.6969196,250.5974277,300.4129896,234.0168988,937.4708993,1.153115295
14.05405167,52.40157334,55.80599976,237.6746132,272.46246,361.4929895,362.6218701,937.0278758,1.188916275
14.05408667,52.40159168,55.86600113,277.076506,315.0876404,464.9242704,376.1446192,1000.678796,1.236745142
14.05412,52.40160999,55.95500183,263.7683208,321.1154124,396.6520758,316.6002276,999.2037138,1.163763904
14.05415334,52.40162834,56.07400131,257.2090454,312.5253254,343.4049648,344.466649,775.20698,1.109355554
14.05418667,52.40164668,56.17200089,236.8318112,303.2389553,343.9238372,305.9408239,745.8588383,1.127816595
14.05422,52.40166334,56.31100082,250.4873128,274.8907065,294.7235281,246.5434656,619.7634179,1.141906555
14.054255,52.40168168,56.44100189,230.0323482,236.1529265,252.2728687,203.8248657,591.6895958,1.152821576
14.05428833,52.40169834,56.58499908,236.9892443,246.7338518,268.8682646,80.91025284,840.7868485,1.137434027
14.05432167,52.40171668,56.72800064,216.1332563,211.6703541,302.4524967,137.8138271,790.6804838,1.117296265
14.054355,52.40173334,56.88100052,204.3634018,188.5228767,208.4089666,97.47424671,692.3273647,1.158895239
14.05438667,52.40175168,57.04100037,123.3185743,85.9315727,191.1385864,62.4380023,510.1042637,1.201868292
14.05442,52.40176834,57.17300034,130.2032066,109.6518864,339.7898834,53.60556296,789.2729157,1.232893939
14.05445333,52.40178668,57.32799912,72.19896621,76.83667082,216.949686,90.08510468,750.6159425,1.221644397
14.05448667,52.40180499,57.45399857,59.8279421,50.43019239,107.3999072,77.62354162,211.0340055,1.254731335
14.05452,52.40182168,57.55599976,58.44542882,45.53310913,105.2632535,22.7893605,220.0338893,1.278161151
14.05455667,52.40184167,57.65999985,59.96182692,55.46904954,190.3448157,53.89217384,219.052257,1.271992322
14.05459,52.40186002,57.6780014,61.967616,59.28480964,67.16534846,25.24112034,106.3595048,1.292322864
14.054625,52.40187667,57.69200134,85.88047291,63.78830681,69.43877895,44.19179549,137.9866964,1.27804549
14.05465833,52.40189501,57.65399933,72.4936787,59.80851489,151.4025814,64.94590374,265.2704944,1.298124756
14.05469167,52.40191333,57.60699844,64.53816789,86.21392394,127.7504772,31.89343927,371.661322,1.315829828
14.054725,52.40193167,57.53699875,79.81428115,71.11613047,144.9433354,51.18604304,229.2411504,1.307242468
14.05476,52.40195001,57.41199875,70.52240234,47.39488163,61.52757209,84.49185338,136.9762247,1.322220007
14.054795,52.40196832,57.27399826,73.07909709,58.18738419,110.1752002,51.56140358,280.3241004,1.333683209
14.05483,52.40198835,57.1269989,64.44880447,48.25300147,122.0677911,83.46295686,257.2569359,1.340439862
14.054865,52.40200666,56.97700119,74.81069469,55.20926558,49.20654901,39.39946712,115.5831078,1.315405237
14.0549,52.40202665,56.81600189,62.86279422,45.12994424,42.74804641,22.84276545,52.31249013,1.248993732
14.05493667,52.40204668,56.65299988,86.78604963,70.42765087,50.3038475,31.15738144,52.86734609,1.279112146
14.05497167,52.40206499,56.46300125,59.06145238,43.07580881,80.03584165,67.44131951,94.84823583,1.330031439
14.05500833,52.40208333,56.29000092,60.75729559,46.57727615,59.39845718,23.03379097,29.33553674,1.324201318
14.05504333,52.40210168,56.11199951,59.41005123,44.35274265,42.80471958,25.2190143,74.21303099,1.301251617
14.05507833,52.40211999,55.93099976,67.11225737,54.60252132,55.79195992,34.74641609,65.10017238,1.295800708
14.05511333,52.40213833,55.74200058,76.55241346,52.15090686,70.98368824,36.11132326,63.68575387,1.309059125
14.05514834,52.40215832,55.57699966,84.28095388,77.53638054,52.94753618,1.673404476,66.68448029,1.259810541
14.05518334,52.40217667,55.38999939,77.51129999,64.18166701,110.6291212,30.63463644,230.3526832,1.251586633
14.05521834,52.40219501,55.22299957,114.5328005,113.8922013,238.046441,176.1067869,324.1852737,1.295887506
14.05525334,52.40221332,55.06399918,116.5937158,115.6275652,257.2800916,218.2265213,303.0456075,1.243019922
14.05529,52.40223335,54.93500137,207.1277667,256.7683168,259.3755556,85.47978246,352.7452319,1.212610974
14.055325,52.40225166,54.80099869,263.8967509,369.3772255,499.8941909,436.934019,907.6035439,1.220916492
14.05535833,52.40227,54.71799851,307.8841126,429.9094205,528.1880588,461.1704971,858.8231723,1.168016785
14.05539333,52.40228834,54.66899872,310.7138826,395.3602644,643.4945046,676.8905986,1427.25696,1.145380969
14.05542667,52.40230665,54.64400101,342.5156643,466.6228919,504.6099946,559.7189915,1847.874355,1.121727667
14.05546167,52.40232499,54.64199829,364.8451556,530.7925548,663.3353427,594.1588781,1403.913469,1.139388495
14.055495,52.40234334,54.67200089,303.1456926,402.2965212,563.0047712,643.6727497,1336.377552,1.170815295
14.05553,52.40236168,54.69800186,282.8219083,352.5774714,463.3010533,449.6552713,945.1095051,1.176620248
14.05556334,52.40237999,54.7519989,249.2163841,306.1459135,513.1180211,328.2038468,1422.704985,1.144975504
14.05559667,52.40239668,54.83800125,305.9008509,421.294207,604.2267206,449.574244,2116.890508,1.12158111
14.05563167,52.40241499,54.95399857,369.8001743,496.0125378,901.7626007,936.5677755,1860.417039,1.147210443
14.055665,52.40243333,55.06600189,425.7341258,596.6696957,931.5174285,556.2389811,2844.170714,1.1146173
14.0557,52.40245167,55.20700073,347.2055831,447.9520886,711.4756932,739.7467557,2584.172199,1.091259985
14.05573334,52.40246833,55.37400055,293.2023486,374.2649113,681.4354451,591.0836774,2628.340283,1.126961154
14.05576667,52.40248667,55.52099991,283.3501255,334.4511179,500.6267424,433.0783206,1780.561177,1.134427554
14.0558,52.40250499,55.70999908,286.1569411,307.4719142,410.9351177,411.9952502,1134.317974,1.110043991
14.055835,52.40252333,55.90100098,298.9414275,360.3325513,503.6584863,303.0195457,1156.400382,1.125066782
14.05587,52.40254332,56.10200119,249.9939989,279.8510872,354.9830369,278.2788283,879.3692527,1.147890466
14.05590333,52.40256167,56.32500076,141.409156,101.3614759,209.961288,42.96090423,989.2520515,1.162662555
14.05593834,52.40258001,56.53699875,116.6436072,98.57481481,211.1236032,129.1520603,1139.2737,1.182214966
14.05597334,52.40259832,56.75999832,99.45173962,60.08905995,98.99246124,99.41320788,494.1799662,1.190165045
14.05600834,52.40261501,56.98899841,124.2141605,72.92971459,139.5922011,28.2919518,426.1671055,1.199223853
14.05604167,52.40263335,57.22499847,113.1683876,72.14589837,68.76422058,105.2647487,227.7802258,1.233979199
14.05607667,52.40265166,57.45000076,85.07069096,64.67889325,211.5655946,84.02103103,368.6358119,1.245392017
14.05611,52.40267,57.66600037,79.82846317,102.7043421,370.2045569,33.91106849,577.5787553,1.230988184
14.05614333,52.40268666,57.87400055,96.95384711,83.23662647,252.8367729,113.342973,597.1967277,1.203299942
14.05617667,52.402705,58.08599854,84.1310932,65.68788527,332.7871073,174.092955,1125.245901,1.227550418
14.05621167,52.40272334,58.31900024,69.80146577,77.89393853,269.5045609,234.298333,834.4342992,1.270099518
14.056245,52.40274,58.52999878,76.37372457,63.01705464,180.714608,65.51801757,1216.169638,1.298220569
14.05628,52.40275834,58.72399902,73.83681922,65.36068485,271.6330674,59.84306853,755.200073,1.32089397
14.05631333,52.40277666,58.91199875,70.76852814,83.79977088,394.2426208,71.89253456,946.6940075,1.286616479
14.05634667,52.402795,59.09199905,61.43508816,26.4676221,306.540194,392.7361339,761.9205359,1.302448563
14.05638167,52.40281334,59.25799942,63.07772175,48.32984127,152.372209,105.7109855,358.9908801,1.304982193
14.056415,52.40283168,59.43199921,88.54995181,66.5708216,430.7820531,368.4106069,910.4126113,1.288905182
14.05645,52.40284999,59.59999847,76.42010134,42.54319692,123.5874408,129.6807843,547.7941447,1.290249219
14.056485,52.40286833,59.75299835,73.26712935,49.30245563,150.6489211,35.81047156,358.3110352,1.291142346
14.05651833,52.40288668,59.89899826,81.62482243,44.88343031,322.6332764,153.7911188,935.5740108,1.281469403
14.05655333,52.40290499,60.06900024,91.62001133,47.73491254,293.8709368,160.972173,1056.249832,1.226729572
