E,N,H,Rho 1,Rho 2,Rho 3,Rho 4,Rho 5,Rho 6,Gamma,V,Kurs,Strecke gesammt,GWI
13.26848167,52.20386334,37.40800095,569.9849845,452.0390225,351.2974318,244.4920428,4.968561305,193.5744295,0.905316754,11.68999958,24.5,14.65089706,0.158831685
13.26850166,52.20388834,37.41500092,681.2505303,567.0617222,364.3256821,257.6891033,2.100463582,207.7843274,0.948992075,11.72000027,26.60000038,14.65414755,0.139301481
13.268525,52.20391501,37.41600037,635.3271075,496.9417588,362.0345069,253.1866563,2.21884661,234.5134313,0.912941995,11.76000023,27.20000076,14.65743825,0.143696371
13.26854499,52.20393999,37.4280014,624.8691332,537.8261096,351.880441,260.1685551,2.801665219,478.2962757,0.881537985,11.61999989,27,14.6606582,0.141075617
13.26856667,52.20396667,37.45500183,647.0505242,557.1443857,390.506565,249.9887869,1.983109656,251.1353993,0.909282483,11.97000027,26.39999962,14.66393126,0.140527277
13.26859001,52.20399334,37.47499847,609.029203,574.0448821,404.1087569,251.5097417,1.90422495,203.4058536,0.928620535,12.07999992,25.70000076,14.66727505,0.152475535
13.26861165,52.20402166,37.45899963,592.0603164,465.1347096,343.5085912,231.6823731,1.634529593,226.8363921,0.927995209,12.35999966,25.60000038,14.67076399,0.156739978
13.26863333,52.20404833,37.47000122,544.3743211,429.2172848,289.3005282,197.1830721,5.121825381,177.7447088,0.917534225,12.06000042,25.20000076,14.67405825,0.168548403
13.26865667,52.204075,37.47200012,548.4983609,505.604995,336.8172487,211.3800041,3.193268014,1547.354722,0.906866675,11.93999958,26,14.67742006,0.16533626
13.26867835,52.20410167,37.49900055,476.1521734,364.4174702,279.9420322,182.88333,1.894879452,188.6094165,0.909481363,12.01000023,26.60000038,14.68076288,0.19100645
13.2687,52.20412833,37.46300125,487.5969253,373.6686515,290.5931897,194.4027973,6.453106554,920.2327294,0.92373475,11.82999992,25.60000038,14.68402778,0.189446385
13.26871999,52.20415333,37.46699905,636.9835267,807.2530087,638.1628845,392.3548287,6.118922219,831.48368,0.929063635,11.32999992,25.70000076,14.68725187,0.145853636
13.26873999,52.20418,37.42499924,735.240784,701.5783797,511.7453679,304.5298552,3.638269345,262.6408726,0.92322099,11.73999977,25.79999924,14.69047725,0.125567163
13.26876001,52.20420667,37.37099838,668.2273996,467.1462146,347.1271988,591.1802259,2.633440301,344.0607904,0.898881647,11.35000038,24.20000076,14.69374696,0.134517329
13.26878001,52.20423333,37.30699921,782.3497022,607.3369503,381.7406143,221.1266827,2.653086934,180.0616998,0.942894153,11.85999966,23.89999962,14.69692156,0.120520804
13.2688,52.20426,37.25299835,706.0323931,610.5866333,400.8864394,266.8742435,4.312314648,222.4514176,0.969036597,12.18999958,23.60000038,14.70021856,0.137251011
13.26882165,52.20428667,37.20700073,507.60005,437.6091331,323.9561192,217.0040865,2.257028806,258.4113067,0.937759677,12.0699997,25.70000076,14.70358956,0.184743811
13.26884333,52.204315,37.14599991,526.6564832,436.9461839,334.5464373,213.7903576,2.15986949,293.6113593,0.93209967,11.90999985,25.5,14.70695072,0.176984372
13.26886333,52.20434167,37.0699997,683.9879798,633.0602085,480.4145358,332.3822551,6.779506667,259.8603651,0.925561774,11.80000019,25.60000038,14.71025877,0.135318427
13.26888501,52.20436667,37.01300049,699.9151929,582.6052361,423.4420889,286.0827256,1.215470487,253.3876215,0.91481434,11.63000011,26.39999962,14.71346859,0.130703598
13.26890666,52.20439334,36.97299957,670.6778201,601.4242772,469.6245561,292.7017712,2.111990459,253.0247477,0.94535914,11.64999962,26.60000038,14.71669832,0.140955778
13.26892665,52.20441999,36.91699982,950.7902563,995.9532113,784.1938333,524.6073469,5.692058587,420.9764092,0.944129468,12.25,25.79999924,14.72001961,0.099299447
13.26894833,52.20444667,36.9070015,1091.493878,1186.498847,1011.031387,775.2250571,2.03298002,571.5649139,0.942177615,11.97000027,26,14.72338467,0.086320009
13.26897001,52.20447334,36.9070015,1064.832587,1208.090088,1106.871806,988.3266814,2.164740013,726.6250248,0.947875775,11.5699997,27.39999962,14.72667663,0.089016413
13.26899001,52.20450001,36.89099884,805.6715369,813.2450707,681.3462229,574.0998926,1.757626452,445.1696145,0.920038379,11.8199997,25.60000038,14.72993923,0.114195219
13.26901166,52.20452666,36.88899994,654.6537512,618.0726906,496.2551082,305.914881,1.394363635,239.3794355,0.910890182,11.72999954,26.39999962,14.73317358,0.139140757
13.26903165,52.20455333,36.8769989,878.9821528,919.4131518,650.9098565,417.378163,3.332696574,301.8392086,0.91739245,11.72000027,25.20000076,14.73647502,0.104369861
13.26905168,52.20458001,36.86500168,990.3737467,1185.731507,1162.222506,903.4249486,1.628993008,667.9987302,0.904079028,11.55000019,25.29999924,14.73966424,0.091286651
13.26907167,52.20460501,36.86800003,1080.431365,1138.100178,1030.864917,972.6846302,3.787620002,880.3539683,0.878830405,11.51000023,26.29999924,14.74286324,0.081340697
13.26909332,52.20463166,36.84299851,825.6063482,944.8229288,864.7031711,733.3485321,1.034573671,971.9161597,0.894566672,11.85000038,25.39999962,14.74610751,0.108352688
13.26911332,52.20465833,36.87099838,904.2505008,913.9562377,845.9437959,651.4213717,2.027122504,582.8433951,0.914402859,12,26.60000038,14.7494211,0.101122737
13.269135,52.20468501,36.87799835,777.3567722,767.4231431,690.2212601,770.6295174,1.757395701,454.2439404,0.892395718,12.03999996,25.29999924,14.75276072,0.114798732
13.26915668,52.20471166,36.90499878,804.508759,720.0666455,517.4483691,371.8747279,1.956605409,341.5781634,0.844376706,11.86999989,26.5,14.75611138,0.104955564
13.26917667,52.20473833,36.95700073,805.538496,872.9669519,800.6011568,675.2108186,1.539173436,1645.566479,0.870372919,11.69999981,26,14.75940247,0.108048582
13.26919832,52.204765,36.99300003,889.5279632,1007.315844,828.7258141,593.5175934,1.617807088,469.761119,0.930838519,11.67000008,26.20000076,14.76259842,0.104644099
13.26921832,52.20479,37.0359993,995.708905,1068.410129,908.3677886,667.3934905,3.005663487,494.3921119,0.923543103,11.64000034,25.70000076,14.76583884,0.092752319
13.26924,52.20481666,37.06299973,1005.978414,1096.858098,986.572978,821.231265,2.778447904,622.1558487,0.907883762,11.65999985,26.10000038,14.76907389,0.090248831
13.26925999,52.20484333,37.14300156,1085.760139,1111.594295,938.5213533,773.4299549,3.734005226,584.3303483,0.905362738,11.80000019,26.39999962,14.77233667,0.083385152
13.26928167,52.20486833,37.17499924,874.4286187,816.2857239,630.6986437,453.2531019,2.301691397,354.335589,0.9060173,11.51000023,24.39999962,14.77557005,0.103612494
13.26930332,52.204895,37.2140007,812.527708,818.4846173,580.9811331,428.5212994,3.173049455,444.3117793,0.923849124,12.03999996,24.20000076,14.77888529,0.11370063
13.269325,52.20492333,37.26399994,582.3046082,535.3039691,400.4853714,296.0649812,11.25235533,239.9310368,0.90336799,12.51000023,25.5,14.78224649,0.155136672
13.26934668,52.20495167,37.38199997,657.2902712,631.8251049,482.3238638,307.5935517,3.061634241,227.2195487,0.900016583,12.67000008,26.20000076,14.78574601,0.136928329
13.26936833,52.20498001,37.44900131,794.6703218,739.7530958,551.913808,360.9350021,6.74243115,263.1795713,0.91701524,12.3199997,24.5,14.78921408,0.115395682
13.26939001,52.20500666,37.48600006,688.9251328,587.7749165,446.9760972,359.0842628,2.986606359,277.0781878,0.889924478,12.14999962,25.20000076,14.79261703,0.129175789
13.26941334,52.205035,37.52899933,956.1825591,956.8516454,658.8547346,450.0271177,9.247411574,330.7018487,0.902629218,12.25,26.79999924,14.79603515,0.094399256
13.26943499,52.20506167,37.5909996,915.921533,971.9446858,799.6952256,616.666958,9.380643856,506.0477232,0.913579596,12.23999977,27.5,14.79945531,0.099744308
13.26945833,52.20509,37.65000153,676.6497845,707.9333501,569.8509317,424.1453971,1.311785671,245.4560197,0.887351196,12.39999962,26.10000038,14.8028758,0.131138917
13.26948001,52.20511667,37.7159996,791.3181084,583.1035487,401.9421224,280.6550222,3.15139842,376.7046736,0.91781882,12.10000038,25.5,14.80626115,0.115986076
13.26950165,52.20514499,37.79100037,700.8838177,636.6008265,457.9053012,335.9860886,3.715780504,283.6575815,0.921033646,12.34000015,25.29999924,14.80962219,0.131410317
13.26952334,52.20517167,37.8199997,772.9414161,668.1505846,553.2577646,616.9137391,6.525097945,410.6177539,0.910041339,12.35999966,26.20000076,14.81314926,0.117737427
13.26954502,52.20520001,37.89699936,731.3068662,701.7798576,522.9437466,327.0952434,5.126463814,278.0772377,0.919759357,12,25.79999924,14.81644219,0.125769277
13.26956666,52.20522666,37.95800018,655.7835617,491.3570236,480.3478157,1488.425935,3.899885131,727.73746,0.930575253,12.06000042,26.10000038,14.81978061,0.141902803
13.26958834,52.20525333,38.0320015,461.0518589,356.7059815,216.5200045,652.5473556,3.715402231,436.1570582,0.948455237,11.81000042,26.70000076,14.82313289,0.205715522
13.26960999,52.20528,38.07899857,309.0522149,254.544798,194.2864745,146.8481306,3.63288938,131.8250255,0.969678528,12.31000042,28,14.82644397,0.313758802
13.26963333,52.20530833,38.15100098,420.8724837,300.332657,163.2744505,137.6772988,7.057080763,318.2796195,0.999017688,12.35000038,26.60000038,14.82987154,0.237368259
13.26965501,52.205335,38.21799851,555.2640394,343.4506069,180.675086,286.291641,11.17248976,432.9486161,1.004986737,11.97999954,26.70000076,14.83325139,0.180992585
13.269675,52.20536167,38.27199936,377.5199016,221.8354733,142.5662524,1186.122169,8.074010539,526.610482,0.992613196,11.67000008,25.70000076,14.83653179,0.262930031
13.269675,52.20536167,38.3370018,437.6662981,376.7979994,223.2060078,119.794141,3.596890526,178.2269956,0.969422919,11.67000008,25.70000076,14.83653179,0.221498188
13.26971668,52.20541333,38.39300156,582.2258779,427.0333435,279.978022,250.9395565,4.978058443,230.2015751,0.9774548,11.26000023,26.20000076,14.84291125,0.167882404
13.26973667,52.20543833,38.44200134,472.8320743,425.0722301,348.5428798,232.3883168,1.107430193,241.4717009,1.011918396,11.15999985,26.20000076,14.84602388,0.214012215
13.26975667,52.20546333,38.47700119,411.758691,306.6995553,239.1753831,225.7798298,1.316672811,261.970874,0.995352753,11.36999989,26,14.8491903,0.241732057
13.26977835,52.20548833,38.50699997,458.1241538,364.4546611,212.4663805,178.971356,5.580550916,199.5462592,0.98735813,11.36999989,26,14.8491903,0.215521954
13.2698,52.205515,38.54600143,378.8677207,302.5033575,210.5521656,156.2786038,6.362371834,462.0705426,1.010838617,12.10999966,25.5,14.85565833,0.266805157
13.26981999,52.20554167,38.55799866,247.9777198,169.6092402,135.4202799,205.2226056,7.102190842,129.7386326,1.016363699,11.88000011,24.60000038,14.8590045,0.409860894
13.26984167,52.20556833,38.57500076,190.727203,129.8846667,156.1948268,145.9478957,19.8399586,888.9057555,1.019308209,11.86999989,25.89999962,14.86225782,0.534432526
13.26986332,52.205595,38.54999924,182.8715512,124.4266022,108.715143,103.9905384,0.806714489,130.2411774,1.027703897,11.80000019,26.70000076,14.86555499,0.561981287
13.269885,52.20562334,38.51800156,150.4658366,97.90259972,141.6971848,110.1518092,1.748059956,120.4680003,1.044273279,12.18000031,25.10000038,14.86887692,0.694026832
13.269905,52.20565167,38.45700073,169.5681692,124.3898623,136.4642912,124.1755816,0.738120241,140.3422129,1.033533469,12.56000042,24.79999924,14.87231397,0.609509128
13.26992668,52.20568001,38.39400101,358.2914416,249.9878289,174.783242,153.115625,1.896611191,172.7048546,1.012287241,12.53999996,24.89999962,14.87580024,0.282531795
13.26994667,52.20570666,38.31399918,467.1518374,435.6654825,311.6598681,223.8973241,4.91488299,216.6609317,0.986312036,12.28999996,25.20000076,14.87924794,0.211133074
13.26996832,52.205735,38.22600174,301.4924048,265.7684236,232.0635671,141.6298082,3.037868393,151.0471613,0.969431528,12.47999954,24.60000038,14.88268634,0.321544262
13.26999165,52.20576334,38.13399887,279.0842456,222.6079024,276.6506221,207.7840309,2.816859814,5579.013431,0.966415222,12.59000015,26.5,14.88617109,0.346280823
13.27001333,52.20579166,38.04000092,453.0452981,705.2087073,250.203923,162.8528203,5.003204911,380.155294,0.929941159,12.60000038,26.39999962,14.88969665,0.205264498
13.27003667,52.20582,37.99100113,567.4301902,531.332792,382.2113828,266.0858094,2.814225189,214.2642789,0.91556127,12.68999958,24.5,14.89323027,0.161352231
13.27005835,52.20584833,37.93000031,774.6653435,739.7260649,606.8699732,492.2931924,5.358758318,405.3260487,0.924213992,12.43000031,23.60000038,14.89671712,0.119304936
13.27007999,52.20587667,37.90399933,614.3059981,625.2620556,613.4693878,605.5658565,2.034606346,635.5682099,0.947729742,12.14999962,23.5,14.90008381,0.154276492
13.27009999,52.20590334,37.90499878,635.4678086,666.2131379,677.1148082,682.6617424,7.582344234,670.578802,0.927080527,11.60000038,25.29999924,14.9033849,0.145889456
13.27012167,52.20593,37.9129982,569.7147273,668.0256204,683.2270806,667.0065727,6.150936437,647.2694258,0.921857214,12.23999977,25.60000038,14.90672364,0.161810318
13.27014332,52.20595667,37.93099976,357.2054553,351.8595147,295.5609882,243.6196244,9.432186811,217.0584524,0.926586691,12.10000038,26.29999924,14.91007598,0.259398807
13.270165,52.20598334,37.95100021,232.1855557,193.9983667,109.3421721,82.31789943,3.578405506,329.9134404,0.912168124,11.94999981,26,14.91341559,0.392861701
13.27018668,52.20601166,37.97100067,264.1634561,200.7336367,174.7544791,96.62448423,1.807658644,103.4833831,0.916902298,12.43000031,25.39999962,14.91679776,0.347096571
13.27020833,52.20603833,38.00299835,259.3118575,145.2815994,103.7149863,1447.969292,3.434027922,228.1695582,0.906106009,12.30000019,25.70000076,14.92023817,0.349427141
13.27023001,52.20606667,38.0320015,608.8328343,412.8395826,303.36263,193.8644126,7.171513362,186.6432386,0.902395865,12.18999958,26.29999924,14.92363734,0.148217345
13.27025166,52.20609333,38.08300018,896.7911479,1028.092585,822.2194901,581.858724,7.24276003,750.0512219,0.901933597,12.27000046,26.39999962,14.92703204,0.100573428
13.27027334,52.20612167,38.11899948,505.3442463,412.218062,338.3179167,268.6782849,0.757408801,237.7398103,0.94300784,12.18999958,26.39999962,14.93043203,0.18660702
13.27029667,52.20614834,38.15000153,307.7835729,223.8267309,172.3799382,118.35459,0.100289424,117.4102657,0.948128775,12.64999962,26.20000076,14.93388247,0.30805048
13.27032,52.20617666,38.14300156,466.1142489,312.3988859,194.1148482,128.1245465,1.879176027,125.8484227,0.910097958,12.56000042,26.39999962,14.93737858,0.195252121
13.27034334,52.206205,38.15599823,401.9662545,249.5792936,213.3466966,144.3663338,1.276736222,448.0493129,0.902431537,12.97999954,26.79999924,14.94093179,0.224504303
13.27036667,52.206235,38.14099884,275.1349397,178.1819354,150.1345435,120.5134214,0.831785094,145.904896,0.930163434,12.85000038,25,14.94454659,0.338075359
13.27039,52.20626334,38.09799957,302.2008907,218.6071921,164.0420263,151.1856469,1.842218492,1002.857725,0.978222995,12.73999977,26.29999924,14.94809328,0.323699574
13.27041334,52.20629166,38.03099823,308.1253847,194.6082161,117.9582128,206.7426246,7.79334785,541.2902195,0.9895077,12.82999992,27.29999924,14.95166837,0.321138001
13.27043667,52.20632,37.93500137,308.3973052,198.5119782,173.5252774,110.4369881,3.706375699,186.6280084,0.970865094,12.86999989,27.79999924,14.9552453,0.31480985
13.27046,52.20634834,37.85100174,348.4948987,189.8653424,144.594953,509.2463086,4.51951233,167.5336523,0.940838293,12.60000038,28.10000038,14.95879567,0.269971898
13.27048334,52.20637666,37.73400116,490.3865637,336.5880949,246.6364543,165.7206028,2.409436881,146.5344901,0.970116544,12.55000019,27.29999924,14.96227842,0.197826901
13.27050502,52.206405,37.64699936,563.0123508,367.4935601,214.3652541,142.6644565,6.71779513,151.9344133,0.991432629,12.25,25.39999962,14.96571831,0.176094295
13.27052666,52.20643166,37.59700012,522.5478492,372.3209367,256.1432577,170.7101681,3.834261796,167.5483291,0.957876944,12.30000019,26.39999962,14.96907773,0.183308944
13.27054834,52.20646,37.51100159,554.6421783,451.1051602,307.9698279,160.8568367,10.81347954,170.4989315,0.988491,12.14999962,26.20000076,14.9724715,0.17822139
13.27056999,52.20648667,37.4449997,624.0386944,461.5652984,306.4954836,187.4782271,2.36093906,670.8587853,0.97889509,12.11999989,26.89999962,14.9758417,0.156864486
13.27059167,52.20651334,37.42100143,425.9022801,348.5282309,227.0436476,133.2545903,1.310329749,309.2170321,0.955695285,12.02000046,26.60000038,14.97919542,0.22439309
13.27061332,52.20654167,37.37400055,428.087715,299.5263904,202.5732822,128.4637738,1.651716194,142.5126437,0.953737665,12.19999981,25.70000076,14.98255988,0.222790244
13.270635,52.20656834,37.34299851,401.4762867,298.7330419,198.4103208,132.9424989,1.774739021,135.0773633,0.961337735,12.52000046,26.39999962,14.98599152,0.239450689
13.27065668,52.20659666,37.3390007,414.818641,339.285134,204.5590932,115.4310014,0.73832401,138.7508948,0.973150171,12.43999958,26.29999924,14.98946094,0.234596538
13.27067833,52.206625,37.31100082,298.4467459,185.9641948,134.3622305,93.64359597,1.493846664,1235.235485,0.963486014,12.64999962,25.5,14.99299753,0.322833479
13.27070001,52.20665334,37.28900147,337.1760003,208.8529026,182.637834,135.4537554,0.820525395,136.6995353,0.948368204,12.32999992,24.89999962,14.99645991,0.281268003
13.27072001,52.20668167,37.27199936,343.5427384,193.1257545,186.9330454,108.3653847,1.494631684,233.3541699,0.943423636,12.18000031,23.10000038,14.9998195,0.27461609
13.27074165,52.20671001,37.27199936,327.4784927,243.8207664,199.0929889,127.1444072,6.267996241,137.3908086,0.970754199,12.30000019,23.89999962,15.0032209,0.296432963
13.27076333,52.20673666,37.30799866,509.9020736,424.8920972,297.8031449,182.2122382,3.534456934,174.9944642,0.942468533,12.46000004,23.60000038,15.00666665,0.184833242
13.27078501,52.206765,37.35300064,431.3998608,401.796556,367.0926087,196.9916079,2.842850771,324.6719098,0.913396326,12.53999996,24.60000038,15.01016095,0.21172847
13.27080666,52.20679334,37.39899826,372.2797898,319.2264759,239.4741261,144.2230408,11.12133234,841.0276593,0.917419727,12.53999996,27.29999924,15.01016095,0.246432858
13.27083,52.20682166,37.43299866,440.782037,333.1064151,266.0299173,168.0153202,3.213715839,159.2176022,0.922024197,12.55000019,26.5,15.01710003,0.209179168
13.27085168,52.20685,37.47499847,451.4682793,410.8611936,295.0073097,1417.107447,3.017854816,1282.463463,0.922474579,12.71000004,25.10000038,15.02059992,0.204327662
13.27087501,52.20687833,37.51200104,494.5607207,471.1265164,369.6622266,238.3129109,0.192466903,207.1136409,0.900182483,12.92000008,26.60000038,15.02416601,0.182016575
13.2709,52.20690667,37.52899933,551.7039021,609.8321323,327.332993,701.3377225,11.0093564,280.8055645,0.900504114,13.13000011,27.10000038,15.02778483,0.163222357
13.27092333,52.20693666,37.56499863,767.1704853,691.2237356,475.6328842,308.6945803,3.607263627,283.3102921,0.923892657,12.93000031,27.10000038,15.03144533,0.120428598
13.27094666,52.206965,37.63399887,791.1041745,730.121803,559.3723313,388.4532817,1.672872133,311.0322469,0.932678143,12.0699997,27.89999962,15.03487042,0.117895743
13.27096834,52.20699167,37.66899872,735.7664195,705.4704018,533.2859579,406.245493,5.258964304,306.8760449,0.915680142,12.23999977,26.70000076,15.03825306,0.12445256
13.27099168,52.20702,37.69300079,708.1929819,651.5010351,469.0008175,300.8543314,2.177843986,189.3734402,0.915748956,12.44999981,25.79999924,15.04167663,0.129307827
13.27101332,52.20704667,37.70399857,602.2663364,609.5871456,490.3671208,328.477383,2.407345832,251.8404803,0.949579083,12.39999962,25.5,15.04513879,0.157667634
13.271035,52.20707501,37.75,466.9017162,449.5555027,341.376933,228.7924504,5.571062875,198.4573979,0.944845941,12.52000046,25.39999962,15.04863723,0.202365061
13.27105834,52.20710333,37.80199814,575.8782946,493.7161728,503.2575412,256.6288726,0.797792961,211.1621831,0.936316797,12.36999989,23.79999924,15.05205887,0.162589354
13.27107999,52.20713,37.84299851,538.5621896,584.4888839,408.9417437,248.4587635,0.650797774,196.4039242,0.96656348,12.32999992,25.29999924,15.05551476,0.179471099
13.27110001,52.20715833,37.89199829,503.9150156,456.0425824,342.5113552,246.3315347,1.774469344,194.1906516,0.96674108,12.25,25.89999962,15.05889594,0.191846055
13.27112166,52.20718667,37.93299866,445.3167889,408.545564,341.2158253,210.5301935,3.519980355,166.1032294,0.93241629,12.43999958,25.39999962,15.06235472,0.209382694
13.27114499,52.20721334,37.99399948,468.4777162,456.5586667,397.2765068,189.8962656,2.097586535,208.3323016,0.95583165,12.42000008,25.60000038,15.06581563,0.204029267
13.27114499,52.20721334,37.99399948,437.0543484,449.6545748,344.2508396,262.7454702,1.661257987,266.7149787,0.973741452,12.42000008,25.60000038,15.06581563,0.222796422
13.27118832,52.20727,38.17499924,461.2856874,453.8929963,383.3425982,233.867672,0.66670446,207.7201153,0.961747513,12.3199997,26.60000038,15.07261453,0.208492815
13.27121,52.20729667,38.22600174,496.1739495,471.9790626,383.0425415,287.2545041,3.373808427,218.0964085,0.968577377,12.02999973,25.89999962,15.07599635,0.195209236
13.27123,52.20732333,38.27700043,456.1366093,398.2499592,407.7050231,259.492944,6.463947895,195.4651737,0.959395624,11.78999996,25.5,15.07930928,0.210330766
13.27127167,52.20737667,38.38899994,530.0093069,493.6993746,356.3867666,221.0320417,2.17966019,221.0690148,0.986693607,11.82999992,23.70000076,15.08584441,0.186165336
13.27129332,52.20740333,38.43999863,487.7003507,470.0910971,398.8844739,289.1204631,0.592588646,223.7445491,0.968221664,11.93000031,23.89999962,15.08919016,0.198527982
13.271315,52.20743,38.52099991,540.2268222,593.6315032,514.1736359,376.0914159,1.117305437,293.8846922,0.889234198,11.68999958,26.10000038,15.09242491,0.164603859
13.27133665,52.20745667,38.56600189,513.204074,503.3335398,410.5309244,312.0081604,1.648299032,269.9324268,0.897764169,12.11999989,26.39999962,15.09573384,0.174933173
13.27135833,52.20748334,38.60499954,510.4432713,498.6615278,379.2083047,276.2180848,1.278276564,223.8627559,0.954647498,12.11999989,26.39999962,15.09573384,0.187023231
13.27138001,52.20751166,38.66999817,441.4794187,404.7786039,345.2650724,226.3128974,2.001085456,182.4899722,1.000642288,12.5699997,25,15.10268927,0.226656611
13.27140166,52.20754,38.72600174,442.1013624,444.0799269,347.3160647,262.2911077,2.608664686,199.6210101,0.965268185,12.64000034,26,15.10614785,0.218336397
13.27142334,52.20756833,38.79100037,486.3205069,442.398582,367.1619726,254.887326,0.617539954,304.2768515,0.953266653,12.72000027,25.70000076,15.10967224,0.196016133
13.27144667,52.20759667,38.81100082,423.8003485,348.389849,283.2282032,187.2948872,2.951766392,178.758236,0.954507587,12.85000038,23.5,15.11325311,0.225225767
13.27146832,52.20762666,38.89899826,576.2349802,589.1536138,666.437602,937.4107451,4.904026819,1814.745643,0.931311661,12.76000023,25.79999924,15.11677109,0.161620119
13.27149166,52.207655,38.95500183,587.3741159,585.7728098,903.2194885,871.5518479,2.635745029,3414.637526,0.948491415,12.77999973,25.79999924,15.12032644,0.161479948
13.27151499,52.20768167,39.02799988,602.0644911,601.3702841,430.1862208,281.2139595,2.911439178,244.9996091,0.967765674,12.13000011,26.70000076,15.12381317,0.160741198
13.27153502,52.20771,39.10599899,606.7340972,678.6212194,566.6141461,389.861962,2.990883835,233.3375791,0.97640079,11.98999977,26.29999924,15.12716007,0.160927298
13.27155835,52.20773667,39.1629982,631.5552448,644.612565,492.1993186,371.0530777,3.545769331,440.4262805,0.958439261,12.59000015,26.10000038,15.13059533,0.151758578
13.27158168,52.20776501,39.20399857,621.3593246,636.5490204,528.843073,396.2163752,2.546913023,260.2462161,0.955047595,12.57999992,26.29999924,15.13404206,0.153702947
13.27160333,52.20779333,39.24000168,540.7581364,498.7617073,420.1210187,307.7371377,0.420175794,301.155482,0.965906442,12.28999996,26.10000038,15.13752709,0.178620788
13.27162501,52.20782167,39.31600189,579.7779157,641.3470307,523.3318437,633.2371932,2.756843847,981.5837545,0.942158298,12.39000034,27.29999924,15.14097765,0.162503309
13.27164834,52.20784833,39.36299896,598.060882,634.2424393,531.5099554,379.3528957,1.366346585,402.4866789,0.950785834,12.26000023,27.29999924,15.14444276,0.158978101
13.27166999,52.20787667,39.375,576.3770779,681.6860954,1371.851153,589.5666227,4.524004455,11860.04688,0.993514703,12.93999958,26.39999962,15.14785875,0.172372348
13.27169333,52.20790501,39.38199997,478.0793489,630.8144646,747.5911379,372.6443256,13.81861205,2842.955611,0.96529191,12.97999954,26.5,15.15147807,0.201910397
13.27171666,52.207935,39.34899902,577.6055295,620.1628977,499.3123376,587.3966298,1.301764153,2237.606093,0.944988654,12.73999977,25.10000038,15.15501209,0.163604503
13.27173834,52.20796334,39.35699844,506.1287347,496.9886982,403.924093,312.1945111,0.388937177,256.4119601,0.952189438,12.81000042,26.39999962,15.15861599,0.188131867
13.27176167,52.20799166,39.38700104,602.7555545,535.1337981,392.7818524,287.1930814,2.617157372,257.767448,0.982724911,12.82999992,27.5,15.16212715,0.163038715
13.27178501,52.20802,39.39899826,448.6224179,447.9420712,365.952198,266.3131758,3.490738752,216.9457071,0.976124255,12.65999985,25.89999962,15.1656991,0.217582585
13.27180665,52.20804833,39.39899826,478.8994161,496.5372288,391.3409397,284.1964411,0.745096753,320.5551724,0.955265829,12.3199997,25,15.16918615,0.199471078
13.27182999,52.20807667,39.4090004,449.8553349,405.5840971,313.237334,226.2799357,3.67971232,188.2314442,0.973432095,12.39000034,25.20000076,15.1725644,0.216387807
13.27185167,52.20810334,39.45000076,437.5630385,365.6959295,265.119393,204.0144438,2.027637091,813.5354832,0.953570151,12.17000008,26.79999924,15.17597533,0.217927491
13.27187335,52.20812999,39.49900055,381.3956899,331.7959569,267.6320669,185.427619,1.168079045,159.9445753,0.950274954,11.68000031,27.10000038,15.17928873,0.249157235
13.271895,52.20815667,39.57799912,390.3686633,366.4910892,265.3846154,160.4409679,1.060787528,147.7876935,0.957430179,12.25,26.10000038,15.18261791,0.245263073
13.27191668,52.20818501,39.61800003,515.3184659,471.8522794,369.8374715,246.0193647,2.04494688,215.3683069,0.926604794,12.5699997,24.89999962,15.18607054,0.179812069
13.27193832,52.20821166,39.68000031,565.6801847,604.5433518,527.2164612,394.4493373,8.461539629,336.640175,0.927220758,12.26000023,25.10000038,15.18951341,0.16391254
13.27196166,52.20824,39.75099945,573.5487941,600.3642999,511.4844367,392.8160869,1.956120181,1234.713579,0.943999252,12.22000027,26.79999924,15.19294795,0.164589179
13.27198334,52.20826667,39.83100128,588.1912486,605.0280939,520.5384979,392.7913023,1.214501613,329.7853934,0.963513361,12.25,26.70000076,15.19631381,0.163809537
13.27200499,52.208295,39.86399841,485.9207038,500.593007,400.6379962,293.2388423,1.54295311,253.1793268,0.977716245,12.22000027,25.10000038,15.1997092,0.201209012
13.27202501,52.20832167,39.91400147,514.1100553,497.8020268,365.9782629,268.3229163,2.949241877,224.4759353,0.958076987,12.10000038,24.5,15.2030914,0.186356399
13.27204666,52.20834834,39.97800064,553.9948331,517.0804005,388.5085384,266.1262254,1.744821597,203.8282608,0.947604263,11.89999962,24.70000076,15.2064201,0.171049296
13.27206666,52.20837499,39.99599838,542.6568566,521.5880121,380.3479288,301.7510358,10.77811951,378.8979321,0.930583841,11.89000034,24.29999924,15.2097279,0.171486609
13.27208834,52.20840166,40.04100037,515.1121587,516.2270771,438.0311816,366.6908906,2.625684988,384.0168616,0.945542175,11.61999989,24.29999924,15.21301415,0.183560446
13.27210833,52.20842834,40.08200073,554.9686041,586.9570064,532.4310537,439.5927388,1.376614948,276.1069045,0.955317197,11.97000027,25.60000038,15.21634197,0.172138962
13.27212833,52.20845666,40.10300064,563.9169358,500.6327439,441.1484555,406.5514901,1.184778719,393.1839312,0.944761337,12.10000038,25.20000076,15.21963795,0.167535549
