E,N,H,Rho 1,Rho 2,Rho 3,Rho 4,Rho 5,Rho 6,Gamma,V,Kurs,Strecke gesammt,GWI
13.26806835,52.20518667,36.21099854,516.3729842,381.0455117,244.0680272,154.2510634,4.090365195,140.5530965,0.917881198,13.13000011,26.5,3.960206208,0.177755465
13.26809168,52.20521666,36.23300171,685.2583024,735.4787582,637.0335986,417.2524451,1.250870015,251.5962333,0.882249994,13.19999981,25.29999924,3.963835319,0.128747071
13.26811501,52.20524667,36.25500107,750.9612544,704.55464,537.2277758,344.6867137,1.220253639,244.3785652,0.880837753,13.28999996,25.79999924,3.967511679,0.1172947
13.26813835,52.20527666,36.26499939,439.4383231,335.4773803,235.7912863,162.4643055,1.790983151,140.6325195,0.901034235,13.53999996,25.20000076,3.9712805,0.205042252
13.26816168,52.20530667,36.30199814,474.6127972,548.6262195,326.4042096,227.3470846,4.934225037,154.0036854,0.897360419,13.56000042,24.20000076,3.974998684,0.189072108
13.26818501,52.20533834,36.29800034,456.3247104,462.4660626,279.692547,160.0680995,3.035471503,154.4717772,0.891373856,13.64000034,24.89999962,3.978775778,0.195337626
13.26820835,52.20536833,36.32600021,505.5705593,444.9082086,309.9979609,203.1362342,0.327670573,168.7035404,0.910373105,13.96000004,25.29999924,3.98264352,0.180068457
13.26823333,52.20540001,36.33499908,634.3552466,563.9041609,362.3589407,222.8153813,4.693106879,168.8272575,0.900608337,13.85999966,25.10000038,3.986530387,0.141972237
13.26825666,52.20543167,36.34299851,686.2105696,717.9457169,581.4146898,434.4329156,1.921091471,351.7820259,0.875857458,13.86999989,26.79999924,3.990324255,0.127636836
13.26828168,52.20546166,36.3199997,693.0852268,717.696892,575.2785326,404.9557274,0.532318823,291.2782156,0.914010812,13.71000004,27.39999962,3.994212457,0.131875674
13.26830667,52.20549334,36.32500076,606.4827266,576.1773791,477.5133237,362.7277316,1.563905874,273.5605331,0.936585117,13.71000004,26.5,3.994212457,0.154428985
13.26833166,52.20552333,36.3199997,699.2090217,687.8740114,550.8751084,393.9562866,3.027510952,306.1717996,0.924179083,13.78999996,26.39999962,4.001801051,0.132174937
13.26835667,52.20555499,36.31399918,698.8932044,750.1900382,680.3632112,537.3227553,1.456218801,396.0320895,0.925731885,13.71000004,25.70000076,4.005613403,0.132456845
13.26838166,52.205585,36.30699921,769.7657232,877.5882446,813.7622905,661.6537835,3.918078529,560.3609599,0.904188031,14.0699997,26.20000076,4.00951598,0.117462756
13.26840668,52.20561667,36.32899857,867.8430077,899.0380826,799.8438894,647.1553678,3.062003424,506.0497165,0.912163635,14.47000027,25.79999924,4.013432754,0.105106987
13.26843335,52.20564833,36.31100082,510.7112328,445.2554861,353.1268012,343.62328,1.552468728,403.289049,0.909591867,14.01000023,25.79999924,4.017536144,0.178102969
13.26845834,52.20568001,36.31700134,483.8412172,508.8537614,318.7705242,226.4442215,1.284917861,1066.751278,0.870001984,13.96000004,26.29999924,4.021274793,0.179811466
13.26848332,52.20571167,36.32699966,439.8010084,397.7555013,266.9583696,125.3513934,0.338542669,131.2040965,0.868771512,13.93999958,26.60000038,4.025151014,0.197537408
13.26850665,52.20574333,36.34000015,532.3737453,497.7809369,374.988232,252.2191783,1.349798867,179.5687541,0.89927298,13.81000042,24,4.029009351,0.168917605
13.26853167,52.20577334,36.36500168,429.665029,376.0771985,290.0578,207.4242608,2.078896071,175.3674888,0.908402716,13.47999954,24.39999962,4.033101881,0.211421143
13.26855501,52.205805,36.38399887,424.8311541,426.9891451,293.2256528,203.7856147,1.668205534,160.9251528,0.882714975,13.39000034,25.39999962,4.036583867,0.207780189
13.26857834,52.20583499,36.40200043,395.3136196,354.2371969,249.456694,171.3145515,1.681290921,127.1702629,0.885750739,13.46000004,26.10000038,4.0403135,0.224062793
13.26860167,52.205865,36.44800186,495.2418937,433.6363398,311.5923477,205.8871821,5.373357537,142.6867586,0.90993927,13.34000015,26.79999924,4.044016928,0.183736328
13.26862501,52.205895,36.45199966,501.3763937,407.9323651,282.3785813,186.6241752,2.448911948,686.318213,0.940665152,13.40999985,26.29999924,4.047751615,0.187616562
13.26864999,52.205925,36.45999908,561.9696356,429.2921438,296.3363346,194.0732786,3.172218454,149.783885,0.938725916,13.5,25.60000038,4.051441548,0.167042106
13.26867501,52.205955,36.48899841,570.6106955,546.7641607,455.8009916,349.3711777,2.135099946,267.1857882,0.905995483,13.46000004,25.60000038,4.055184423,0.158776464
13.26869834,52.20598501,36.51499939,707.0204251,781.6877356,661.8201092,480.1231375,1.557408943,360.4904777,0.888186194,13.43999958,27.29999924,4.05908585,0.125623838
13.26872333,52.206015,36.52600098,531.0584504,444.9211315,323.9656928,249.066452,1.054304444,210.9030679,0.891896054,13.51000023,27,4.062707495,0.167946872
13.26874835,52.20604501,36.55799866,587.2973666,528.0950404,383.7134501,251.0212895,0.998986935,174.8951099,0.928547958,13.60000038,26.79999924,4.066474746,0.158105248
13.26877333,52.206075,36.56100082,689.9497315,663.6398488,525.4063378,393.8791403,0.969954819,259.6819448,0.909231195,13.69999981,27.60000038,4.070246666,0.131782238
13.26879832,52.20610499,36.54499817,808.787121,873.6496172,791.3702822,628.5024953,1.286161379,482.4886169,0.905463525,13.77000046,26.10000038,4.074065412,0.111953257
13.26882334,52.20613667,36.58200073,816.982494,982.2051485,984.1884143,857.6743897,1.325978861,747.2755896,0.903235022,13.61999989,26.20000076,4.077841123,0.110557451
13.26884667,52.20616667,36.5890007,590.0287884,530.686435,420.1838855,302.0697348,1.22431062,247.8208829,0.889717429,13.46000004,26.39999962,4.081596284,0.150792207
13.26887166,52.20619667,36.58599854,560.3693196,491.2650587,346.1787069,221.5363828,1.075250944,163.1084053,0.88920636,13.51000023,26.5,4.08534117,0.158682199
13.26889668,52.20622667,36.58800125,572.0123386,494.3438864,371.5810983,254.3780303,2.711339013,199.0083607,0.893370526,13.69999981,26.70000076,4.089121213,0.156180289
13.26892001,52.20625833,36.56100082,688.6852489,726.326732,597.2495948,423.328633,1.539098711,308.0396237,0.923038641,13.86999989,25.39999962,4.092949373,0.1340291
13.268945,52.20628834,36.52700043,647.902592,605.8417452,451.9848675,299.2294596,2.035501352,242.9724041,0.965367093,14.01000023,26.10000038,4.096820774,0.148998801
13.26897001,52.20632,36.48799896,562.8444523,592.2492132,487.8690636,344.2107207,4.092288987,304.1295495,0.945378473,14.31000042,25.39999962,4.100763465,0.167964429
13.268995,52.20635333,36.46300125,508.9314403,580.5166353,444.8402049,270.0738392,4.881235312,329.4244424,0.916200443,14.35999966,25.39999962,4.104774617,0.180024335
13.26901999,52.20638499,36.39400101,445.4894632,871.9441339,792.1512783,511.9635634,10.13655197,717.5868106,0.906156995,14.23999977,26.20000076,4.108707947,0.203407054
13.269045,52.20641667,36.33800125,561.0561374,556.29775,420.1611008,271.1115913,0.712139527,237.44459,0.906026364,14.36999989,24.60000038,4.112739831,0.161485866
13.26906999,52.20645,36.30199814,576.9646433,596.326767,379.6716872,246.1239331,3.664797712,787.1171347,0.933544339,14.19999981,25.60000038,4.116699205,0.161802694
13.26909501,52.20648166,36.21300125,572.2567988,508.919824,384.7364314,309.9232655,6.386687455,368.9417856,0.943922318,14.44999981,26.10000038,4.120630518,0.164947331
13.26912168,52.20651334,36.15499878,526.766616,484.2179853,457.5878412,288.9933054,1.673882276,230.9957617,0.938038998,14.18000031,27.70000076,4.124618347,0.178074876
13.26914667,52.206545,36.10900116,475.4599332,488.8322483,388.8929319,280.1497273,0.371246336,192.268484,0.919764673,14.26000023,26.20000076,4.128554968,0.193447357
13.26917334,52.20657667,36.06100082,460.5630391,426.3690052,324.8673814,249.7024704,3.58348098,216.3714063,0.902516504,14.14000034,26.89999962,4.132550095,0.195959386
13.26919832,52.20660833,36.00400162,400.328871,453.9766709,335.4915637,231.9774616,1.928623873,261.2160404,0.928720755,14.18000031,27,4.136432212,0.231989452
13.26922499,52.20664001,35.97800064,351.199896,387.5423047,290.0637458,208.3447357,1.980779403,1549.909145,0.922545746,14.13000011,28.39999962,4.140365616,0.262683946
13.26925001,52.20667167,35.94900131,428.3377333,440.2926626,362.7090644,889.3735221,1.380952878,170.3175272,0.914531107,14.10999966,26,4.144290591,0.213507015
13.269275,52.20670333,35.9640007,362.1650372,362.5384204,309.0584988,223.1420616,3.688963815,2070.846288,0.923747174,13.78999996,27.79999924,4.148213079,0.255062493
13.26929833,52.20673334,35.96799851,356.6575745,589.2902742,432.9015193,2824.418804,4.360263638,343.5489966,0.912263483,13.64000034,25,4.151976761,0.255781329
13.26932335,52.20676333,35.95500183,359.6259732,365.1657725,275.3064454,176.2321288,0.812138941,236.0278876,0.921101282,13.68000031,25.89999962,4.155771828,0.256127574
13.26934834,52.20679499,35.98600006,325.0239347,330.3010138,274.7748721,359.0664093,0.095227804,179.1235049,0.929577826,13.69999981,27,4.159568076,0.286002884
13.26937167,52.20682667,36.00500107,319.6811448,288.6365508,207.1358094,247.919731,0.846939623,966.2793567,0.925944626,14,25.29999924,4.163421639,0.289646306
13.26939834,52.20685833,36.04000092,327.7432609,273.2061554,179.4546848,123.2934749,1.002765293,130.8447014,0.901227689,14.31000042,26.89999962,4.167348106,0.274979777
13.26942333,52.20689,36.02899933,300.416391,286.5862564,200.0207646,131.0588509,1.198505753,115.5235064,0.882543094,14.14000034,26.60000038,4.17130428,0.293773283
13.26944834,52.20692167,36.05199814,404.9144504,375.5731574,286.3425743,197.404393,3.840285021,140.9559208,0.873502747,13.72000027,25.70000076,4.175173257,0.215725259
13.26947168,52.20695167,36.09899902,397.2723674,372.4851624,327.4324463,239.5301,6.075752392,507.9857495,0.850418292,13.61999989,25.29999924,4.179021115,0.214064295
13.26949666,52.20698166,36.15100098,433.2269275,416.5868331,329.7214103,1016.881254,6.769477775,2891.517208,0.856187616,13.48999977,25.60000038,4.182778098,0.197630286
13.26952168,52.20701334,36.18600082,411.716451,422.8911406,358.143278,271.6539158,1.656530787,242.5069967,0.884050946,13.48999977,28.60000038,4.182778098,0.21472325
13.26954502,52.20704333,36.24200058,555.7569317,590.8148409,478.7057326,339.2678201,0.870069851,480.8404941,0.854849564,13.22000027,26.5,4.190186023,0.153817166
13.26956835,52.20707167,36.29000092,516.1253269,571.0575579,495.1866255,410.3933111,4.336812713,346.5350811,0.81605831,13.26000023,26.29999924,4.193836416,0.158112433
13.26959168,52.20710166,36.35100174,631.3485989,668.6138494,618.7605344,486.7337461,3.401138119,357.0239767,0.85163551,13.05000019,26.39999962,4.197485084,0.134891486
13.26961501,52.20713,36.44800186,684.3028099,728.9332083,612.6618806,420.0197711,2.714421362,482.9372263,0.898728781,12.92000008,25.79999924,4.201091299,0.131334954
13.26964,52.20716,36.51200104,597.6520745,614.9566742,513.4318412,385.4566169,1.485540901,280.7672396,0.900320224,13.31000042,27.29999924,4.204735463,0.150642868
13.26966333,52.20719001,36.58399963,496.5726476,575.0965446,476.4754361,344.9961487,2.242266,264.1109153,0.880320178,13.69999981,25.5,4.208486574,0.177279232
13.26969001,52.20722167,36.66999817,547.9488915,484.9663997,374.4525868,260.6223028,2.009751264,221.4853632,0.873994092,14.3199997,26,4.212376186,0.159502849
13.26971499,52.20725333,36.76100159,568.7121494,506.4097483,339.1568921,212.8035697,1.781594438,116.6828707,0.895877057,14.47000027,26.29999924,4.216495827,0.157527329
13.26974166,52.20728666,36.8390007,514.6616724,428.3295459,285.0229553,259.8318273,3.705684851,190.3431333,0.915893576,14.52999973,26.70000076,4.220447085,0.177960323
13.26976668,52.20731834,36.92300034,616.3092557,597.3738924,435.3986448,263.3768367,2.532366576,186.208086,0.910983826,14.26000023,25.20000076,4.224407405,0.147812777
13.26979167,52.20735167,37.02299881,464.7547546,440.9611021,309.4952993,221.9215069,1.096548805,199.8111362,0.905805737,14.39000034,23.79999924,4.228420494,0.194899725
13.269815,52.207385,37.11199951,568.4155722,576.7679426,432.5748062,300.8156139,2.504399995,212.0992642,0.923378888,14.32999992,23.29999924,4.232433372,0.162447852
13.26983833,52.20741666,37.18299866,560.4444698,501.8546158,382.7045072,269.7806069,1.566099492,198.1879875,0.9495121,14.60000038,23.5,4.236497411,0.169421263
13.26986167,52.20744999,37.25899887,571.5267866,481.9627093,387.3282298,390.9003434,18.09778957,267.6464505,0.934357288,14.40999985,25,4.240421787,0.163484426
13.269885,52.20748167,37.35699844,531.3996224,547.7220357,461.9374604,362.2931488,0.237123498,174.1564371,0.90462677,14.17000008,26.29999924,4.244425785,0.170234741
13.26990999,52.207515,37.44599915,442.3510247,437.2007174,351.0159559,264.2639852,1.891148275,258.2684746,0.925613379,14.02000046,25.89999962,4.248399788,0.209248612
13.26993332,52.20754499,37.53099823,476.9785633,484.0529343,392.6441292,277.4811608,0.720630824,222.1575561,0.934158615,13.77999973,26.29999924,4.25221518,0.195849182
13.26995834,52.20757667,37.61800003,549.7050665,634.7115535,512.7509639,364.3463833,1.59748208,318.6760979,0.936785989,13.84000015,24.89999962,4.256039526,0.17041611
13.26998167,52.20760833,37.70600128,545.4836099,553.0627257,413.6117793,278.6756074,2.955462365,230.1299793,0.948143588,14.07999992,25.39999962,4.26004356,0.173817063
13.27000666,52.20764,37.75400162,540.5291613,564.7866988,462.9349552,357.3255528,0.657670111,289.0898679,0.923065091,13.81000042,24.60000038,4.263807769,0.170770637
13.27002999,52.20767001,37.86100006,386.7920679,616.4035706,442.3204413,272.4591412,4.882935323,178.6896259,0.921281049,13.8199997,25.60000038,4.267592415,0.238185094
13.27005501,52.20770167,37.93299866,570.7915403,575.5449115,392.71947,287.9234709,3.926863294,726.3775536,0.944290103,13.69999981,26.39999962,4.271414022,0.165435196
13.27007999,52.20773166,38.0019989,539.5134008,553.4722001,500.7220872,256.1395149,2.154656,351.7198374,0.974252335,13.76000023,26.5,4.275222083,0.180579821
13.27010333,52.20776334,38.0909996,479.780957,508.5628669,354.4100897,257.7557348,1.721678467,1100.490476,0.945366299,13.85999966,26.10000038,4.279065068,0.19704123
13.27012835,52.20779333,38.1629982,557.0265832,618.341942,500.3483625,317.1943108,4.546954618,377.5851365,0.95721734,13.93000031,26.5,4.282926585,0.171844104
13.27015333,52.20782499,38.23600006,477.5097212,570.2734244,478.0710218,318.7933585,4.815104034,220.9940221,0.9707056,13.93000031,26,4.282926585,0.203284992
13.27017832,52.20785667,38.33100128,552.8047388,543.0782159,410.0650055,285.6691908,1.062866202,759.3989469,0.906920782,13.84000015,26.10000038,4.290644281,0.164058069
13.27020499,52.20788666,38.40599823,504.1951529,502.1574735,420.2543982,313.6806812,1.974354143,241.6277417,0.918305588,13.92000008,26.60000038,4.294488077,0.182132966
13.27023001,52.20791833,38.4469986,482.8686895,545.4955334,399.7865015,291.5855818,1.664042712,273.3814262,0.941553052,14.22000027,26,4.298390494,0.194991531
13.27025668,52.20795,38.52899933,513.6833888,573.0532513,436.2332537,274.2642848,0.965179717,268.1167744,0.934276392,14.30000019,26.60000038,4.302361606,0.181877867
13.27028167,52.20798167,38.57699966,367.7961096,562.2849425,564.6961839,1538.983117,8.27341872,1289.373969,0.926596191,13.84000015,25.20000076,4.306466025,0.251932026
13.270305,52.20801333,38.61199951,509.0503093,527.6635136,396.803899,301.4024209,1.319192432,211.408264,0.939577325,14,25.5,4.3101886,0.184574551
13.27033002,52.20804501,38.65800095,454.4962417,434.7802324,340.307441,250.2851079,1.556774195,417.1205729,0.981438651,13.47000027,24.5,4.313995759,0.215939883
13.27035166,52.208075,38.68099976,492.8724396,463.5090209,379.3566108,265.7832661,0.550285054,225.8767364,0.977746082,13.31000042,24.39999962,4.317665594,0.198377106
13.270375,52.20810501,38.72700119,455.5122155,439.6005346,357.5402471,270.442655,2.986019048,243.7534578,0.977179733,13.57999992,24.20000076,4.321405007,0.214523277
13.27039668,52.20813667,38.75699997,387.6472899,399.4528998,332.2279366,255.6533184,0.377802909,216.9722177,0.971137253,13.55000019,24,4.325171642,0.250520842
13.27042001,52.20816666,38.76399994,432.4663469,460.4287488,386.6180305,293.4455322,0.794712872,547.8832233,0.962474118,13.47000027,24.39999962,4.328967438,0.222554685
13.27044334,52.20819667,38.75299835,386.6604563,373.541166,305.7875525,244.5785689,3.620040033,238.3193101,0.963936597,13.61999989,26.70000076,4.33279384,0.249297952
13.27047002,52.20822667,38.75699997,353.2734775,346.2290176,278.6113868,217.7934641,4.253075139,788.9914935,0.981368512,13.68000031,26.29999924,4.336477766,0.277792864
13.270495,52.20825833,38.7519989,432.9459836,416.6983018,297.0366284,223.4878339,0.286735077,198.2677547,0.964968314,13.75,27.5,4.340300621,0.222884228
13.27052167,52.20828834,38.75999832,490.1337119,431.6714863,315.7254013,216.421711,1.025193415,195.6857711,0.957591653,13.53999996,26.29999924,4.344078277,0.195373554
13.27054666,52.20831833,38.78300095,382.1720588,357.4410676,279.1832828,182.0433853,1.83581639,161.903387,0.947069568,13.36999989,26.89999962,4.347814749,0.247812352
13.27057168,52.20834834,38.79700089,379.5060524,359.4544401,271.3706834,175.5786671,1.10177239,170.6780794,0.956299677,13.47000027,27.29999924,4.351537032,0.251985356
13.27059666,52.20837833,38.8199997,396.7705225,358.948891,253.5325315,177.5559803,6.152683525,211.8001586,1.017924374,13.52000046,26.79999924,4.355294726,0.256552419
13.27062333,52.20840834,38.81700134,405.7021702,358.1669264,274.4118027,194.0955903,1.471414984,219.5889166,0.98020257,14.14999962,27.5,4.359129696,0.24160644
13.27064832,52.20844,38.8409996,451.3250138,446.2608986,356.2353858,243.3082786,2.260122171,208.2074838,0.9488306,14.21000004,25.89999962,4.363114087,0.210232221
13.27067334,52.20847166,38.86899948,471.1565314,448.5722241,328.7906481,224.7455785,2.079911346,823.9126318,0.956483621,14.43999958,25.79999924,4.367092303,0.203007612
13.27069833,52.20850333,38.88999939,407.2791184,417.545669,278.6103795,195.5546581,0.13625403,182.1716437,0.977834027,13.57999992,26.39999962,4.370944305,0.240089409
13.27072334,52.20853334,38.87200165,411.9405284,426.8123107,334.3642658,247.8638207,4.986762444,298.8317494,0.954968243,13.84000015,26.70000076,4.374754478,0.231821872
13.27074833,52.208565,38.88999939,509.1640943,521.0835692,417.4899844,284.3967774,1.195835915,273.6640179,0.953493918,13.93999958,26.29999924,4.378613965,0.187266527
13.27077335,52.20859668,38.92100143,594.3483343,555.2693589,399.6389429,272.2429715,0.85390233,230.4665038,0.983296707,13.93999958,26.20000076,4.378613965,0.165441148
13.27079668,52.20862834,38.95899963,460.9022432,375.3197952,272.5938551,207.5236819,5.772600304,223.0446107,0.968346133,13.86999989,25,4.386336968,0.210097943
13.27082167,52.20865833,38.96799851,505.5173994,414.2642876,339.9302068,244.7448426,12.41110692,483.9706613,0.953035287,13.76000023,25,4.390176199,0.188526703
13.270845,52.20869001,38.98600006,501.3874383,551.7715363,386.3150621,214.6994521,0.678472694,209.0952397,0.942544238,13.42000008,24.89999962,4.393950942,0.187987206
13.27086833,52.20872,39.0019989,492.1634256,393.0863393,288.2792517,249.3951012,6.140394667,263.6685558,0.95362453,13.43999958,24.79999924,4.397717908,0.193761763
13.27089167,52.20874999,39.02199936,383.0032835,372.1841334,284.5922912,223.7665681,1.528855909,251.9172407,0.984359897,13.47999954,24.89999962,4.401575532,0.257010825
13.270915,52.20878,39.06700134,521.3204658,450.8920919,305.3400878,235.4614747,1.477061199,252.8646798,1.00002626,13.51000023,23.89999962,4.405216236,0.191825629
13.27093668,52.20881,39.09899902,600.6168051,369.1542906,245.3631549,180.4579027,2.75441283,213.438109,0.975962021,13.18000031,24.70000076,4.408918706,0.162493292
13.27096001,52.20884001,39.11199951,370.5843793,398.0367573,324.9154728,275.3686633,3.788767782,335.2270272,0.965549167,13.43999958,25.70000076,4.412606356,0.260547724
13.270985,52.20887167,39.11899948,537.9301943,525.1075757,666.547557,304.8059646,0.420908414,284.4001719,0.993238928,13.52999973,26.70000076,4.416360719,0.184640858
13.27100999,52.20890166,39.09299851,473.8502238,441.9827067,469.136768,343.0766688,1.310631494,224.6566087,0.995545627,13.5,26.29999924,4.420101862,0.21009711
13.27103332,52.20893167,39.12099838,349.4116774,490.5475958,384.9749112,293.2021294,5.513537901,9281.950767,0.961604541,13.48999977,26.70000076,4.423819971,0.275206756
13.27105834,52.20896333,39.10499954,564.8164574,456.8869996,400.5527938,311.9406991,1.533764117,791.2762378,0.943688159,13.67000008,25.29999924,4.427623759,0.167078729
13.27108167,52.20899334,39.10200119,558.2330209,518.5976792,354.062935,234.5710734,1.52600705,227.1372387,0.970644275,13.72999954,25.60000038,4.431505509,0.173877975
13.271105,52.209025,39.10599899,456.7590136,383.28388,271.8580645,204.4834342,0.720381912,210.029249,0.954340793,13.77999973,24.89999962,4.435265878,0.208937484
13.27112999,52.209055,39.125,371.676015,348.7005541,328.3715532,162.6283422,8.268301896,403.1792784,0.965455569,13.60000038,26,4.439011557,0.259757297
13.27115332,52.209085,39.13600159,349.2343536,373.6366775,328.0219953,223.6314651,5.044483184,201.240229,0.968315607,13.43000031,27,4.442764699,0.277268143
13.27117666,52.209115,39.12099838,460.5403798,462.2468405,343.7543872,240.6936647,1.697359436,235.9329695,0.949916019,13.44999981,27,4.446506283,0.206261179
13.27120167,52.20914501,39.12099838,543.1735683,505.523328,370.8977247,241.9240107,0.848124549,220.2848446,0.963437491,13.52999973,27.70000076,4.450245718,0.177371939
13.27122666,52.209175,39.09700012,520.7426339,412.6321855,268.7414796,237.4410049,8.180179787,263.3770095,0.946045325,13.72999954,27.20000076,4.454039776,0.181672339
13.27125168,52.20920666,39.0870018,374.7557328,379.5410072,257.2422293,201.2192064,7.109890027,270.712908,0.964682224,13.68000031,28.5,4.457877081,0.257416269
13.27127832,52.20923667,39.05099869,496.488524,418.9324591,301.5788369,255.6870786,0.979355319,1429.104229,1.011437653,14.01000023,27.79999924,4.461737725,0.203718234
13.27130667,52.20926833,39.02399826,571.8312013,573.094971,400.985063,276.323918,0.848175083,243.2923346,1.011383786,14.5,28.39999962,4.465702131,0.176867541
13.271335,52.20929999,38.98899841,437.97471,383.1108622,281.776603,217.221602,2.432971985,340.8941432,0.948389621,14.48999977,28.89999962,4.46967234,0.216539814
13.27136167,52.20933167,38.96699905,464.5865154,369.7373522,272.9587725,215.1478777,5.497409361,207.1716086,0.952822119,14.40999985,28.39999962,4.473721956,0.205090352
13.27138999,52.20936333,38.95199966,463.532024,401.1670875,329.3108903,430.7096687,2.769721902,256.6931859,0.977601822,13.93000031,26.29999924,4.477660575,0.210902758
13.27141501,52.20939333,38.91799927,446.048019,359.9316251,202.927515,244.4872227,6.559908242,256.8590773,0.963356027,13.89999962,26.29999924,4.481543034,0.215975856
13.27144,52.209425,38.90599823,473.5062211,336.9854541,236.4142717,218.1537417,15.33630076,305.2247752,0.925436407,14.03999996,24.5,4.485362125,0.195443347
13.27146333,52.20945667,38.87900162,447.6587245,395.8436431,303.7722146,323.647295,7.618957178,3363.272817,0.935042575,13.68999958,25.20000076,4.489225322,0.208873976
13.27148666,52.20948666,38.85599899,426.1617778,392.099806,296.303572,216.9611846,0.37505469,182.9016766,0.946904031,13.40999985,26.20000076,4.492982327,0.222193561
13.27151168,52.20951667,38.82899857,560.7448222,439.5103655,325.8351116,292.5930683,7.888227468,239.6614412,0.949563129,13.23999977,26.79999924,4.496678108,0.169339616
13.27153667,52.20954666,38.76900101,447.1822826,443.9265014,351.3616586,369.9226152,2.726311658,974.6846532,0.939303259,13.15999985,26.29999924,4.500345578,0.210049301
13.27156,52.20957667,38.68999863,462.2707788,404.1538977,309.067691,231.9675051,1.513032503,222.5292627,0.94129104,13.35000038,26.60000038,4.504025556,0.203623305
13.27158334,52.20960666,38.625,484.0725384,473.9496478,382.5495459,247.4403284,1.961275228,204.9445899,0.940086127,13.32999992,25.5,4.50773883,0.194203565
13.27160502,52.20963667,38.4980011,494.194781,466.2846135,375.2854625,281.5923782,0.719331385,256.3321838,0.935614542,13.39999962,24.29999924,4.511498227,0.189321008
13.27162835,52.20966667,38.39899826,414.3544802,369.0418281,315.5633862,248.1055419,1.301134467,227.6471786,0.952735397,13.73999977,25.5,4.515216799,0.229932447
13.27165333,52.20969833,38.27700043,397.0658769,402.254433,284.6839895,242.1135518,0.703058992,217.0255297,0.952855768,13.73999977,25,4.515216799,0.239974227
13.27167667,52.20972834,38.10499954,378.6720504,351.088324,267.3790562,217.6903449,1.200612108,246.7803697,0.948754648,13.81000042,26.89999962,4.522895718,0.250547841
13.27170165,52.20976,37.99499893,353.2187397,353.3613938,257.6299609,213.2070025,2.186173664,246.5623771,0.94568692,13.64000034,25.29999924,4.526675164,0.267734073
13.27172667,52.20979001,37.90399933,383.6652187,400.1221623,316.9233066,189.1785076,1.860470634,217.1463061,0.961887283,13.57999992,24.89999962,4.530461205,0.250710056
13.27175001,52.20982,37.79999924,283.0686639,378.7412697,425.8648228,194.8860043,2.959067056,323.5932916,0.944710938,13.85999966,26.20000076,4.534305774,0.333739145
13.27177499,52.20985166,37.72399902,506.1836353,473.6705136,334.5418837,216.9645186,2.772261603,354.0366872,0.92727496,14.02000046,26.10000038,4.538147138,0.183189439
13.27180001,52.20988334,37.63399887,419.043804,474.3893002,347.4961815,225.4323552,1.380257912,232.1059592,0.957140231,13.60999966,25.29999924,4.541975877,0.228410544
13.27182334,52.20991333,37.54899979,391.2817129,347.9649893,302.7737961,157.3149876,0.505572257,176.828261,0.959700653,13.25,24.20000076,4.545722116,0.245271021
13.27184668,52.20994333,37.50999832,427.669394,372.6464694,278.6827576,182.7880531,1.24521627,150.3153976,0.92255116,13,25.5,4.549393525,0.215715965
13.27186832,52.20997334,37.44400024,584.4549532,493.8660877,303.8598772,199.6795197,6.302886005,204.0524704,0.954590436,13.5699997,24.70000076,4.553042117,0.163330028
13.27189166,52.21000333,37.39799881,393.2929405,327.3150783,235.5132643,178.776342,1.663526159,218.0701691,0.977206229,13.34000015,24.70000076,4.556835646,0.248467778
13.27191499,52.21003334,37.33100128,359.2946711,340.7689678,269.2134198,184.8190696,1.257420716,147.8763794,0.963194577,13.11999989,26.20000076,4.56046311,0.268079283
13.27193832,52.21006333,37.28099823,367.6140124,380.5341497,292.5057975,193.1330555,0.993725811,166.141497,0.948201859,13.15999985,24.79999924,4.564141847,0.25793409
13.27196166,52.21009334,37.19100189,375.3708504,335.3069933,231.8265289,155.5817194,2.041229324,136.6440371,0.97764827,13.46000004,26.20000076,4.567801416,0.260448639
13.27198668,52.21012333,37.13100052,413.8194899,476.4440106,411.0632686,279.3826645,0.752235307,203.415442,0.973019876,13.71000004,26.10000038,4.571632299,0.235131476
13.27201166,52.21015499,37.07699966,325.4755825,322.2834489,258.0407503,176.4051636,1.072614522,151.7596369,0.937674094,13.80000019,27.29999924,4.575394624,0.28809353
13.27203833,52.210185,37.01800156,379.9896048,403.8500406,337.7255824,210.808238,1.623651009,187.088123,0.944841644,13.72000027,28.20000076,4.579254213,0.24864934
13.27206332,52.210215,36.96799851,332.4971227,281.9293572,224.5145876,178.8949808,3.110389638,191.4555971,0.959025787,13.23999977,27.5,4.582968732,0.288431304
13.27208665,52.21024501,36.9129982,347.5137024,341.4638908,262.04425,199.0842364,1.783050382,227.7899381,0.95668913,13.07999992,25.89999962,4.5866163,0.275295369
13.27211167,52.21027333,36.86199951,379.4457776,414.8256166,349.5074429,297.3733215,1.506046621,277.1316513,0.955514236,13.21000004,26.20000076,4.590310198,0.251818387
13.27213666,52.21030334,36.81499863,309.2691491,392.1263209,322.671738,277.987778,1.116808339,274.613027,0.948333392,13.28999996,26.60000038,4.593947106,0.30663692
13.27215999,52.21033333,36.76399994,304.4268878,298.5346659,267.6864051,237.3072611,5.390139487,888.7816502,0.968751495,13.5,26.60000038,4.597668505,0.318221397
13.27218501,52.21036334,36.70399857,313.2310257,276.9208242,243.9739303,228.6578152,6.777383498,233.7420162,0.995846375,13.5699997,26.39999962,4.601432487,0.317927119
