X;Y;H;Rho1;Rho2;Rho3;Rho4;Rho5;Rho6;Gamma;BFI;lfd. Nr.;Datum;Zeit
13.98656832;52.91167666;45.11700058;110.376611;94.12349098;104.0140067;112.4563359;;73.56790396;1.517664879;1.374987749;1;44854;11:43:32.000
13.98660164;52.91167666;45.05500031;134.0025526;117.2744033;114.5194361;122.6889596;;71.93035838;1.515668667;1.131074474;2;44854;11:43:33.000
13.98663;52.91168334;45.04100037;169.2347018;138.4257343;131.4559128;132.1075139;;67.40667461;1.496122928;0.884052096;3;44854;11:43:34.000
13.9866567;52.91169497;45.02299881;203.6941432;148.4553119;131.4669121;131.7226857;;61.65014835;1.467252063;0.720321184;4;44854;11:43:35.000
13.98667831;52.91170998;44.98099899;222.3018502;144.9653434;122.1203644;126.9550703;;55.55913511;1.447608374;0.65119043;5;44854;11:43:36.000
13.98669669;52.91172835;44.97900009;223.9261002;132.6622187;108.6822771;119.8242634;;50.3248287;1.433892987;0.640342053;6;44854;11:43:37.000
13.98671335;52.91174831;44.98099899;208.8182833;112.0941791;103.6944621;115.786385;;49.52569583;1.42738642;0.683554331;7;44854;11:43:38.000
13.98673;52.91176999;45.02099991;179.1230069;90.36560867;95.18152944;118.209214;;51.51613326;1.441606881;0.804813913;8;44854;11:43:39.000
13.98674501;52.91179002;45.07799912;153.2476847;79.11173029;92.30275879;134.7968305;;55.67849853;1.459058905;0.952091973;9;44854;11:43:40.000
13.98676167;52.91181164;45.12799835;148.882161;80.07063755;95.77116743;155.5685725;;60.64953304;1.464507607;0.983668962;10;44854;11:43:41.000
13.98677832;52.91183497;45.24100113;166.2875146;82.45129387;116.2546741;175.7360432;;65.88192823;1.470964003;0.884590768;11;44854;11:43:42.000
13.98679498;52.9118583;45.29199982;192.766365;88.14128578;128.9962228;200.4391445;;65.46540925;1.472483607;0.763869572;12;44854;11:43:43.000
13.98681164;52.91188164;45.31600189;229.2247234;94.447989;134.1413387;215.5395821;;63.91018416;1.471950104;0.64214282;13;44854;11:43:44.000
13.98682836;52.91190497;45.36800003;259.8582632;94.01062955;144.9053945;225.8707759;;62.46835827;1.472592878;0.566690803;14;44854;11:43:45.000
13.98684502;52.9119283;45.41799927;277.6187308;88.24078072;144.4757577;253.5567929;;60.52735468;1.47282264;0.53051991;15;44854;11:43:46.000
13.98686333;52.91195164;45.43399811;284.7039349;83.17263785;149.2325405;267.941756;;59.16394085;1.466584817;0.51512629;16;44854;11:43:47.000
13.98688164;52.91197497;45.47700119;285.7225853;71.55995402;150.9947837;258.2821599;;64.21672013;1.457747329;0.510196745;17;44854;11:43:48.000
13.98690001;52.9119983;45.51200104;270.7922945;59.67307816;139.1984724;245.5868071;;69.82517551;1.450410586;0.535617377;18;44854;11:43:49.000
13.98691667;52.91202164;45.54299927;252.3613737;50.39678021;137.571268;224.3947479;;73.41850069;1.447719878;0.57366936;19;44854;11:43:50.000
13.98693498;52.91204669;45.57400131;226.6966679;40.24579752;111.2597613;176.207792;;79.79333329;1.451286809;0.640188858;20;44854;11:43:51.000
13.98695335;52.91207167;45.625;192.081624;30.66201319;92.08180987;142.1876011;;82.70741089;1.46024675;0.760221993;21;44854;11:43:52.000
13.98697001;52.91209666;45.68399811;158.0696826;28.89625217;82.72626787;135.3262007;;82.56944814;1.470916271;0.930549266;22;44854;11:43:53.000
13.98698832;52.91211999;45.73500061;132.7775219;28.2434415;72.31239162;137.8358968;;80.92846977;1.483177186;1.117039364;23;44854;11:43:54.000
13.98700498;52.91214167;45.79899979;116.5076648;29.16099566;79.33578407;145.6176742;;77.36919273;1.493325165;1.281739848;24;44854;11:43:55.000
13.98702164;52.91216501;45.85699844;111.7766257;31.88942876;85.33277026;184.5182306;;72.15963571;1.498224347;1.340373569;25;44854;11:43:56.000
13.98704001;52.91218669;45.93000031;112.9934269;36.03833994;105.8267916;215.7863159;;69.23877879;1.511886465;1.338030455;26;44854;11:43:57.000
13.98705667;52.91221002;45.95999908;114.7781228;38.30677693;118.8797315;218.6554763;;70.08779129;1.524784432;1.328462598;27;44854;11:43:58.000
13.98707333;52.91223335;46.02899933;116.3487931;39.62828759;116.4750778;226.2188768;;74.65120031;1.528906836;1.314071934;28;44854;11:43:59.000
13.98709164;52.91225669;46.09999847;110.9639481;39.68294788;125.6232087;222.1902527;;81.81685732;1.540524889;1.388311173;29;44854;11:44:00.000
13.98711001;52.91228002;46.17699814;102.2498293;39.19011179;123.6946829;177.7168418;;84.01757551;1.561789672;1.527425212;30;44854;11:44:01.000
13.98712832;52.91230501;46.26599884;94.93375674;38.27115466;101.7115004;136.3468694;;85.80188111;1.579166048;1.663439963;31;44854;11:44:02.000
13.98714835;52.91232834;46.34700012;88.29754111;38.36089514;82.43036377;110.8563349;;80.75473017;1.598843231;1.81074491;32;44854;11:44:03.000
13.98716666;52.91235167;46.44599915;81.90093822;39.20006081;72.25188493;73.85411425;;70.97184417;1.626070023;1.98541074;33;44854;11:44:04.000
13.98718497;52.91237501;46.55199814;78.35331579;40.13456484;55.42997303;46.87119017;;61.53165431;1.648968153;2.104528872;34;44854;11:44:05.000
13.98720334;52.91239669;46.67399979;74.73839784;42.86917275;44.76579447;37.16139486;;57.70532753;1.647372741;2.204185249;35;44854;11:44:06.000
13.98722331;52.9124183;46.7840004;70.94890624;45.59199643;41.9290218;31.21921275;;54.8966715;1.643035293;2.315800736;36;44854;11:44:07.000
13.98724168;52.91243998;46.86800003;69.15586929;47.12903956;38.622458;27.23719376;;55.48317141;1.643718276;2.376831198;37;44854;11:44:08.000
13.98725999;52.91246001;46.96300125;68.34148444;49.14762452;38.21128111;26.74866503;;57.84659271;1.625757511;2.37887357;38;44854;11:44:09.000
13.98728002;52.91248334;47.07899857;69.46427786;52.09290348;38.87875184;27.56839754;;59.43384939;1.611798352;2.320326939;39;44854;11:44:10.000
13.98729998;52.91250668;47.18199921;73.06088685;53.81117164;37.4107291;32.38070844;;59.24508109;1.611343825;2.20548079;40;44854;11:44:11.000
13.98732001;52.91253001;47.26300049;77.60636705;54.04087741;43.43996254;40.54441412;;60.45464263;1.603038408;2.065601663;41;44854;11:44:12.000
13.98733997;52.912555;47.34299851;80.25847287;53.60014819;45.62940147;62.37464596;;64.3614947;1.591219467;1.982618669;42;44854;11:44:13.000
13.98735835;52.91257833;47.38999939;84.38491764;51.90620745;53.82751915;90.78629582;;73.57649622;1.593997343;1.888960003;43;44854;11:44:14.000
13.98737666;52.91260166;47.47499847;90.21532047;49.13227149;62.25987615;139.7820771;;87.89248911;1.596045718;1.769151525;44;44854;11:44:15.000
13.98739669;52.91262665;47.5699997;96.75518976;44.59592298;78.29259139;178.7900407;;101.0249849;1.586225683;1.639421809;45;44854;11:44:16.000
13.98741665;52.91264998;47.64300156;102.8698679;40.7761123;96.98700375;197.8034976;;106.8134767;1.574930475;1.530992998;46;44854;11:44:17.000
13.98743502;52.91267331;47.71699905;110.1124163;38.19072798;105.0307737;188.0672391;;108.9296997;1.558662932;1.415519689;47;44854;11:44:18.000
13.98745333;52.91269665;47.80099869;114.0654732;35.95844688;100.7620664;170.1929551;;103.9893114;1.542216851;1.352045284;48;44854;11:44:19.000
13.98747336;52.9127217;47.9090004;112.3996064;33.31666152;90.59793074;124.6253341;;98.73956428;1.534486583;1.365206367;49;44854;11:44:20.000
13.98749167;52.91274668;48.00500107;107.8343363;33.15451284;78.14713049;87.93827544;;94.9880949;1.541774596;1.429762216;50;44854;11:44:21.000
13.9875117;52.91277002;48.08499908;105.4450198;34.88467712;54.95474204;70.55167319;;95.39657448;1.553571922;1.47334784;51;44854;11:44:22.000
13.98752836;52.912795;48.19300079;102.8703003;37.81786202;53.02449337;66.78379796;;94.14523816;1.57706323;1.533059809;52;44854;11:44:24.000
13.98754667;52.91281999;48.29999924;100.9684732;40.78177948;51.65972587;61.14555155;;93.08547661;1.586117034;1.570903256;53;44854;11:44:27.000
13.98756498;52.91284498;48.41799927;100.6772643;45.97237614;50.47017584;62.07674445;;83.66981868;1.576436967;1.565832144;54;44854;11:44:28.000
13.98760001;52.91289336;48.65399933;100.3458497;50.73321141;54.08614574;55.49702947;;74.13794126;1.571989707;1.566571723;55;44854;11:44:29.000
13.9876517;52.91296501;49.0530014;93.71035129;52.4730238;48.59468581;44.58151998;;67.5166676;1.573090415;1.678673053;56;44854;11:44:30.000
13.98767001;52.91299;49.14599991;85.33907172;50.73835796;45.69678388;35.69025541;;63.02804375;1.562334911;1.830738113;57;44854;11:44:31.000
13.98768667;52.91301498;49.24100113;77.0306616;48.44663438;37.17092848;30.20398419;;60.16073153;1.561803084;2.027508334;58;44854;11:44:32.000
13.98770167;52.91303832;49.32500076;70.61416859;45.18215317;32.37866533;22.94092202;;63.74958313;1.566028112;2.217725059;59;44854;11:44:33.000
13.98771833;52.9130633;49.45299912;67.75216826;40.8382917;28.86348566;22.43960564;;69.47490928;1.569781536;2.316946566;60;44854;11:44:34.000
13.98773333;52.91308664;49.53099823;68.95660783;37.2866098;28.188709;23.50915118;;72.2679998;1.571951638;2.279624372;61;44854;11:44:35.000
13.98774999;52.91310997;49.59999847;70.67981982;35.0358498;28.02202145;26.84288914;;75.38170213;1.56974489;2.220923729;62;44854;11:44:36.000
13.98776665;52.9131333;49.68500137;73.54688911;33.90916853;27.01672694;36.61276689;;82.00967661;1.568619149;2.13281509;63;44854;11:44:37.000
13.98778331;52.91315835;49.7480011;74.86353599;31.96364252;31.09628963;57.90107631;;87.08006546;1.56974776;2.096812205;64;44854;11:44:38.000
13.98780003;52.91318334;49.84799957;71.60153295;30.17408568;42.19600168;77.71019145;;93.32824267;1.561856599;2.181317264;65;44854;11:44:39.000
13.98781668;52.91320998;49.93999863;69.62039334;29.44886522;47.985103;100.9250111;;112.3910014;1.553390133;2.231228608;66;44854;11:44:40.000
13.98783334;52.91323503;50.01900101;72.35663912;30.02599588;60.95479937;122.0990152;;140.846299;1.558960021;2.154550073;67;44854;11:44:41.000
13.98785;52.91326167;50.05599976;78.67131449;30.76939485;67.50139405;135.0709067;;161.8083358;1.55116135;1.971698783;68;44854;11:44:42.000
13.98786666;52.91328831;50.10400009;93.53070594;31.3928074;78.13705899;146.5961641;;188.4621435;1.530687522;1.636561498;69;44854;11:44:43.000
13.98788331;52.91331501;50.16899872;120.100919;34.33938899;81.7658431;175.4237315;;216.1119518;1.520116118;1.265698989;70;44854;11:44:44.000
13.98789997;52.91334;50.20399857;156.635846;38.97139378;109.334688;191.0922691;;233.1607265;1.50187626;0.95883305;71;44854;11:44:45.000
13.98791498;52.91336664;50.24399948;209.3426858;46.921059;113.6866168;193.4185056;;252.256727;1.461866487;0.698312664;72;44854;11:44:46.000
13.9879317;52.91339169;50.29199982;279.7176645;58.78609957;129.8898225;203.6964029;;277.7228641;1.423129219;0.508773453;73;44854;11:44:47.000
13.98794664;52.91341833;50.33100128;363.5383385;84.02253924;142.8785863;211.0175212;;290.4831698;1.395886099;0.383972184;74;44854;11:44:48.000
13.98796164;52.91344331;50.41400147;466.1596731;113.6107504;168.3453611;196.4156615;;292.2177272;1.362327274;0.292244772;75;44854;11:44:49.000
13.98797665;52.91346836;50.50099945;573.1098596;141.0774801;169.1248637;205.4289667;;284.6966079;1.331171346;0.232271584;76;44854;11:44:50.000
13.98799;52.91349335;50.57799912;651.3969369;155.4698791;168.7488992;247.5122238;;256.9257784;1.312155139;0.201437106;77;44854;11:44:51.000
13.988005;52.91351999;50.67300034;708.6084619;158.9705503;176.9633477;292.5298495;;232.4129896;1.29595107;0.182886762;78;44854;11:44:52.000
13.98801835;52.91354497;50.77199936;743.0325245;147.4485621;199.6128091;336.8361499;;211.8703231;1.275161013;0.171615773;79;44854;11:44:53.000
13.98803164;52.91357168;50.86000061;744.9459907;128.1884471;198.2974986;382.0573033;;196.867298;1.250801932;0.167905049;80;44854;11:44:54.000
13.98804499;52.91359666;50.97100067;732.9622602;108.600089;227.5454307;402.1240455;;194.5436223;1.225075629;0.167140342;81;44854;11:44:55.000
13.98805669;52.91362337;51.08200073;730.9388893;102.6160269;230.4390482;390.6608884;;203.8052288;1.203882709;0.164703606;82;44854;11:44:56.000
13.98806833;52.9136467;51.18799973;724.9005429;106.8599707;226.255679;358.2400702;;203.2869267;1.185967015;0.163604101;83;44854;11:44:57.000
13.98808168;52.91367168;51.27799988;709.5298825;111.2870665;208.274955;313.8602977;;202.1648299;1.158918409;0.163336096;84;44854;11:44:58.000
13.98809331;52.91369832;51.38999939;685.65229;118.553387;196.1506552;260.4479113;;195.8247627;1.129753624;0.164770634;85;44854;11:44:59.000
13.98810501;52.91372331;51.5019989;648.8864853;128.0560591;185.4369753;215.8644533;;181.399184;1.108850762;0.170885168;86;44854;11:45:00.000
13.98811665;52.91375001;51.60900116;603.5023856;132.7134834;162.5091724;181.3307276;;164.1358147;1.09103637;0.180784102;87;44854;11:45:01.000
13.98812834;52.91377665;51.76599884;552.8401659;134.3368089;155.4980665;156.5168948;;151.837326;1.07630693;0.194686818;88;44854;11:45:02.000
13.98813998;52.91380164;51.89899826;505.0585964;139.4325265;136.0712099;138.6744063;;142.2757991;1.069054195;0.211669339;89;44854;11:45:03.000
13.98815168;52.91382834;52.04100037;465.3267089;142.5984276;128.2291754;138.236918;;141.0541305;1.065478408;0.228974264;90;44854;11:45:04.000
13.98816331;52.91385333;52.17300034;434.4131417;144.24465;137.7740895;139.034588;;144.9057445;1.062541008;0.24459228;91;44854;11:45:05.000
13.98817501;52.91388003;52.29299927;411.7298992;146.732964;134.6362111;148.2980161;;149.283127;1.057377498;0.256813387;92;44854;11:45:06.000
13.98818665;52.91390502;52.4070015;400.46209;148.2631576;144.926021;162.5338983;;152.2659928;1.055899001;0.263670152;93;44854;11:45:07.000
13.98819834;52.91393;52.52899933;406.3501273;148.0834302;153.9566828;176.14332;;158.8738667;1.058139641;0.260400962;94;44854;11:45:08.000
13.98820998;52.91395664;52.63000107;423.9720156;146.9574223;151.5665745;186.8735636;;168.0385618;1.066430911;0.251533326;95;44854;11:45:09.000
13.98822333;52.91398169;52.70100021;442.6072007;145.4018209;148.2631895;202.5890509;;178.9159517;1.078788282;0.243734914;96;44854;11:45:10.000
13.98823503;52.91400668;52.81700134;460.473897;141.5284912;152.2120556;202.1219486;;189.0004141;1.087412324;0.236150698;97;44854;11:45:11.000
13.98824832;52.91403167;52.92200089;476.1011066;136.2192684;150.273567;201.5348673;;193.0606054;1.088489905;0.228625788;98;44854;11:45:12.000
13.98826167;52.91405665;53.00400162;478.2124518;129.8080108;152.8848322;206.0750347;;191.467226;1.086923636;0.227288861;99;44854;11:45:13.000
13.98827502;52.91408335;53.06200028;471.8559253;126.0482768;155.3070635;210.3953918;;184.6171417;1.085025027;0.229948374;100;44854;11:45:14.000
13.98828831;52.91410834;53.13899994;471.1693824;122.663884;150.5145322;207.1351499;;172.634492;1.083684238;0.229998866;101;44854;11:45:15.000
13.98830331;52.91413333;53.20299912;469.8466033;121.8163989;162.18843;213.6200504;;160.0821176;1.088983586;0.231774281;102;44854;11:45:16.000
13.98831666;52.91415831;53.25400162;469.1081427;124.2842422;162.9329433;209.8543744;;161.8445203;1.092538106;0.232896854;103;44854;11:45:17.000
13.98832836;52.91418336;53.32600021;479.9643802;131.7939173;163.833061;201.5519241;;164.8325958;1.095303965;0.228205261;104;44854;11:45:18.000
13.98834165;52.91420835;53.34000015;497.8656466;140.6858743;165.5212845;185.9187031;;168.1904304;1.101878266;0.221320405;105;44854;11:45:19.000
13.988355;52.91423334;53.3370018;516.5163593;148.8094873;171.9052328;170.7212359;;174.7774778;1.09511961;0.212020315;106;44854;11:45:20.000
13.98836835;52.91425832;53.32600021;543.1917035;160.246568;159.9913065;147.3650237;;184.5703054;1.082190438;0.199228087;107;44854;11:45:21.000
13.98838164;52.91428502;53.29100037;574.6919782;173.0618473;159.1724459;132.3303126;;183.4016554;1.084695394;0.188743785;108;44854;11:45:22.000
13.98839499;52.91431001;53.29299927;599.5156599;183.8775945;160.5179133;115.1389827;;183.6440471;1.087195167;0.181345583;109;44854;11:45:23.000
13.98840497;52.91432832;53.29299927;617.3434091;193.7442714;153.9255076;104.3082322;;185.8197809;1.085338453;0.175807895;110;44854;11:45:48.000
13.98841;52.9143383;53.2840004;628.6250338;208.3598375;153.8334686;96.78481846;;189.4765408;1.095778029;0.174313457;111;44854;11:45:49.000
13.98841;52.9143383;53.31399918;628.4885303;222.3371922;161.1871679;103.5479323;;191.0892056;1.10817417;0.17632369;112;44854;11:45:50.000
13.98843664;52.91438669;53.31499863;621.0135524;236.3883689;172.3484436;116.5526868;;198.9493353;1.113063797;0.179233415;113;44854;11:45:51.000
13.98844503;52.91440334;53.29700089;613.0343401;254.4784444;197.780861;132.1509891;;211.7435409;1.119250316;0.182575468;114;44854;11:45:52.000
13.98845336;52.91442165;53.26300049;610.2242513;276.190804;206.227764;145.6720697;;220.055244;1.132525774;0.185591735;115;44854;11:45:53.000
13.98846334;52.91444168;53.19800186;609.8068276;296.4844827;232.8662094;164.8813875;;224.5040377;1.141800122;0.187239642;116;44854;11:45:54.000
13.98847332;52.91446336;53.18000031;614.4834167;312.7360338;246.9366943;178.2159201;;232.8201759;1.141301461;0.185733484;117;44854;11:45:55.000
13.98848502;52.91448669;53.15800095;621.3831126;327.0391937;237.1186786;179.1662716;;240.2016215;1.14756024;0.184678376;118;44854;11:45:56.000
13.98849665;52.91451003;53.13199997;631.2468548;332.0494446;238.2826502;180.9627271;;233.4439651;1.156465745;0.183203407;119;44854;11:45:57.000
13.98851001;52.91453501;53.11600113;638.125555;326.644584;231.9418556;188.2564008;;234.6211913;1.154551472;0.180928575;120;44854;11:45:58.000
13.98852501;52.91456331;53.06200028;645.0389003;316.6694609;241.9647549;183.3733685;;230.5607705;1.160414786;0.179898419;121;44854;11:45:59.000
13.98853836;52.91459001;53.00899887;654.1833689;300.7735015;227.9912101;178.772614;;215.2859745;1.193806125;0.182487997;122;44854;11:46:00.000
13.98855165;52.91461665;52.98699951;662.2369526;275.5335555;205.1010131;192.0343016;;193.601929;1.208566553;0.182497601;123;44854;11:46:01.000
13.988565;52.91464335;52.98099899;663.5602105;243.5642741;194.3956638;207.6135122;;177.5224822;1.205857226;0.181725367;124;44854;11:46:02.000
13.98858;52.91466999;52.96099854;655.6559328;209.7863306;187.0983968;220.4667555;;151.3047653;1.224390538;0.186742844;125;44854;11:46:03.000
13.98859336;52.91469332;52.94599915;633.4795739;171.003401;160.4322196;247.8370923;;131.3157048;1.241365413;0.195959817;126;44854;11:46:04.000
13.98860836;52.91471831;52.95299912;600.8757801;137.0913918;167.8745979;272.2517448;;119.3454246;1.244804188;0.20716498;127;44854;11:46:05.000
13.98862337;52.91474501;52.98300171;564.3534424;109.2354499;177.2417804;274.6450978;;114.456686;1.266208397;0.224364432;128;44854;11:46:06.000
13.98864002;52.91477165;52.98699951;529.496352;94.37442912;166.1068693;269.8408085;;117.1690279;1.294760859;0.244526871;129;44854;11:46:07.000
13.98865668;52.91479836;52.98699951;506.8185849;91.02072892;169.1929886;256.8680995;;130.6958937;1.299264319;0.256356881;130;44854;11:46:08.000
13.98867168;52.91482334;52.99100113;512.749576;101.4003879;170.2679392;240.1474448;;150.0858625;1.300746991;0.253680754;131;44854;11:46:09.000
13.98868669;52.91484833;53.04100037;537.174174;118.7273069;190.0797024;208.0791763;;165.8703605;1.299890107;0.241986709;132;44854;11:46:10.000
13.98870169;52.91487503;53.03900147;574.8003517;140.4692599;168.8268566;181.9460552;;173.5029076;1.29732186;0.225699559;133;44854;11:46:11.000
13.98871835;52.91490002;53.04499817;617.8464609;155.0932207;154.6016321;160.5562098;;179.8279774;1.300845787;0.210545155;134;44854;11:46:12.000
13.98873336;52.91492666;53.03900147;661.2846983;156.5545721;143.559803;157.2514813;;179.2234111;1.309403931;0.198009108;135;44854;11:46:13.000
13.98875001;52.91495164;53.04100037;675.5469649;146.9540348;130.5564107;143.636921;;170.6374019;1.317290525;0.194996143;136;44854;11:46:14.000
13.98876667;52.91497669;53.04999924;670.9601841;127.8036139;115.025831;163.9695083;;164.2942683;1.325068899;0.197488455;137;44854;11:46:15.000
13.98878333;52.91500333;53.05599976;647.356367;104.6566299;119.3159002;198.5473074;;165.8349192;1.338210581;0.206719305;138;44854;11:46:16.000
13.98879999;52.91502832;53.0719986;609.2375208;84.9780672;117.3332485;233.1425609;;162.6296749;1.347081037;0.221109336;139;44854;11:46:17.000
13.98881836;52.91505502;53.09700012;553.6524185;73.63698998;134.7820426;247.7792079;;163.4700619;1.360851286;0.245795239;140;44854;11:46:18.000
13.98883667;52.91508001;53.11399841;506.4111771;66.03062962;143.6951469;267.4280029;;168.1359041;1.377065403;0.271926345;141;44854;11:46:19.000
13.98885498;52.91510499;53.12400055;461.6626353;62.15899393;152.2955676;261.7299074;;178.7420763;1.387151375;0.300468625;142;44854;11:46:20.000
13.98887336;52.91512998;53.13499832;422.7859797;57.93355727;138.8034563;236.1249449;;179.5973182;1.396335885;0.330270149;143;44854;11:46:21.000
13.98889167;52.91515503;53.14199829;395.524394;55.22545291;123.8786099;205.9327859;;184.4870811;1.403320061;0.354799876;144;44854;11:46:22.000
13.98891169;52.91518002;53.14799881;386.8223586;53.89316232;118.9927592;190.1947594;;183.8370219;1.402962005;0.362688964;145;44854;11:46:23.000
13.98893;52.91520666;53.17300034;386.2940022;52.36352169;116.1417638;174.417768;;172.0251525;1.406713285;0.364156129;146;44854;11:46:24.000
13.98894831;52.91523164;53.17200089;390.1055647;51.01891258;106.9507632;166.9271185;;148.5705888;1.421995219;0.364515492;147;44854;11:46:25.000
13.98896834;52.91525669;53.18899918;388.4310509;49.72976699;100.0995527;165.6124556;;138.1900611;1.443924325;0.371732466;148;44854;11:46:26.000
13.98898665;52.91528168;53.19100189;371.4100264;47.13650815;93.32424407;196.5686487;;121.531181;1.472962383;0.396586596;149;44854;11:46:27.000
13.98900668;52.91530832;53.18000031;336.9669415;44.60380062;111.7012574;195.5319376;;102.2151932;1.501350751;0.44554838;150;44854;11:46:28.000
13.98902664;52.91533165;53.17100143;298.1350283;46.85422222;106.386322;187.6435494;;95.46155996;1.527635303;0.512397121;151;44854;11:46:29.000
13.98904667;52.91535664;53.16600037;254.2635948;48.62615064;120.8052252;177.9040816;;94.00367194;1.545814662;0.607957526;152;44854;11:46:30.000
13.98906498;52.91538169;53.13000107;215.3687556;58.00924992;111.0999277;167.2204412;;81.96884378;1.554932511;0.721986115;153;44854;11:46:31.000
13.98908501;52.91540502;53.10900116;189.3886565;68.95834249;111.5933047;116.1017078;;72.01156803;1.575797529;0.832044304;154;44854;11:46:32.000
13.98910497;52.91543001;53.10499954;172.5017988;75.68091173;91.47714983;91.2835155;;68.33772993;1.602770907;0.929132866;155;44854;11:46:33.000
13.989125;52.91545334;53.08100128;149.4220216;72.11951573;75.34311568;73.54114322;;60.8819957;1.630618263;1.091283765;156;44854;11:46:34.000
13.98914668;52.91547667;53.01800156;126.8340434;70.28341754;60.92034411;56.9716468;;54.92183752;1.663487312;1.311546386;157;44854;11:46:35.000
13.98916836;52.91550166;52.94100189;108.0776706;62.76303268;52.84544953;47.07550285;;53.99512316;1.689654233;1.563370328;158;44854;11:46:36.000
13.98918997;52.91552499;52.81900024;90.79470367;54.51359018;44.31560691;51.10372924;;54.83305249;1.70951657;1.882837325;159;44854;11:46:37.000
13.98921166;52.91554833;52.63600159;75.93416035;49.51489565;50.68423553;55.03608139;;55.24665108;1.71374454;2.256882188;160;44854;11:46:38.000
13.98923168;52.91557001;52.45999908;68.28678774;51.13292138;51.99988247;60.28228527;;57.2151095;1.688314113;2.472387659;161;44854;11:46:39.000
13.98925165;52.91559169;52.26100159;66.4003021;51.96632948;53.67623527;67.70022422;;59.09469794;1.654176027;2.491217621;162;44854;11:46:40.000
13.98927167;52.9156133;52.0379982;65.26871287;53.66453522;58.3152844;74.03560059;;60.13022791;1.632238639;2.500797958;163;44854;11:46:41.000
13.98929501;52.91563333;51.80400085;65.08675119;56.87845355;64.98431186;76.99841078;;59.89988745;1.602051233;2.461409125;164;44854;11:46:42.000
13.98931497;52.91565501;51.52600098;66.30420476;61.58973715;67.20463487;78.10736262;;58.33712539;1.576524573;2.377714322;165;44854;11:46:43.000
13.989335;52.91567669;51.24599838;69.23493382;64.89028585;64.56341759;75.26664113;;55.24214168;1.572943449;2.27189276;166;44854;11:46:44.000
13.98935668;52.91569831;50.9640007;70.71147972;66.36632253;64.30524525;68.53523719;;50.9639434;1.566158966;2.214858143;167;44854;11:46:45.000
13.98937664;52.91571999;50.61700058;70.39689591;64.7558654;62.67997282;59.28253207;;47.54668133;1.550731439;2.20284065;168;44854;11:46:46.000
13.98939832;52.91574332;50.29899979;68.14067045;60.02697162;52.51627569;52.15009452;;45.56205357;1.54554122;2.268162625;169;44854;11:46:47.000
13.98941835;52.915765;49.93000031;64.00498865;53.2765696;46.587879;47.61894718;;45.87400992;1.557781143;2.433843323;170;44854;11:46:48.000
13.98943831;52.91578833;49.52700043;58.1751074;48.55502832;48.72283664;49.71963986;;48.80643376;1.575537507;2.708267466;171;44854;11:46:49.000
13.98945834;52.91581167;49.12599945;54.47356032;48.61420343;51.05075921;58.33452302;;54.76066942;1.602909604;2.942546063;172;44854;11:46:50.000
13.98947665;52.915835;48.72600174;55.86132774;55.89989013;58.78696944;69.4948645;;62.47099537;1.628000403;2.914360379;173;44854;11:46:51.000
13.98949833;52.91585833;48.34700012;63.66765191;68.49775597;73.11211334;84.4995151;;72.19577409;1.637355847;2.571723313;174;44854;11:46:52.000
13.98952001;52.91588167;47.99900055;77.45329038;86.10788136;87.80185276;105.5087217;;82.84558335;1.634506755;2.11031287;175;44854;11:46:53.000
13.98954334;52.915905;47.67900085;98.63334296;105.7692005;112.2462434;127.1623006;;93.86588116;1.626058151;1.648588704;176;44854;11:46:54.000
13.98956668;52.91592668;47.44100189;124.1593264;124.2018645;125.5375459;148.041645;;103.9138657;1.6184177;1.303500709;177;44854;11:46:55.000
13.98959166;52.91594836;47.3370018;152.2199382;139.0771599;139.9655383;175.9165705;;114.2889263;1.608465295;1.056671888;178;44854;11:46:56.000
13.98961665;52.91596832;47.23199844;180.1758899;154.475465;158.4209331;202.8558941;;127.2501509;1.613445383;0.89548351;179;44854;11:46:57.000
13.98963668;52.91598835;47.2120018;207.1377747;167.0434995;180.4762921;225.6206559;;131.4682599;1.621324092;0.782727387;180;44854;11:46:58.000
13.98965664;52.91600831;47.16799927;226.3565517;180.1095526;202.06424;239.0642137;;133.3660505;1.621676702;0.716425785;181;44854;11:46:59.000
13.98967667;52.91602999;47.15800095;242.1391782;193.0476554;208.6425739;246.0779994;;133.918225;1.62701253;0.671932788;182;44854;11:47:00.000
13.98969669;52.91605002;47.16699982;251.5679934;204.8947179;210.3023674;244.6380443;;130.6858874;1.629492346;0.647734366;183;44854;11:47:01.000
13.98971831;52.91607164;47.20600128;255.0491072;212.1429292;228.482961;236.1945924;;122.2529778;1.615094343;0.633248382;184;44854;11:47:02.000
13.98973999;52.91609167;47.22600174;255.3305977;217.038711;207.8648841;223.8795399;;125.8980664;1.602595731;0.627655183;185;44854;11:47:03.000
13.98976167;52.91611335;47.26100159;257.8671639;216.1219521;199.5350404;218.859344;;130.417827;1.600322663;0.620599629;186;44854;11:47:04.000
13.98978335;52.91613331;47.25799942;255.3796423;214.3402552;205.4223755;218.1128376;;136.4558682;1.58507117;0.620672484;187;44854;11:47:05.000
13.98980503;52.91615499;47.18999863;255.0698348;213.7040352;210.7585961;221.091834;;144.7283416;1.570249143;0.615615384;188;44854;11:47:06.000
13.98982665;52.91617502;47.15499878;257.4468905;213.1015454;207.6365868;229.0476398;;150.0655158;1.571662662;0.610480344;189;44854;11:47:07.000
