X;Y;H;Rho1;Rho2;Rho3;Rho4;Rho5;Rho6;Gamma;BFI;lfd. Nr.;Datum;Zeit
13.98614502;52.91668835;49.0890007;509.9354426;480.4169734;503.8070797;653.1620154;;723.3775769;1.204991228;0.236302702;3560;44854;12:58:23.000
13.98615831;52.91671499;48.9469986;517.1682343;437.7634603;507.1466157;593.7308654;;665.8914259;1.2029387;0.232601042;3561;44854;12:58:24.000
13.98617001;52.91674334;48.81499863;519.6014849;385.6717388;414.8323325;501.3912463;;586.5488427;1.188100435;0.228656089;3562;44854;12:58:25.000
13.98618336;52.9167717;48.68799973;507.4576942;350.2230848;395.0822277;418.846854;;550.6852548;1.169755063;0.230512824;3563;44854;12:58:26.000
13.98619499;52.91679834;48.55599976;483.0378866;302.7002349;307.244241;368.1625974;;506.0690652;1.177112762;0.243689531;3564;44854;12:58:27.000
13.98620669;52.91682498;48.40299988;443.8898169;252.644904;290.4370822;324.9759276;;515.2323726;1.199245371;0.270167354;3565;44854;12:58:28.000
13.98621998;52.91685333;48.25999832;392.224644;220.8144678;232.659813;335.2318413;;570.9266162;1.225148127;0.312358784;3566;44854;12:58:29.000
13.98623168;52.91687997;48.14699936;336.47401;199.293582;245.7738369;386.7401801;;678.435175;1.270151228;0.377488659;3567;44854;12:58:30.000
13.98624331;52.91690833;48.02999878;296.9774992;187.1270214;265.7395232;480.5780394;;731.2138926;1.323696835;0.445722938;3568;44854;12:58:31.000
13.98625666;52.91693503;47.88800049;274.0247185;194.1845941;346.1139202;568.6704984;;791.2950646;1.363147235;0.497454114;3569;44854;12:58:32.000
13.98626836;52.91696167;47.73300171;267.2580898;230.5906523;404.5551505;652.09807;;802.10315;1.381765829;0.51701553;3570;44854;12:58:33.000
13.98628165;52.91698831;47.56800079;285.2303975;272.3756366;445.0116482;692.5216592;;779.3141366;1.38203192;0.484531779;3571;44854;12:58:34.000
13.98629335;52.91701336;47.39500046;297.8698545;312.9117377;488.9418954;726.8487415;;712.4743378;1.370494535;0.460098434;3572;44854;12:58:35.000
13.98630498;52.91704165;47.19599915;307.2372817;347.661076;513.8638434;734.7678035;;686.2801377;1.346474877;0.438252438;3573;44854;12:58:36.000
13.98631668;52.91706835;47.01599884;310.8264374;378.0660919;521.3426952;740.3913208;;607.1796929;1.316076124;0.4234119;3574;44854;12:58:37.000
13.98632832;52.91709499;46.83100128;302.8963907;376.7060947;510.5549706;718.8850175;;516.9543363;1.292674799;0.426771278;3575;44854;12:58:38.000
13.98634167;52.91712335;46.64300156;271.9119162;354.7577525;465.255348;687.7211259;;428.7493571;1.276104164;0.469307922;3576;44854;12:58:39.000
13.9863533;52.91714999;46.46900177;259.367689;313.146606;452.1776174;619.3122635;;344.1591318;1.278030609;0.492748582;3577;44854;12:58:40.000
13.98636665;52.91717669;46.29499817;234.6292333;271.0842052;383.0120683;524.3088546;;262.5010028;1.305038149;0.556212937;3578;44854;12:58:41.000
13.98638001;52.91720333;46.12400055;210.9208815;223.1331986;340.4918278;432.8983984;;242.1822485;1.344492932;0.637439462;3579;44854;12:58:42.000
13.98639164;52.91722997;45.93899918;195.6585691;182.9140074;286.0301808;377.1413552;;245.2308042;1.384222589;0.707468421;3580;44854;12:58:43.000
13.98640169;52.91725667;45.71099854;190.1059177;158.3461266;254.0866899;329.9659867;;254.9588512;1.408335442;0.740816203;3581;44854;12:58:44.000
13.98641497;52.91728331;45.44800186;182.6742401;155.7284767;222.8322534;313.5355268;;271.4194795;1.407585835;0.77054424;3582;44854;12:58:45.000
13.98642667;52.91731167;45.17499924;191.4029393;145.8816099;206.8614071;325.3385686;;299.4363297;1.395341697;0.729007455;3583;44854;12:58:46.000
13.98644002;52.91734168;44.91400147;193.178367;141.4205044;219.0530027;351.9500153;;314.6709052;1.379156746;0.713929187;3584;44854;12:58:47.000
13.98645331;52.91736997;44.67499924;195.6347905;148.1259266;239.4665744;365.5870432;;349.1494104;1.363310089;0.69686485;3585;44854;12:58:48.000
13.98646501;52.91739998;44.43500137;204.0637509;159.0105849;251.1542612;420.4816148;;412.7711872;1.351306108;0.662198015;3586;44854;12:58:49.000
13.98647836;52.91742834;44.20800018;212.2879902;166.6567648;294.7618602;480.1512527;;475.0794326;1.337049469;0.629828125;3587;44854;12:58:50.000
13.98649165;52.91745669;43.97700119;218.9214162;192.1685944;324.9715627;511.3086716;;520.955183;1.318193629;0.602130962;3588;44854;12:58:51.000
13.986505;52.91748498;43.76100159;241.4077113;222.3808716;351.4381382;539.6111958;;569.0788803;1.293216557;0.535698114;3589;44854;12:58:52.000
13.9865167;52.91751169;43.55799866;260.5449669;238.2601182;380.9070685;591.552469;;592.796795;1.264084365;0.485169366;3590;44854;12:58:53.000
13.98652833;52.91753833;43.38100052;273.028488;252.0663838;397.5833355;612.4093863;;595.6750966;1.240930178;0.45450575;3591;44854;12:58:54.000
13.98654003;52.91756503;43.19900131;286.1559992;268.2143664;398.5270943;619.63396;;634.1287906;1.228330469;0.429252042;3592;44854;12:58:55.000
13.98655167;52.91759167;43.00799942;297.9679785;276.2062256;442.1804347;684.7993309;;690.3871445;1.223109846;0.410483654;3593;44854;12:58:56.000
13.98656337;52.91762002;42.81499863;300.9255061;284.68939;459.5992693;740.5583721;;773.561606;1.22529269;0.407174754;3594;44854;12:58:57.000
13.98657665;52.91764832;42.63999939;312.5073755;321.3687228;488.585168;806.9945812;;899.7819013;1.231211003;0.393978223;3595;44854;12:58:58.000
13.98658835;52.91767502;42.45399857;334.2980574;360.9323016;557.694448;877.3942827;;1021.63352;1.240861613;0.371184213;3596;44854;12:58:59.000
13.98659999;52.91770166;42.2840004;357.2310687;412.8715877;593.2284075;936.7920086;;1083.792553;1.250924066;0.350172249;3597;44854;12:59:00.000
13.98661334;52.91772836;42.13000107;380.7356361;464.132663;649.1925959;918.2958983;;1102.440125;1.257119779;0.330181801;3598;44854;12:59:01.000
13.98662497;52.917755;41.96900177;400.5833828;494.5098852;662.1279684;901.3610233;;1073.266415;1.258030072;0.31404949;3599;44854;12:59:02.000
13.98663502;52.91778164;41.83200073;404.2909873;489.8275756;623.8175384;850.4248888;;978.7554579;1.254157172;0.310211509;3600;44854;12:59:03.000
13.98664665;52.91781;41.6949997;392.0119589;469.258232;574.4680045;780.5432897;;852.8433415;1.248526641;0.318491978;3601;44854;12:59:04.000
13.98665835;52.9178367;41.56800079;371.777436;428.8830722;541.6546346;693.7438826;;719.8082635;1.251132196;0.3365272;3602;44854;12:59:05.000
13.98666999;52.91786334;41.44800186;350.6410763;384.0051466;468.0688352;629.1818135;;611.6975314;1.265038863;0.360778856;3603;44854;12:59:06.000
13.98668168;52.91788998;41.34600067;335.8196522;345.1204279;463.4966671;543.7241094;;519.2438588;1.283365145;0.382159036;3604;44854;12:59:07.000
13.98669332;52.91791833;41.24300003;328.0827106;318.9426007;411.6754011;454.0031321;;455.7672225;1.306875426;0.398337182;3605;44854;12:59:08.000
13.98670502;52.91794669;41.15000153;325.82376;299.7444848;346.233897;378.0388262;;436.3728983;1.330866236;0.408461997;3606;44854;12:59:09.000
13.986715;52.91797498;41.06700134;318.5699016;275.902985;280.9278711;335.9782615;;470.3129658;1.350415409;0.423899245;3607;44854;12:59:10.000
13.9867267;52.91800334;41.01499939;297.4723016;253.8644105;271.3200408;311.8436336;;505.8569285;1.36001896;0.457191797;3608;44854;12:59:11.000
13.98673833;52.91802998;40.99700165;267.8553611;245.5564117;256.4478426;299.4551152;;540.449293;1.376826422;0.514018617;3609;44854;12:59:12.000
13.98675003;52.91805668;40.99700165;243.734598;241.0885421;252.7921932;296.0061492;;569.2639534;1.394497602;0.572137733;3610;44854;12:59:13.000
13.98676332;52.91808332;40.99399948;226.9131832;240.2336752;258.8237278;279.6095096;;562.3176118;1.409060912;0.620969171;3611;44854;12:59:14.000
13.98677502;52.91811002;41.00899887;225.7789703;255.9422341;262.0282197;256.6955808;;539.4215157;1.421624738;0.6296533;3612;44854;12:59:15.000
13.98678831;52.91813666;41.02399826;250.9540299;276.6896201;270.7577715;236.9347403;;530.8019017;1.423217913;0.567122956;3613;44854;12:59:16.000
13.9868;52.91816336;41.06100082;289.3577448;300.7690198;276.1085226;240.4582171;;538.9637555;1.404883368;0.485517804;3614;44854;12:59:17.000
13.98680999;52.91818835;41.10200119;330.6414476;327.835311;296.1945567;247.7002719;;553.3461634;1.376563606;0.41633123;3615;44854;12:59:18.000
13.98682003;52.91821499;41.16199875;364.2909214;358.7782697;300.5593267;258.6379666;;609.5144225;1.346282769;0.369562536;3616;44854;12:59:19.000
13.98683001;52.91824169;41.25;393.0923611;392.2716064;339.1092883;277.7235188;;673.187573;1.310481407;0.33337748;3617;44854;12:59:20.000
13.98683332;52.91826833;41.40599823;407.8491222;416.6506939;338.02986;279.0725612;;709.1664781;1.284515548;0.31494871;3618;44854;12:59:21.000
13.98682168;52.91829166;41.58399963;417.9328548;429.7036017;329.3759897;258.1131581;;716.1906599;1.285189712;0.30751105;3619;44854;12:59:22.000
13.9867967;52.91830998;41.72900009;417.7253136;439.6139858;345.5448418;241.5831443;;713.1735188;1.302006754;0.311689695;3620;44854;12:59:23.000
13.98676497;52.91832333;41.82799912;425.6337574;447.3453327;334.210356;258.4649812;;673.2360408;1.308041216;0.307316136;3621;44854;12:59:24.000
13.98672498;52.91833;41.91799927;436.0832019;435.749159;344.7349332;274.5263962;;615.4818561;1.308942778;0.300158954;3622;44854;12:59:25.000
13.98668664;52.9183267;41.93999863;448.4102777;431.3119187;339.1228731;331.1146964;;574.2590002;1.308651869;0.291842523;3623;44854;12:59:26.000
13.98665002;52.9183183;41.90000153;452.1549325;429.3492348;367.1174547;412.3823505;;523.2426185;1.296720868;0.286786846;3624;44854;12:59:27.000
13.98662167;52.91830165;41.84899902;454.4248732;423.5259055;382.3641617;469.9459507;;470.6941499;1.27431014;0.280422621;3625;44854;12:59:28.000
13.98660164;52.91828334;41.77899933;446.7436214;413.4093714;420.7186234;480.6950104;;424.8300646;1.272135365;0.284757365;3626;44854;12:59:29.000
13.98658835;52.91826166;41.65999985;430.5887997;409.3466276;414.8727398;467.3610408;;374.5031158;1.286728541;0.298830007;3627;44854;12:59:30.000
13.98657665;52.91823832;41.56700134;408.6849292;395.048345;401.2529033;410.0253663;;320.0995856;1.294076763;0.316644112;3628;44854;12:59:31.000
13.98656337;52.91821664;41.49000168;391.7300309;372.0099207;354.2636053;329.9702446;;302.227877;1.299912356;0.331838831;3629;44854;12:59:32.000
13.98655001;52.91819166;41.45700073;381.3182185;343.1946093;305.1015219;269.6294699;;298.6634091;1.308480596;0.343146625;3630;44854;12:59:33.000
13.98653832;52.91816832;41.44599915;368.2102684;310.2600915;253.1520608;242.2274315;;327.0188031;1.315364216;0.357231813;3631;44854;12:59:34.000
13.98652668;52.91814334;41.49300003;353.6109901;281.7982057;239.434994;240.7790215;;375.9550643;1.313513549;0.371457219;3632;44854;12:59:35.000
13.98651333;52.9181167;41.53300095;343.3947323;263.0453466;238.5936719;276.4884752;;433.6693954;1.315643787;0.383128704;3633;44854;12:59:36.000
13.98650169;52.91808834;41.58000183;336.1387269;261.7522138;264.1610428;330.9167188;;485.603818;1.312796992;0.39055214;3634;44854;12:59:37.000
13.98649;52.91805999;41.60800171;331.0459652;276.4420138;302.6281258;394.9291186;;548.7743023;1.304772226;0.394136272;3635;44854;12:59:38.000
13.98647664;52.91803169;41.63100052;339.9319458;304.6579409;342.2994022;465.2646124;;590.4552537;1.298128143;0.381878832;3636;44854;12:59:39.000
13.98646501;52.91800334;41.64799881;360.0145513;331.7703245;398.5095629;558.0183693;;636.2363113;1.286844585;0.357442381;3637;44854;12:59:40.000
13.98645331;52.91797498;41.68999863;385.2001519;364.2555774;443.6070197;636.7568486;;705.7887516;1.275335538;0.331083862;3638;44854;12:59:41.000
13.98644002;52.91794669;41.72499847;412.8249382;386.9749251;486.4827055;709.1659614;;744.8874231;1.262153508;0.305735771;3639;44854;12:59:42.000
13.98642667;52.91791833;41.81800079;438.7035145;398.8749942;523.8183573;768.4304201;;774.352609;1.249126395;0.28473134;3640;44854;12:59:43.000
13.98641332;52.91788998;41.92599869;454.2899555;405.8869689;542.2768646;785.1784133;;811.3552114;1.235666503;0.271999521;3641;44854;12:59:44.000
13.98640169;52.91786168;42.04199982;454.5084657;390.2962004;567.2671244;762.017769;;806.4796605;1.234309663;0.271570225;3642;44854;12:59:45.000
13.98638833;52.91783333;42.18399811;436.6705528;360.2561145;522.1151739;698.3483498;;753.5260943;1.238847611;0.283703035;3643;44854;12:59:46.000
13.98637664;52.91780497;42.34600067;403.7009489;325.1868262;483.9824556;602.9375383;;749.2833516;1.244611708;0.308300417;3644;44854;12:59:47.000
13.98636335;52.91777833;42.50799942;357.0025967;287.3719862;382.7203831;505.2762117;;726.6998152;1.256418182;0.351935306;3645;44854;12:59:48.000
13.98635165;52.91774998;42.68600082;303.1978957;236.0099571;336.846336;439.6122499;;697.3543301;1.268322731;0.41831515;3646;44854;12:59:49.000
13.98634001;52.91772334;42.88700104;254.2504738;208.5181729;301.7406052;388.0723947;;681.2377201;1.275394634;0.501629206;3647;44854;12:59:50.000
13.98632666;52.91769664;43.09500122;217.7906079;188.2393574;263.663701;371.7851343;;697.9845815;1.280591842;0.587992225;3648;44854;12:59:51.000
13.98631331;52.91767;43.30500031;191.2531567;174.5695952;254.199124;396.4291905;;692.8812637;1.290287817;0.674649161;3649;44854;12:59:52.000
13.98630168;52.91764336;43.50699997;180.3169751;165.5158354;273.6802068;416.831578;;679.7185802;1.297437206;0.719531372;3650;44854;12:59:53.000
13.98628998;52.917615;43.73699951;185.4635975;174.3989338;281.2868056;423.8159314;;663.4543116;1.297979543;0.69985677;3651;44854;12:59:54.000
13.98627834;52.91758836;43.96099854;200.8607972;187.4221498;285.4004568;430.0864407;;691.6055874;1.299292727;0.646862277;3652;44854;12:59:55.000
13.98626499;52.91756166;44.17900085;219.688032;198.3669491;311.6312897;456.7634248;;696.3657692;1.291906912;0.588064311;3653;44854;12:59:56.000
13.98625336;52.91753502;44.38600159;243.6338369;213.8785228;331.4159287;465.4600453;;667.9317557;1.275536932;0.523546708;3654;44854;12:59:57.000
13.98624001;52.91750997;44.60599899;269.6938682;238.1095233;348.2615003;470.3232421;;671.2670078;1.264705744;0.46894123;3655;44854;12:59:58.000
13.98622831;52.91748333;44.81600189;295.7900557;255.9638937;321.0981915;474.2483071;;677.8387726;1.263718329;0.427234893;3656;44854;12:59:59.000
13.98621667;52.91745669;45.02099991;320.4009269;267.2428272;359.9924684;468.9104001;;652.0746171;1.261184413;0.393626955;3657;44854;13:00:00.000
13.98620497;52.91743164;45.22100067;342.1578919;284.6206886;345.2048336;437.6122291;;633.9861168;1.26303746;0.369138778;3658;44854;13:00:01.000
13.98619169;52.917405;45.40499878;356.5610416;293.7114688;349.6507912;399.511428;;677.385596;1.270515213;0.356324742;3659;44854;13:00:02.000
13.98617999;52.91737836;45.60200119;362.1568819;293.635046;303.3877032;374.4506818;;705.5448201;1.269944424;0.350661409;3660;44854;13:00:03.000
13.98616835;52.91735166;45.79700089;359.7973244;292.8863883;301.0825123;351.6727101;;715.2007868;1.265168805;0.351633745;3661;44854;13:00:04.000
13.98615665;52.9173233;46.01300049;351.9825012;297.6802103;305.6079633;314.1885971;;696.9618909;1.261932616;0.358521407;3662;44854;13:00:05.000
13.98614502;52.91729666;46.22900009;345.4763629;301.0405963;302.8887682;271.6710517;;693.0743366;1.264896157;0.366131028;3663;44854;13:00:06.000
13.98613497;52.91726831;46.41999817;348.4541484;313.3033619;274.1956353;235.7460037;;669.2524845;1.26318279;0.362510475;3664;44854;13:00:07.000
13.98612334;52.91724167;46.61299896;361.1722723;323.368538;263.9417172;192.8311782;;652.10028;1.263393992;0.349803706;3665;44854;13:00:08.000
13.98611164;52.91721503;46.78900147;379.371065;338.600325;272.4052891;171.8944043;;664.431727;1.265900591;0.333684012;3666;44854;13:00:09.000
13.98610001;52.91718833;46.94800186;403.9891611;357.2768655;258.0303465;199.7164872;;764.704573;1.269768334;0.314307525;3667;44854;13:00:10.000
13.98608831;52.91716169;47.11700058;423.0846267;372.5316796;260.7567919;259.8272774;;835.1658035;1.270957238;0.300402604;3668;44854;13:00:11.000
13.98607667;52.91713498;47.28099823;421.6572979;354.1919523;285.6752162;341.1112209;;937.712674;1.273413847;0.302002089;3669;44854;13:00:12.000
13.98606332;52.91710669;47.45800018;404.6346821;342.3510885;292.611755;485.1257462;;1033.443923;1.28941129;0.318660596;3670;44854;13:00:13.000
13.98605169;52.91707999;47.62900162;377.0175706;308.9829051;340.7784756;557.4203251;;1123.594765;1.306733892;0.346597611;3671;44854;13:00:14.000
13.98603834;52.9170517;47.79100037;336.3948665;263.3083416;345.1863685;563.1074793;;1141.075105;1.323400011;0.39340672;3672;44854;13:00:15.000
13.98602498;52.91702334;47.97800064;296.9258595;217.4599751;365.9833522;539.6160749;;1201.280819;1.341110437;0.451665085;3673;44854;13:00:16.000
13.9860117;52.91699664;48.16400147;274.0146415;217.9227779;345.5325854;492.7779231;;1201.611244;1.359060412;0.495980946;3674;44854;13:00:17.000
13.986;52.91697165;48.31499863;257.7382826;212.1102661;363.1126991;396.0122708;;1209.936088;1.366634321;0.530241107;3675;44854;13:00:18.000
13.98598665;52.91694667;48.47299957;248.7814495;242.0002483;318.396821;357.6653898;;1253.961495;1.363601903;0.548112372;3676;44854;13:00:19.000
13.98597501;52.91692003;48.61399841;248.5757509;278.492404;317.2368128;390.9694778;;1318.760412;1.360885046;0.54747297;3677;44854;13:00:20.000
13.98596331;52.91689332;48.7519989;250.3256176;312.2864014;337.7004531;439.6785608;;1317.117885;1.362337153;0.544226023;3678;44854;13:00:21.000
13.98595168;52.91686668;48.88499832;247.8078111;332.745672;366.8371742;496.5983824;;1277.428748;1.36235317;0.549761997;3679;44854;13:00:22.000
13.98593998;52.91683998;49.01699829;251.4340516;357.7491789;415.5545893;513.238342;;1241.378835;1.358772937;0.540409276;3680;44854;13:00:23.000
13.98592835;52.91681334;49.13999939;255.72803;353.9923242;390.5074181;540.6900222;;1135.773129;1.367504759;0.534749656;3681;44854;13:00:24.000
13.98591665;52.91678664;49.26599884;255.6878781;343.381385;424.2025539;538.021762;;1000.043061;1.37928489;0.539440861;3682;44854;13:00:25.000
13.98590336;52.91676;49.38800049;256.1737742;341.375642;403.2104983;524.5863448;;909.2823676;1.380698389;0.538969453;3683;44854;13:00:26.000
13.98589166;52.91673336;49.50699997;257.5724464;329.916562;407.9268987;508.3741614;;896.7016715;1.379562351;0.53560168;3684;44854;13:00:27.000
13.98588003;52.91670666;49.63000107;252.8985425;321.4264738;371.019994;557.9696777;;862.0627079;1.375524834;0.54390382;3685;44854;13:00:28.000
13.98586833;52.91668002;49.74599838;246.7768329;326.3204278;438.1738978;595.5713997;;812.4392821;1.366362816;0.553683585;3686;44854;13:00:29.000
13.98585669;52.91665332;49.85699844;244.1885942;335.6663326;436.6209706;609.134787;;768.3659226;1.348916162;0.552407522;3687;44854;13:00:30.000
13.98584499;52.91662668;49.96300125;240.5562245;337.8135599;415.8852241;604.4408183;;697.8836126;1.337981987;0.556203436;3688;44854;13:00:31.000
13.98583164;52.91659997;50.07899857;237.7151708;336.6408707;422.4319597;579.4588087;;583.4967026;1.341121261;0.564171507;3689;44854;13:00:32.000
13.98582001;52.91657333;50.20399857;236.4910195;320.6797954;382.8555008;509.8979;;471.8174028;1.350525334;0.571068338;3690;44854;13:00:33.000
13.98580831;52.91654835;50.31800079;231.1201654;293.0732441;353.242279;438.0037114;;400.795033;1.359855824;0.588376104;3691;44854;13:00:34.000
13.98579667;52.91652165;50.46099854;220.9181053;265.2175035;337.0205691;387.5713424;;348.7085254;1.370517429;0.620373521;3692;44854;13:00:35.000
13.98578498;52.91649666;50.61999893;214.098556;240.2319657;288.8053673;357.6761623;;319.4322975;1.380794835;0.644934212;3693;44854;13:00:36.000
13.98577334;52.91647002;50.80099869;209.0124674;225.7178799;264.2987863;350.3148357;;306.3424352;1.3888388;0.664476535;3694;44854;13:00:37.000
13.98575999;52.91644497;51.00400162;206.6790227;225.3607113;273.2030089;343.8529306;;295.2621221;1.38718903;0.67118037;3695;44854;13:00:38.000
13.98574836;52.91641998;51.18799973;211.5722577;232.6222777;261.0946181;329.6239424;;275.6784268;1.370426394;0.647734447;3696;44854;13:00:39.000
13.98573831;52.91639334;51.375;217.6840535;229.591782;249.0194923;308.0759174;;243.12052;1.348625452;0.619533415;3697;44854;13:00:40.000
13.98572502;52.91636836;51.56499863;212.3317838;223.650132;252.7440593;271.9912874;;202.6198273;1.325617646;0.62431428;3698;44854;13:00:41.000
13.98571332;52.91634165;51.72800064;202.5736641;211.5836934;218.4496144;220.9963026;;160.7413664;1.308286147;0.645832297;3699;44854;13:00:42.000
13.98570169;52.91631667;51.86600113;186.7858333;188.161165;176.6846628;174.319301;;125.1707038;1.309482228;0.701060784;3700;44854;13:00:43.000
13.98569164;52.91629003;51.97600174;162.7640866;162.4285201;151.744565;132.0138458;;97.35868532;1.330973607;0.817731746;3701;44854;13:00:44.000
13.98568001;52.91626333;52.07099915;142.0692342;144.1032192;123.2377845;95.34851819;;81.73535967;1.363287565;0.959593801;3702;44854;13:00:45.000
13.98566831;52.91623834;52.11899948;128.8244934;123.0373562;92.89126295;73.7293774;;74.79520069;1.395922662;1.083584826;3703;44854;13:00:46.000
13.98565668;52.91621335;52.15800095;114.1017686;102.88469;78.65380469;66.06248603;;77.78135373;1.424396835;1.248356491;3704;44854;13:00:47.000
13.98564498;52.9161883;52.17200089;102.2030925;91.19960134;70.27676744;70.6333156;;85.25816007;1.448324429;1.41710431;3705;44854;13:00:48.000
13.98563334;52.91616166;52.1609993;97.5205889;81.53895174;68.66065294;86.04144289;;97.62341356;1.466212185;1.50348988;3706;44854;13:00:49.000
13.98561999;52.91613668;52.11199951;93.30669581;77.06476889;76.57749383;107.4881205;;109.7450653;1.473331215;1.579019814;3707;44854;13:00:50.000
13.98560836;52.91610998;52.0719986;94.81120522;81.37453408;97.41883482;127.2878941;;125.1244137;1.475448954;1.556196813;3708;44854;13:00:51.000
13.985595;52.91608334;51.99900055;105.1787906;92.33801565;111.7635551;152.6612182;;142.1989008;1.473456382;1.400906374;3709;44854;13:00:52.000
13.98558165;52.9160567;51.9070015;121.7972585;107.6140631;138.2254339;182.2928282;;162.1186995;1.465912717;1.203567909;3710;44854;13:00:53.000
13.98557002;52.91602999;51.82099915;144.4201721;132.0797087;159.2344162;210.3382582;;180.4034828;1.45813672;1.009648928;3711;44854;13:00:54.000
13.98555667;52.91600335;51.71500015;175.1441607;162.498942;188.5198846;226.3861829;;211.3414323;1.4533466;0.829800202;3712;44854;13:00:55.000
13.98554332;52.91597665;51.61500168;208.9854959;193.7238273;219.8731322;250.9870285;;250.1641023;1.455465796;0.696443449;3713;44854;13:00:56.000
13.98553168;52.91594836;51.49499893;242.7979497;223.0036042;230.5179196;273.7070164;;298.1581389;1.457399409;0.600251942;3714;44854;13:00:57.000
13.98551833;52.91592166;51.36000061;276.1659586;246.8613912;236.8373913;289.9629335;;365.0240527;1.455695275;0.527108874;3715;44854;13:00:58.000
13.98550669;52.91589336;51.22800064;298.9370618;257.5730285;264.2305177;320.5345358;;469.0967186;1.448483286;0.484544565;3716;44854;13:00:59.000
13.98549334;52.91586831;51.11600113;311.82611;256.9347737;277.3124863;389.5947128;;576.2350749;1.43724239;0.460911496;3717;44854;13:01:00.000
13.98548164;52.91584168;51.02000046;316.5992972;248.8350253;280.7825847;468.1612907;;688.3035952;1.425413895;0.450226487;3718;44854;13:01:01.000
13.98546836;52.91581497;50.91899872;315.1854869;241.6333775;324.4698808;563.1929335;;738.8053654;1.42257556;0.451345515;3719;44854;13:01:02.000
13.985455;52.91578833;50.83499908;305.5864531;235.1380509;360.3392027;635.9195817;;723.5921232;1.427061271;0.466991012;3720;44854;13:01:03.000
13.98544502;52.91576169;50.77199936;298.4460386;237.1040618;387.6582241;627.9819505;;657.3841213;1.442689308;0.483400388;3721;44854;13:01:04.000
13.98543167;52.91573499;50.72200012;284.2275692;231.4778651;413.9386934;580.0987655;;561.551664;1.459857607;0.513622803;3722;44854;13:01:05.000
13.98541997;52.91570835;50.66899872;264.3579772;226.4964916;367.287344;508.3200078;;451.5722524;1.471934344;0.556795887;3723;44854;13:01:06.000
13.98540669;52.91568165;50.59799957;244.8841402;217.284253;322.5273387;409.3684553;;403.7234836;1.47596173;0.602718383;3724;44854;13:01:07.000
13.98539499;52.91565501;50.52399826;232.2516253;211.1450297;276.4035042;339.2768151;;419.3891272;1.469148491;0.632567582;3725;44854;13:01:08.000
13.98538501;52.91562665;50.43799973;225.1424781;199.4166805;257.0967646;371.5720774;;449.4907041;1.467051145;0.651610108;3726;44854;13:01:09.000
13.98537502;52.91560001;50.34000015;236.7873362;209.9907187;291.3905632;431.1029767;;504.5490841;1.476565336;0.623582899;3727;44854;13:01:10.000
13.98536498;52.91557331;50.23199844;265.4001814;231.3920491;330.5005654;493.3476413;;555.974036;1.482067747;0.558427556;3728;44854;13:01:11.000
13.98535334;52.91554667;50.14199829;298.0789417;258.777428;368.4162679;567.7462034;;592.9372654;1.480460913;0.496667395;3729;44854;13:01:12.000
13.98534164;52.91551997;50.0909996;327.4869268;283.1690277;439.3004622;625.867091;;598.0938728;1.47907646;0.451644429;3730;44854;13:01:13.000
13.98533001;52.91549333;50.06100082;351.4322823;313.0767269;443.0455369;630.8306352;;625.5295462;1.465865586;0.417111819;3731;44854;13:01:14.000
13.98531831;52.91546669;50.04399872;364.3437882;328.8970545;449.8832888;643.3790645;;628.9563888;1.445212959;0.396661891;3732;44854;13:01:15.000
13.98530502;52.91543999;50.04499817;365.5283931;332.4299362;455.8699373;642.5755785;;614.1637426;1.432468313;0.391889752;3733;44854;13:01:16.000
13.98529333;52.91541335;50.0699997;362.1910743;331.8520864;456.5091796;582.4404889;;569.1095438;1.429916162;0.39479608;3734;44854;13:01:17.000
13.98528169;52.91538665;50.09299851;353.4980241;319.3370469;409.8143616;511.8303209;;514.4449247;1.43338547;0.405486133;3735;44854;13:01:18.000
13.98526999;52.91536166;50.13100052;340.9291173;295.1230383;341.7744738;438.9621169;;421.4462032;1.434255525;0.420690241;3736;44854;13:01:19.000
13.98525836;52.91533502;50.18899918;321.2897291;264.4451863;305.0967587;321.5538198;;357.8251203;1.440106809;0.448226843;3737;44854;13:01:20.000
13.98524501;52.91530832;50.26499939;297.7110726;229.9267323;253.2771725;224.4029292;;300.1552183;1.446018573;0.485712056;3738;44854;13:01:21.000
13.98523331;52.91528168;50.35599899;272.1180995;191.2131938;181.8178495;183.5487046;;295.4266418;1.447370434;0.531890542;3739;44854;13:01:22.000
13.98522333;52.91525497;50.45899963;247.5537706;164.8073477;150.6006876;172.4242302;;330.6647596;1.449175121;0.585398121;3740;44854;13:01:23.000
13.98521169;52.91522668;50.55599976;224.28369;144.9047152;144.344493;195.4817637;;392.9789132;1.441237559;0.642595794;3741;44854;13:01:24.000
13.98519999;52.91519998;50.66400147;209.543618;136.0172258;153.6919568;278.2456589;;416.0613686;1.436565459;0.685568701;3742;44854;13:01:25.000
13.98519001;52.91517334;50.79399872;202.4837774;140.2470056;196.4250917;353.660526;;486.8408637;1.439389591;0.710866623;3743;44854;13:01:26.000
13.98517831;52.91514664;50.92300034;200.3740254;148.3636358;235.4586894;460.1498463;;528.3248164;1.436592838;0.716955621;3744;44854;13:01:27.000
13.98516502;52.91512;51.04600143;207.0725431;154.3580534;286.4030392;558.9638846;;550.5091468;1.442109874;0.696427374;3745;44854;13:01:28.000
13.98515333;52.91509336;51.1780014;223.3515129;165.3009049;338.9272078;622.8355508;;522.5818466;1.462339629;0.654725643;3746;44854;13:01:29.000
